# file...... UndergroundLosses.csv
# date...... Tue Apr 09 10:31:32 2013
# user...... dwp0
# host...... (null)
# group..... class=underground_line
# trigger... (none)
# interval.. 60
# limit..... 0
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_A.imag),sum(power_losses_B.real),sum(power_losses_B.imag),sum(power_losses_C.real),sum(power_losses_C.imag)
2012-06-03 00:00:00 PDT,+1129.89,+901.309,+1654.68,+1000.42,+1073.85,+1264.2
2012-06-03 00:01:00 PDT,+1133.23,+902.354,+1635.7,+993.444,+1058.9,+1246.75
2012-06-03 00:02:00 PDT,+1133.53,+906.18,+1616.93,+981.141,+1060.83,+1242.95
2012-06-03 00:03:00 PDT,+1131.19,+905.84,+1613.32,+978.41,+1061.39,+1241.61
2012-06-03 00:04:00 PDT,+1152.58,+905.632,+1551.72,+962.049,+1047.97,+1223.5
2012-06-03 00:05:00 PDT,+321.18,+120.022,+578.856,+420.673,+73.5504,+180.413
2012-06-03 00:06:00 PDT,+281.996,+106.69,+630.611,+452.494,+67.8671,+182.989
2012-06-03 00:07:00 PDT,+225.49,+96.8012,+470.017,+328.761,+86.87,+173.867
2012-06-03 00:08:00 PDT,+199.034,+80.0551,+432.402,+300.796,+69.8416,+149.908
2012-06-03 00:09:00 PDT,+181.739,+90.5932,+338.129,+244.902,+77.0223,+138.522
2012-06-03 00:10:00 PDT,+107.344,+52.2073,+277.18,+181.647,+71.467,+122.368
2012-06-03 00:11:00 PDT,+109.586,+48.0086,+279.114,+188.44,+52.8341,+104.658
2012-06-03 00:12:00 PDT,+91.2122,+33.0648,+285.184,+188.492,+37.6992,+90.3576
2012-06-03 00:13:00 PDT,+90.298,+32.6957,+283.809,+187.235,+37.8837,+90.345
2012-06-03 00:14:00 PDT,+74.5302,+28.22,+250.277,+159.18,+42.6441,+89.4453
2012-06-03 00:15:00 PDT,+60.2714,+26.7041,+188.766,+115.673,+50.0837,+85.1725
2012-06-03 00:16:00 PDT,+63.5085,+27.639,+159.068,+103.471,+37.604,+67.1141
2012-06-03 00:17:00 PDT,+62.8424,+27.1556,+158.823,+103.149,+37.2356,+66.7388
2012-06-03 00:18:00 PDT,+62.4132,+27.0183,+157.987,+102.469,+37.36,+66.7243
2012-06-03 00:19:00 PDT,+61.5297,+26.5689,+158.169,+102.172,+37.4795,+66.8709
2012-06-03 00:20:00 PDT,+60.9167,+26.3103,+157.076,+101.356,+37.338,+66.5269
2012-06-03 00:21:00 PDT,+60.6546,+26.4917,+155.292,+100.34,+37.4916,+66.3129
2012-06-03 00:22:00 PDT,+59.9651,+26.1831,+154.808,+99.7236,+37.641,+66.3748
2012-06-03 00:23:00 PDT,+57.997,+22.6404,+180.204,+113.918,+35.3027,+69.0866
2012-06-03 00:24:00 PDT,+58.0823,+22.6899,+179.255,+113.491,+35.0116,+68.605
2012-06-03 00:25:00 PDT,+57.9764,+22.4792,+179.408,+113.674,+34.4758,+68.0964
2012-06-03 00:26:00 PDT,+57.9158,+22.6298,+177.998,+112.915,+34.5695,+67.9115
2012-06-03 00:27:00 PDT,+59.1798,+26.1474,+148.488,+95.9832,+37.0697,+64.5442
2012-06-03 00:28:00 PDT,+58.7791,+26.0461,+147.769,+95.491,+37.0026,+64.3161
2012-06-03 00:29:00 PDT,+58.3047,+25.9747,+146.503,+94.5716,+37.1767,+64.2309
2012-06-03 00:30:00 PDT,+58.4167,+26.1148,+145.132,+93.8588,+37.0758,+63.8524
2012-06-03 00:31:00 PDT,+58.0629,+25.7823,+145.316,+93.9246,+36.6176,+63.4609
2012-06-03 00:32:00 PDT,+56.0536,+22.1941,+171.428,+108.498,+34.336,+66.4081
2012-06-03 00:33:00 PDT,+55.6187,+22.0629,+170.312,+107.624,+34.4888,+66.3622
2012-06-03 00:34:00 PDT,+55.3916,+22.1134,+168.96,+106.723,+34.6464,+66.2698
2012-06-03 00:35:00 PDT,+55.3554,+22.1582,+166.922,+105.696,+34.2288,+65.4608
2012-06-03 00:36:00 PDT,+53.6956,+18.4971,+197.781,+123.046,+31.8313,+68.8115
2012-06-03 00:37:00 PDT,+53.3571,+18.2724,+197.127,+122.663,+31.4394,+68.3074
2012-06-03 00:38:00 PDT,+53.4942,+18.377,+195.497,+121.892,+31.1685,+67.7277
2012-06-03 00:39:00 PDT,+52.7489,+18.0303,+195.682,+121.635,+31.2543,+67.8587
2012-06-03 00:40:00 PDT,+52.2396,+17.7145,+195.877,+121.527,+31.1089,+67.7465
2012-06-03 00:41:00 PDT,+51.9605,+17.6257,+193.431,+120.16,+30.6587,+66.834
2012-06-03 00:42:00 PDT,+52.8164,+20.6261,+165.231,+104.189,+32.6728,+63.6557
2012-06-03 00:43:00 PDT,+54.5158,+24.3598,+135.523,+87.4674,+34.9545,+59.9812
2012-06-03 00:44:00 PDT,+54.5965,+24.3976,+134.789,+87.1688,+34.6323,+59.5023
2012-06-03 00:45:00 PDT,+54.2794,+24.1985,+134.22,+86.7635,+34.3924,+59.1666
2012-06-03 00:46:00 PDT,+54.1997,+24.3442,+132.152,+85.5525,+34.436,+58.7843
2012-06-03 00:47:00 PDT,+52.6651,+21.0312,+157.499,+99.9642,+32.1158,+61.5955
2012-06-03 00:48:00 PDT,+52.5309,+20.9827,+156.76,+99.5086,+32.0115,+61.3521
2012-06-03 00:49:00 PDT,+51.8196,+20.7151,+156.366,+98.9918,+32.131,+61.4055
2012-06-03 00:50:00 PDT,+51.5618,+20.8017,+154.384,+97.7285,+32.3348,+61.228
2012-06-03 00:51:00 PDT,+53.1672,+24.1997,+127.843,+82.7691,+34.4003,+57.879
2012-06-03 00:52:00 PDT,+52.6869,+23.9882,+126.368,+81.765,+34.2009,+57.3983
2012-06-03 00:53:00 PDT,+52.1877,+23.7016,+126.177,+81.515,+34.021,+57.2001
2012-06-03 00:54:00 PDT,+51.8833,+23.5828,+125.559,+81.2172,+33.6621,+56.7351
2012-06-03 00:55:00 PDT,+50.7356,+22.9502,+125.169,+80.5115,+33.6185,+56.6427
2012-06-03 00:56:00 PDT,+50.9244,+22.975,+123.769,+79.9641,+32.8885,+55.6599
2012-06-03 00:57:00 PDT,+50.6364,+22.8452,+123.819,+79.8919,+32.9174,+55.7022
2012-06-03 00:58:00 PDT,+50.5927,+22.7919,+123.854,+79.9712,+32.7128,+55.5152
2012-06-03 00:59:00 PDT,+48.9621,+19.2836,+149.603,+94.6222,+29.9951,+58.0179
2012-06-03 01:00:00 PDT,+48.295,+18.8216,+147.59,+93.658,+28.6602,+56.3001
2012-06-03 01:01:00 PDT,+48.26,+18.7325,+147.659,+93.8119,+28.3078,+55.9575
2012-06-03 01:02:00 PDT,+48.1514,+18.5789,+147.765,+93.9103,+27.9819,+55.6504
2012-06-03 01:03:00 PDT,+47.4977,+18.2805,+147.146,+93.24,+28.0168,+55.5792
