# file...... Voltage_630.csv
# date...... Sun Aug 12 18:50:22 2012
# user...... dwp0
# host...... (null)
# target.... node 38
# trigger... (none)
# interval.. 60
# limit..... 24
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2386.87,-0.289746,-1201.19,-2079.96,-1193.28,+2067.21
2000-01-01 00:01:00 PST,+2371.86,-0.287557,-1201.19,-2079.96,-1185.78,+2054.2
2000-01-01 00:02:00 PST,+2356.8,-0.371854,-1201.22,-2079.91,-1178.22,+2041.21
2000-01-01 00:03:00 PST,+2341.78,-0.375188,-1201.23,-2079.89,-1170.71,+2028.2
2000-01-01 00:04:00 PST,+2326.77,-0.369354,-1201.24,-2079.88,-1163.2,+2015.2
2000-01-01 00:05:00 PST,+2311.73,-0.439336,-1201.3,-2079.8,-1155.66,+2002.2
2000-01-01 00:06:00 PST,+2296.68,-0.586917,-1201.39,-2079.72,-1148.03,+1989.24
2000-01-01 00:07:00 PST,+2281.67,-0.581749,-1201.41,-2079.7,-1140.53,+1976.24
2000-01-01 00:08:00 PST,+2281.67,-0.581393,-1201.41,-2079.69,-1133.03,+1963.23
2000-01-01 00:09:00 PST,+2281.65,-0.615913,-1201.43,-2079.66,-1125.5,+1950.23
2000-01-01 00:10:00 PST,+2281.62,-0.658047,-1201.48,-2079.61,-1117.98,+1937.23
2000-01-01 00:11:00 PST,+2281.63,-0.643548,-1201.48,-2079.61,-1110.52,+1924.21
2000-01-01 00:12:00 PST,+2281.63,-0.621821,-1201.44,-2079.65,-1103.03,+1911.2
2000-01-01 00:13:00 PST,+2281.62,-0.632337,-1201.44,-2079.64,-1095.51,+1898.2
2000-01-01 00:14:00 PST,+2281.6,-0.700931,-1201.55,-2079.53,-1087.97,+1885.21
2000-01-01 00:15:00 PST,+2281.58,-0.792999,-1201.63,-2079.45,-1080.38,+1872.23
2000-01-01 00:16:00 PST,+2296.56,-0.916036,-1201.71,-2079.37,-1080.35,+1872.24
2000-01-01 00:17:00 PST,+2311.56,-0.940887,-1201.69,-2079.39,-1080.33,+1872.25
2000-01-01 00:18:00 PST,+2311.55,-0.964656,-1201.68,-2079.4,-1080.32,+1872.25
2000-01-01 00:19:00 PST,+2326.54,-1.02083,-1201.7,-2079.38,-1080.31,+1872.26
2000-01-01 00:20:00 PST,+2326.54,-1.04641,-1201.74,-2079.33,-1080.28,+1872.26
2000-01-01 00:21:00 PST,+2326.55,-1.02009,-1201.74,-2079.32,-1080.27,+1872.26
2000-01-01 00:22:00 PST,+2326.53,-1.04361,-1201.66,-2079.42,-1080.25,+1872.27
2000-01-01 00:23:00 PST,+2326.49,-1.10397,-1201.6,-2079.48,-1080.25,+1872.27
