# file...... Voltage_tm_2.csv
# date...... Thu Aug 09 12:17:29 2012
# user...... dwp0
# host...... (null)
# target.... triplex_meter 20
# trigger... (none)
# interval.. 1440
# limit..... 100
# timestamp,voltage_1.real,voltage_1.imag,voltage_2.real,voltage_2.imag,voltage_12.real,voltage_12.imag
2000-01-01 00:00:00 PST,-60.2054,-104.15,-60.2449,-104.182,-120.45,-208.332
2000-01-01 00:24:00 PST,-60.3323,-104.522,-60.3641,-104.533,-120.696,-209.055
2000-01-01 00:48:00 PST,-60.333,-104.517,-60.3656,-104.545,-120.699,-209.062
2000-01-01 01:12:00 PST,-60.3355,-104.522,-60.3651,-104.542,-120.701,-209.064
2000-01-01 01:36:00 PST,-60.3357,-104.523,-60.365,-104.541,-120.701,-209.064
2000-01-01 02:00:00 PST,-60.337,-104.524,-60.3654,-104.544,-120.702,-209.068
2000-01-01 02:24:00 PST,-60.337,-104.524,-60.3654,-104.544,-120.702,-209.068
2000-01-01 02:48:00 PST,-60.3354,-104.522,-60.3653,-104.543,-120.701,-209.065
2000-01-01 03:12:00 PST,-60.3367,-104.525,-60.3648,-104.54,-120.702,-209.065
2000-01-01 03:36:00 PST,-60.3362,-104.523,-60.3653,-104.543,-120.701,-209.066
2000-01-01 04:00:00 PST,-60.3343,-104.509,-60.3767,-104.572,-120.711,-209.081
2000-01-01 04:24:00 PST,-60.331,-104.503,-60.377,-104.573,-120.708,-209.076
2000-01-01 04:48:00 PST,-60.331,-104.52,-60.3641,-104.533,-120.695,-209.053
2000-01-01 05:12:00 PST,-60.3282,-104.512,-60.3735,-104.547,-120.702,-209.059
2000-01-01 05:36:00 PST,-60.3166,-104.495,-60.3738,-104.545,-120.69,-209.04
2000-01-01 06:00:00 PST,-60.3111,-104.486,-60.3741,-104.546,-120.685,-209.032
2000-01-01 06:24:00 PST,-60.3023,-104.477,-60.3734,-104.537,-120.676,-209.014
2000-01-01 06:48:00 PST,-60.1791,-104.113,-60.2535,-104.182,-120.433,-208.295
2000-01-01 07:12:00 PST,-60.2904,-104.456,-60.3745,-104.542,-120.665,-208.998
2000-01-01 07:36:00 PST,-60.2887,-104.408,-60.3675,-104.553,-120.656,-208.961
2000-01-01 08:00:00 PST,-60.2827,-104.408,-60.3569,-104.527,-120.64,-208.935
2000-01-01 08:24:00 PST,-60.2826,-104.447,-60.374,-104.536,-120.657,-208.982
2000-01-01 08:48:00 PST,-60.2747,-104.43,-60.3754,-104.543,-120.65,-208.974
2000-01-01 09:12:00 PST,-60.2796,-104.433,-60.3764,-104.552,-120.656,-208.986
2000-01-01 09:36:00 PST,-60.2794,-104.429,-60.3775,-104.561,-120.657,-208.989
2000-01-01 10:00:00 PST,-60.2829,-104.434,-60.3775,-104.562,-120.66,-208.995
2000-01-01 10:24:00 PST,-60.2879,-104.44,-60.3776,-104.564,-120.666,-209.004
2000-01-01 10:48:00 PST,-60.2883,-104.438,-60.3785,-104.57,-120.667,-209.008
2000-01-01 11:12:00 PST,-60.2975,-104.464,-60.3664,-104.539,-120.664,-209.003
2000-01-01 11:36:00 PST,-60.3068,-104.482,-60.3652,-104.533,-120.672,-209.015
