# file...... zoutFBS.csv
# date...... Fri Jun 27 13:45:36 2014
# user...... dwp0
# host...... (null)
# target.... regulator 7
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2012-04-01 00:00:00 PDT,1,1,1,+5563.83,+175.048,+5563.83,+175.048,+0,+0,+11127.7,+350.096
2012-04-01 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-04-01 02:00:00 PDT,1,1,1,+579.259,+143.138,+579.259,+143.138,+0,+0,+1158.52,+286.277
2012-04-01 03:00:00 PDT,1,1,1,+5436.81,+146.268,+5436.81,+146.268,+0,+0,+10873.6,+292.535
2012-04-01 04:00:00 PDT,1,1,1,+5799.12,+1892.04,+5799.12,+1892.04,+0,+0,+11598.2,+3784.08
2012-04-01 05:00:00 PDT,1,1,1,+5473.31,+132.587,+5473.31,+132.587,+0,+0,+10946.6,+265.175
2012-04-01 06:00:00 PDT,1,1,1,+831.086,+174.055,+831.086,+174.055,+0,+0,+1662.17,+348.11
2012-04-01 07:00:00 PDT,1,1,1,+1054.24,+218.752,+1054.24,+218.752,+0,+0,+2108.47,+437.504
2012-04-01 08:00:00 PDT,1,1,1,+1513.87,+253.504,+1513.87,+253.504,+0,+0,+3027.73,+507.009
2012-04-01 09:00:00 PDT,1,1,1,+1172.61,+257.422,+1172.61,+257.422,+0,+0,+2345.23,+514.845
2012-04-01 10:00:00 PDT,1,1,1,+1104.6,+250.193,+1104.6,+250.193,+0,+0,+2209.21,+500.386
2012-04-01 11:00:00 PDT,1,1,1,+939.885,+216.767,+939.885,+216.767,+0,+0,+1879.77,+433.534
2012-04-01 12:00:00 PDT,1,1,1,+863.057,+197.477,+863.057,+197.477,+0,+0,+1726.11,+394.953
2012-04-01 13:00:00 PDT,1,1,1,+695.685,+145.7,+695.686,+145.7,+0,+0,+1391.37,+291.401
2012-04-01 14:00:00 PDT,1,1,1,+657.467,+130.252,+657.467,+130.252,+0,+0,+1314.93,+260.504
2012-04-01 15:00:00 PDT,1,1,1,+706.447,+154.327,+706.447,+154.327,+0,+0,+1412.89,+308.653
2012-04-01 16:00:00 PDT,1,1,1,+969.835,+151.469,+969.835,+151.469,+0,+0,+1939.67,+302.939
2012-04-01 17:00:00 PDT,1,1,1,+1205.31,+198.548,+1205.31,+198.548,+0,+0,+2410.61,+397.097
2012-04-01 18:00:00 PDT,1,1,1,+6438.87,+307.113,+6438.87,+307.113,+0,+0,+12877.7,+614.226
2012-04-01 19:00:00 PDT,1,1,1,+1676.88,+314.181,+1676.88,+314.181,+0,+0,+3353.75,+628.362
2012-04-01 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-04-01 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-04-01 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-04-01 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
2012-04-02 00:00:00 PDT,1,1,1,+722.38,+171.995,+722.38,+171.995,+0,+0,+1444.76,+343.99
2012-04-02 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-04-02 02:00:00 PDT,1,1,1,+579.259,+143.138,+579.259,+143.138,+0,+0,+1158.52,+286.277
2012-04-02 03:00:00 PDT,1,1,1,+5436.81,+146.268,+5436.81,+146.268,+0,+0,+10873.6,+292.535
2012-04-02 04:00:00 PDT,1,1,1,+479.903,+117.414,+479.903,+117.414,+0,+0,+959.806,+234.829
2012-04-02 05:00:00 PDT,1,1,1,+5473.31,+132.587,+5473.31,+132.587,+0,+0,+10946.6,+265.175
2012-04-02 06:00:00 PDT,1,1,1,+831.086,+174.055,+831.086,+174.055,+0,+0,+1662.17,+348.11
2012-04-02 07:00:00 PDT,1,1,1,+1054.24,+218.752,+1054.24,+218.752,+0,+0,+2108.47,+437.504
2012-04-02 08:00:00 PDT,1,1,1,+1513.87,+253.504,+1513.87,+253.504,+0,+0,+3027.73,+507.009
2012-04-02 09:00:00 PDT,1,1,1,+1172.61,+257.422,+1172.61,+257.422,+0,+0,+2345.23,+514.845
2012-04-02 10:00:00 PDT,1,1,1,+1104.6,+250.193,+1104.6,+250.193,+0,+0,+2209.21,+500.386
2012-04-02 11:00:00 PDT,1,1,1,+939.885,+216.767,+939.885,+216.767,+0,+0,+1879.77,+433.534
2012-04-02 12:00:00 PDT,1,1,1,+863.057,+197.477,+863.057,+197.477,+0,+0,+1726.11,+394.953
2012-04-02 13:00:00 PDT,1,1,1,+695.685,+145.7,+695.686,+145.7,+0,+0,+1391.37,+291.401
2012-04-02 14:00:00 PDT,1,1,1,+657.467,+130.252,+657.467,+130.252,+0,+0,+1314.93,+260.504
2012-04-02 15:00:00 PDT,1,1,1,+706.447,+154.327,+706.447,+154.327,+0,+0,+1412.89,+308.653
2012-04-02 16:00:00 PDT,1,1,1,+969.835,+151.469,+969.835,+151.469,+0,+0,+1939.67,+302.939
2012-04-02 17:00:00 PDT,1,1,1,+1205.31,+198.548,+1205.31,+198.548,+0,+0,+2410.61,+397.097
2012-04-02 18:00:00 PDT,1,1,1,+6438.87,+307.113,+6438.87,+307.113,+0,+0,+12877.7,+614.226
2012-04-02 19:00:00 PDT,1,1,1,+1676.88,+314.181,+1676.88,+314.181,+0,+0,+3353.75,+628.362
2012-04-02 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-04-02 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-04-02 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-04-02 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
2012-04-03 00:00:00 PDT,1,1,1,+722.38,+171.995,+722.38,+171.995,+0,+0,+1444.76,+343.99
2012-04-03 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-04-03 02:00:00 PDT,1,1,1,+5271.52,+1761.13,+5271.52,+1761.13,+0,+0,+10543,+3522.27
2012-04-03 03:00:00 PDT,1,1,1,+5436.81,+146.268,+5436.81,+146.268,+0,+0,+10873.6,+292.535
2012-04-03 04:00:00 PDT,1,1,1,+479.903,+117.414,+479.903,+117.414,+0,+0,+959.806,+234.829
2012-04-03 05:00:00 PDT,1,1,1,+5473.31,+132.587,+5473.31,+132.587,+0,+0,+10946.6,+265.175
2012-04-03 06:00:00 PDT,1,1,1,+831.086,+174.055,+831.086,+174.055,+0,+0,+1662.17,+348.11
2012-04-03 07:00:00 PDT,1,1,1,+5788.05,+1846.91,+1054.24,+218.752,+0,+0,+6842.28,+2065.66
2012-04-03 08:00:00 PDT,1,1,1,+1513.87,+253.504,+1513.87,+253.504,+0,+0,+3027.73,+507.009
2012-04-03 09:00:00 PDT,1,1,1,+1172.61,+257.422,+1172.61,+257.422,+0,+0,+2345.23,+514.845
2012-04-03 10:00:00 PDT,1,1,1,+1104.6,+250.193,+1104.6,+250.193,+0,+0,+2209.21,+500.386
2012-04-03 11:00:00 PDT,1,1,1,+939.885,+216.767,+939.885,+216.767,+0,+0,+1879.77,+433.534
2012-04-03 12:00:00 PDT,1,1,1,+863.057,+197.477,+863.057,+197.477,+0,+0,+1726.11,+394.953
2012-04-03 13:00:00 PDT,1,1,1,+695.685,+145.7,+695.686,+145.7,+0,+0,+1391.37,+291.401
2012-04-03 14:00:00 PDT,1,1,1,+657.467,+130.252,+657.467,+130.252,+0,+0,+1314.93,+260.504
