# file...... Climate_Climate.csv
# date...... Fri Jan 04 12:46:23 2013
# user...... dwp0
# host...... (null)
# target.... climate 0
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,temperature, solar_direct, wind_speed, rainfall, snowdepth
2000-01-01 00:00:00 PST,+33.982,+0,+3.1,+0.27559,+0
2000-01-01 01:00:00 PST,+32.002,+0,+3.6,+0.27559,+0
2000-01-01 02:00:00 PST,+30.922,+0,+3.6,+0.35433,+0
2000-01-01 03:00:00 PST,+32.002,+0,+3.1,+0.35433,+0
2000-01-01 04:00:00 PST,+30.922,+0,+2.6,+0.31496,+0
2000-01-01 05:00:00 PST,+28.942,+0,+3.6,+0.31496,+0
2000-01-01 06:00:00 PST,+28.042,+0,+5.2,+0.31496,+0
2000-01-01 07:00:00 PST,+30.022,+0,+4.1,+0.31496,+0
2000-01-01 08:00:00 PST,+30.922,+31.1225,+3.1,+0.31496,+0
2000-01-01 09:00:00 PST,+33.982,+58.3431,+4.6,+0.35433,+0
2000-01-01 10:00:00 PST,+37.042,+68.4695,+4.6,+0.35433,+0
2000-01-01 11:00:00 PST,+39.022,+72.5573,+5.2,+0.31496,+0
2000-01-01 12:00:00 PST,+41.002,+72.7431,+5.2,+0.31496,+0
2000-01-01 13:00:00 PST,+42.082,+68.8412,+5.2,+0.31496,+0
2000-01-01 14:00:00 PST,+41.002,+57.507,+4.6,+0.35433,+0
2000-01-01 15:00:00 PST,+39.022,+40.4128,+5.2,+0.35433,+0
2000-01-01 16:00:00 PST,+35.062,+5.20257,+4.6,+0.35433,+0
2000-01-01 17:00:00 PST,+33.982,+0,+5.7,+0.31496,+0
2000-01-01 18:00:00 PST,+33.982,+0,+4.6,+0.35433,+0
2000-01-01 19:00:00 PST,+33.082,+0,+4.1,+0.35433,+0
2000-01-01 20:00:00 PST,+30.922,+0,+3.1,+0.31496,+0
2000-01-01 21:00:00 PST,+30.922,+0,+4.1,+0.31496,+0
2000-01-01 22:00:00 PST,+30.922,+0,+3.1,+0.31496,+0
2000-01-01 23:00:00 PST,+30.922,+0,+4.1,+0.31496,+0
