# file...... Voltage_671.csv
# date...... Wed Sep 05 16:32:50 2012
# user...... dwp0
# host...... (null)
# target.... node 47
# trigger... (none)
# interval.. 1440
# limit..... 100
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2381.49,-63.145,-1261.11,-2083.8,-1175.99,+2097.39
2000-01-01 00:24:00 PST,+2202.28,-107.187,-1300.19,-2045.15,-1032.39,+1888.05
2000-01-01 00:48:00 PST,+2190.74,-141.992,-1312.83,-2046.63,-1020.43,+1876.61
2000-01-01 01:12:00 PST,+2185.3,-157.702,-1327.82,-2030.31,-1013.4,+1875.06
2000-01-01 01:36:00 PST,+2181.03,-167.736,-1343.52,-2015.99,-1009.11,+1875.52
2000-01-01 02:00:00 PST,+2186.2,-183.907,-1358.15,-1996.58,-989.192,+1880.71
2000-01-01 02:24:00 PST,+2186.72,-229.468,-1383.36,-1991.48,-970.146,+1874.04
2000-01-01 02:48:00 PST,+2187.54,-279.657,-1401.15,-1998.8,-958.069,+1863.81
2000-01-01 03:12:00 PST,+2190.78,-324.403,-1410.59,-2030.06,-966.651,+1843.67
2000-01-01 03:36:00 PST,+2234.23,-257.538,-1398.96,-1976.36,-937.626,+1873.05
2000-01-01 04:00:00 PST,+2232.98,-215.787,-1388.54,-1949.61,-911.437,+1893.73
2000-01-01 04:24:00 PST,+2192.67,-261.71,-1417.81,-1955.69,-928.08,+1882.42
2000-01-01 04:48:00 PST,+2200.81,-284.94,-1430.38,-1959.78,-943.285,+1877.38
2000-01-01 05:12:00 PST,+2176.67,-346.926,-1428.73,-2007.92,-923.608,+1851.09
2000-01-01 05:36:00 PST,+2178.42,-310.157,-1472.97,-1909.54,-925.202,+1885.36
2000-01-01 06:00:00 PST,+2190.29,-345.603,-1494.26,-1909.81,-931.431,+1876.69
2000-01-01 06:24:00 PST,+2219.91,-351.315,-1448.62,-1983.6,-933.383,+1855.13
2000-01-01 06:48:00 PST,+2222.32,-321.081,-1426.15,-1976.97,-911.759,+1864.34
2000-01-01 07:12:00 PST,+2234.27,-266.723,-1426.69,-1937.84,-905.421,+1886.6
2000-01-01 07:36:00 PST,+2232.38,-231.509,-1374.74,-1982.69,-932.883,+1880.94
2000-01-01 08:00:00 PST,+2217.7,-230.347,-1360.32,-2016.93,-967.472,+1869.69
2000-01-01 08:24:00 PST,+2229.93,-196.136,-1354.79,-2009.1,-983.709,+1873.74
2000-01-01 08:48:00 PST,+2234.43,-165.451,-1348.27,-1996.35,-983.156,+1884.1
2000-01-01 09:12:00 PST,+2227.69,-169.876,-1336.08,-2024.84,-994.137,+1876.7
