# file...... SwingKids_overhead_line.csv
# date...... Fri Jul 25 14:18:06 2014
# user...... jxh10
# host...... (null)
# group..... class=overhead_line AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+194894,-299410
2014-07-30 01:00:00 PDT,+161476,+1098.51
2014-07-30 02:00:00 PDT,+170198,+1132.47
2014-07-30 03:00:00 PDT,+200614,+1218.72
2014-07-30 04:00:00 PDT,+284370,+1344.9
2014-07-30 05:00:00 PDT,+333895,+1503.33
2014-07-30 06:00:00 PDT,+431404,+1896.3
2014-07-30 07:00:00 PDT,+447340,+2164.42
2014-07-30 08:00:00 PDT,+421547,+14712.9
2014-07-30 09:00:00 PDT,+474867,+37890.4
2014-07-30 10:00:00 PDT,+442578,+41623.7
2014-07-30 11:00:00 PDT,+395712,+34220.1
2014-07-30 12:00:00 PDT,+396965,+43075.9
2014-07-30 13:00:00 PDT,+494434,+56555.4
2014-07-30 14:00:00 PDT,+638002,+78885.8
2014-07-30 15:00:00 PDT,+644651,+69281.2
2014-07-30 16:00:00 PDT,+818513,+118961
2014-07-30 17:00:00 PDT,+740298,+96499.3
2014-07-30 18:00:00 PDT,+566419,+49663.6
2014-07-30 19:00:00 PDT,+476424,+31187.7
2014-07-30 20:00:00 PDT,+432139,+17256.6
2014-07-30 21:00:00 PDT,+368390,+5023.08
2014-07-30 22:00:00 PDT,+313820,+2077.81
2014-07-30 23:00:00 PDT,+259388,+1303.06
2014-07-31 00:00:00 PDT,+208592,+1181.9
2014-07-31 01:00:00 PDT,+179860,+1141.45
2014-07-31 02:00:00 PDT,+183787,+1165.97
2014-07-31 03:00:00 PDT,+240970,+1329.53
2014-07-31 04:00:00 PDT,+264857,+1377.73
2014-07-31 05:00:00 PDT,+314518,+1454.66
2014-07-31 06:00:00 PDT,+399837,+1835.61
2014-07-31 07:00:00 PDT,+433798,+2035.4
2014-07-31 08:00:00 PDT,+389488,+2750.43
2014-07-31 09:00:00 PDT,+357696,+7073.45
2014-07-31 10:00:00 PDT,+308591,+8312.75
2014-07-31 11:00:00 PDT,+325387,+18585.5
2014-07-31 12:00:00 PDT,+306620,+23624.2
2014-07-31 13:00:00 PDT,+323000,+19032.3
2014-07-31 14:00:00 PDT,+522960,+62589.8
2014-07-31 15:00:00 PDT,+695300,+91028.2
2014-07-31 16:00:00 PDT,+799362,+117562
2014-07-31 17:00:00 PDT,+814576,+115775
2014-07-31 18:00:00 PDT,+595750,+67518.6
2014-07-31 19:00:00 PDT,+502900,+39319.5
2014-07-31 20:00:00 PDT,+493773,+40264.6
2014-07-31 21:00:00 PDT,+431005,+24300.5
2014-07-31 22:00:00 PDT,+396679,+20577.7
2014-07-31 23:00:00 PDT,+315479,+13771.6
2014-08-01 00:00:00 PDT,+236843,+9359.87
2014-08-01 01:00:00 PDT,+171770,+1114.59
2014-08-01 02:00:00 PDT,+180489,+1150.41
2014-08-01 03:00:00 PDT,+234183,+1298.38
2014-08-01 04:00:00 PDT,+283562,+1369.42
2014-08-01 05:00:00 PDT,+336581,+1527.07
2014-08-01 06:00:00 PDT,+418613,+1898.51
2014-08-01 07:00:00 PDT,+463301,+3756.98
2014-08-01 08:00:00 PDT,+443370,+13020.7
2014-08-01 09:00:00 PDT,+497051,+40985.6
2014-08-01 10:00:00 PDT,+458385,+45130.1
2014-08-01 11:00:00 PDT,+367280,+23752.1
2014-08-01 12:00:00 PDT,+508235,+73759
2014-08-01 13:00:00 PDT,+626197,+95252.1
2014-08-01 14:00:00 PDT,+480670,+50568.6
2014-08-01 15:00:00 PDT,+722544,+97083.8
2014-08-01 16:00:00 PDT,+756957,+103702
2014-08-01 17:00:00 PDT,+754041,+99876.2
2014-08-01 18:00:00 PDT,+651812,+79064
2014-08-01 19:00:00 PDT,+521444,+40812.3
2014-08-01 20:00:00 PDT,+421849,+18895
2014-08-01 21:00:00 PDT,+366188,+7842.28
2014-08-01 22:00:00 PDT,+340807,+3858.73
2014-08-01 23:00:00 PDT,+273868,+3027.36
2014-08-02 00:00:00 PDT,+215242,+1214.53
2014-08-02 01:00:00 PDT,+190827,+1191.75
2014-08-02 02:00:00 PDT,+196309,+1197.81
2014-08-02 03:00:00 PDT,+243415,+1340.76
2014-08-02 04:00:00 PDT,+255947,+1349.81
2014-08-02 05:00:00 PDT,+321000,+1501.61
2014-08-02 06:00:00 PDT,+396428,+1834.19
2014-08-02 07:00:00 PDT,+428669,+2015.38
2014-08-02 08:00:00 PDT,+433179,+12989.7
2014-08-02 09:00:00 PDT,+734995,+103435
2014-08-02 10:00:00 PDT,+655768,+93589.7
2014-08-02 11:00:00 PDT,+579396,+78157.1
2014-08-02 12:00:00 PDT,+686130,+117182
2014-08-02 13:00:00 PDT,+560639,+75122.4
2014-08-02 14:00:00 PDT,+778329,+122560
2014-08-02 15:00:00 PDT,+642624,+74408.8
2014-08-02 16:00:00 PDT,+793411,+115207
2014-08-02 17:00:00 PDT,+673661,+81307.4
2014-08-02 18:00:00 PDT,+634087,+77964.6
2014-08-02 19:00:00 PDT,+584172,+59089.6
2014-08-02 20:00:00 PDT,+502194,+42562.3
2014-08-02 21:00:00 PDT,+434184,+28134.4
2014-08-02 22:00:00 PDT,+432960,+33808
2014-08-02 23:00:00 PDT,+360786,+25919.7
2014-08-03 00:00:00 PDT,+268123,+13230.6
2014-08-03 01:00:00 PDT,+220441,+11023.9
2014-08-03 02:00:00 PDT,+217989,+7240.58
2014-08-03 03:00:00 PDT,+233715,+6492.11
