# file...... SwingKids_transformer.csv
# date...... Fri Jun 10 11:32:04 2016
# user...... samsung
# host...... (null)
# group..... class=transformer AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+597153,-436350
2014-07-30 01:00:00 PDT,+1.14195e+06,-192664
2014-07-30 02:00:00 PDT,+931762,-256501
2014-07-30 03:00:00 PDT,+309946,-435212
2014-07-30 04:00:00 PDT,+322458,-432217
2014-07-30 05:00:00 PDT,+340339,-427569
2014-07-30 06:00:00 PDT,+419012,-406202
2014-07-30 07:00:00 PDT,+1.10093e+06,-192382
2014-07-30 08:00:00 PDT,+1.16637e+06,-175405
2014-07-30 09:00:00 PDT,+756647,-305536
2014-07-30 10:00:00 PDT,+1.94641e+06,+112973
2014-07-30 11:00:00 PDT,+1.06424e+06,-194008
2014-07-30 12:00:00 PDT,+2.48538e+06,+323945
2014-07-30 13:00:00 PDT,+1.31373e+06,-116757
2014-07-30 14:00:00 PDT,+2.48333e+06,+334138
2014-07-30 15:00:00 PDT,+1.85734e+06,+79196.9
2014-07-30 16:00:00 PDT,+2.87961e+06,+502782
2014-07-30 17:00:00 PDT,+2.54314e+06,+338932
2014-07-30 18:00:00 PDT,+2.13834e+06,+168630
2014-07-30 19:00:00 PDT,+1.91902e+06,+84462.9
2014-07-30 20:00:00 PDT,+1.84167e+06,+46744
2014-07-30 21:00:00 PDT,+1.62432e+06,-39492.7
2014-07-30 22:00:00 PDT,+1.38138e+06,-132504
2014-07-30 23:00:00 PDT,+1.22029e+06,-157473
2014-07-31 00:00:00 PDT,+1.16795e+06,-147307
2014-07-31 01:00:00 PDT,+894279,+46385.2
2014-07-31 02:00:00 PDT,+810224,+25332
2014-07-31 03:00:00 PDT,+891690,+55668.7
2014-07-31 04:00:00 PDT,+823179,+37292
2014-07-31 05:00:00 PDT,+510198,-62439.8
2014-07-31 06:00:00 PDT,+322972,-119649
2014-07-31 07:00:00 PDT,+559894,-59505.7
2014-07-31 08:00:00 PDT,+522282,+57311.8
2014-07-31 09:00:00 PDT,+1.00247e+06,+70691.2
2014-07-31 10:00:00 PDT,+1.08563e+06,+97429.7
2014-07-31 11:00:00 PDT,+1.39103e+06,+197025
2014-07-31 12:00:00 PDT,+1.57883e+06,+261211
2014-07-31 13:00:00 PDT,+2.04224e+06,+426988
2014-07-31 14:00:00 PDT,+1.83334e+06,+353774
2014-07-31 15:00:00 PDT,+2.44334e+06,+581484
2014-07-31 16:00:00 PDT,+2.64889e+06,+665753
2014-07-31 17:00:00 PDT,+2.64545e+06,+652660
2014-07-31 18:00:00 PDT,+2.20374e+06,+204033
2014-07-31 19:00:00 PDT,+1.60335e+06,-25534.6
2014-07-31 20:00:00 PDT,+1.37976e+06,-107738
2014-07-31 21:00:00 PDT,+1.1249e+06,-206722
2014-07-31 22:00:00 PDT,+978835,-254019
2014-07-31 23:00:00 PDT,+876343,-263485
2014-08-01 00:00:00 PDT,+759945,-276078
2014-08-01 01:00:00 PDT,+554925,-321928
2014-08-01 02:00:00 PDT,+428342,-353684
2014-08-01 03:00:00 PDT,+293462,-388085
2014-08-01 04:00:00 PDT,+247172,-397615
2014-08-01 05:00:00 PDT,+257241,-130148
2014-08-01 06:00:00 PDT,+310590,+5925.97
2014-08-01 07:00:00 PDT,+419190,+23707.7
2014-08-01 08:00:00 PDT,+815206,+134856
2014-08-01 09:00:00 PDT,+946279,+182634
2014-08-01 10:00:00 PDT,+633082,+84104
2014-08-01 11:00:00 PDT,+1.15248e+06,+241342
2014-08-01 12:00:00 PDT,+1.82485e+06,+475030
2014-08-01 13:00:00 PDT,+850258,+149637
2014-08-01 14:00:00 PDT,+1.74913e+06,+448623
2014-08-01 15:00:00 PDT,+1.72469e+06,+434846
2014-08-01 16:00:00 PDT,+1.97923e+06,+521928
2014-08-01 17:00:00 PDT,+1.80022e+06,+448193
2014-08-01 18:00:00 PDT,+1.7962e+06,+176242
2014-08-01 19:00:00 PDT,+1.22843e+06,-25202.8
2014-08-01 20:00:00 PDT,+548646,-238064
2014-08-01 21:00:00 PDT,+587607,-238241
2014-08-01 22:00:00 PDT,+580030,-243495
2014-08-01 23:00:00 PDT,+488539,-247906
2014-08-02 00:00:00 PDT,+361743,-262081
2014-08-02 01:00:00 PDT,+291250,+5936.28
2014-08-02 02:00:00 PDT,+288567,+2890.08
2014-08-02 03:00:00 PDT,+282162,+2793.49
2014-08-02 04:00:00 PDT,+275647,+2704.9
2014-08-02 05:00:00 PDT,+244484,+2168.35
2014-08-02 06:00:00 PDT,+268803,+2566.53
2014-08-02 07:00:00 PDT,+336173,+17730.1
2014-08-02 08:00:00 PDT,+702806,+105463
2014-08-02 09:00:00 PDT,+857709,+156365
2014-08-02 10:00:00 PDT,+1.75261e+06,+443137
2014-08-02 11:00:00 PDT,+1.09927e+06,+223196
2014-08-02 12:00:00 PDT,+2.48946e+06,+722479
2014-08-02 13:00:00 PDT,+1.15586e+06,+241442
2014-08-02 14:00:00 PDT,+2.57908e+06,+761944
2014-08-02 15:00:00 PDT,+1.34702e+06,+305346
2014-08-02 16:00:00 PDT,+2.37344e+06,+681576
2014-08-02 17:00:00 PDT,+1.28204e+06,+270139
2014-08-02 18:00:00 PDT,+2.06537e+06,+553657
2014-08-02 19:00:00 PDT,+992317,+179523
2014-08-02 20:00:00 PDT,+631861,+62626.5
2014-08-02 21:00:00 PDT,+674734,+59930
2014-08-02 22:00:00 PDT,+763387,+88482.1
2014-08-02 23:00:00 PDT,+716710,+89011.4
2014-08-03 00:00:00 PDT,+529331,+53977.7
2014-08-03 01:00:00 PDT,+357216,+21712.1
2014-08-03 02:00:00 PDT,+326026,+18560.3
2014-08-03 03:00:00 PDT,+299234,+12911.2
