# file...... VoltageJiggle.csv
# date...... Thu May  7 16:06:40 2015
# user...... dpinney
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2014-07-30 00:00:00 PDT,+239.944,+240.259,+240.692,+0.191608
2014-07-30 01:00:00 PDT,+239.657,+239.885,+240.009,+0.0977533
2014-07-30 02:00:00 PDT,+239.684,+239.894,+240.009,+0.0898273
2014-07-30 03:00:00 PDT,+239.693,+239.897,+240.009,+0.0873896
2014-07-30 04:00:00 PDT,+238.743,+239.785,+240.159,+0.317539
2014-07-30 05:00:00 PDT,+239.691,+239.881,+239.993,+0.0807762
2014-07-30 06:00:00 PDT,+239.233,+239.796,+240.146,+0.258981
2014-07-30 07:00:00 PDT,+238.576,+239.657,+240.102,+0.423089
2014-07-30 08:00:00 PDT,+239.453,+239.832,+240.009,+0.14812
2014-07-30 09:00:00 PDT,+239.495,+239.836,+240.005,+0.136487
2014-07-30 10:00:00 PDT,+239.421,+239.824,+240.014,+0.158076
2014-07-30 11:00:00 PDT,+239.418,+239.785,+240.007,+0.166784
2014-07-30 12:00:00 PDT,+239.202,+239.796,+240.004,+0.21586
2014-07-30 13:00:00 PDT,+239.442,+239.798,+240.031,+0.167092
2014-07-30 14:00:00 PDT,+239.325,+239.798,+240.011,+0.203843
2014-07-30 15:00:00 PDT,+239.312,+239.791,+240.05,+0.200196
2014-07-30 16:00:00 PDT,+239.514,+239.798,+240.029,+0.13814
2014-07-30 17:00:00 PDT,+239.273,+239.791,+240.021,+0.194559
2014-07-30 18:00:00 PDT,+239.217,+239.792,+240.014,+0.211476
2014-07-30 19:00:00 PDT,+239.437,+239.792,+240.032,+0.159427
2014-07-30 20:00:00 PDT,+239.385,+239.783,+240.003,+0.17152
2014-07-30 21:00:00 PDT,+239.245,+239.771,+240.012,+0.203771
2014-07-30 22:00:00 PDT,+239.357,+239.761,+240.013,+0.178584
2014-07-30 23:00:00 PDT,+238.512,+239.707,+240.161,+0.390748
2014-07-31 00:00:00 PDT,+239.505,+239.83,+239.995,+0.126023
2014-07-31 01:00:00 PDT,+239.608,+239.844,+240.006,+0.121937
2014-07-31 02:00:00 PDT,+239.592,+239.874,+240.015,+0.113676
2014-07-31 03:00:00 PDT,+238.33,+239.744,+240.374,+0.457669
2014-07-31 04:00:00 PDT,+238.166,+239.397,+240.167,+0.561093
2014-07-31 05:00:00 PDT,+238.742,+239.592,+240.078,+0.330324
2014-07-31 06:00:00 PDT,+238.748,+239.733,+240.031,+0.245098
2014-07-31 07:00:00 PDT,+239.027,+239.835,+240.094,+0.221183
2014-07-31 08:00:00 PDT,+239.564,+239.851,+240.009,+0.121323
2014-07-31 09:00:00 PDT,+239.507,+239.851,+240.01,+0.132602
2014-07-31 10:00:00 PDT,+239.535,+239.851,+240.008,+0.13432
2014-07-31 11:00:00 PDT,+239.57,+239.856,+240.012,+0.122072
2014-07-31 12:00:00 PDT,+239.571,+239.857,+240.012,+0.122122
2014-07-31 13:00:00 PDT,+239.575,+239.856,+240.013,+0.121203
2014-07-31 14:00:00 PDT,+239.375,+239.825,+240.009,+0.174231
2014-07-31 15:00:00 PDT,+239.469,+239.807,+240.004,+0.14198
2014-07-31 16:00:00 PDT,+239.323,+239.768,+240.005,+0.184188
