# file...... Regulator_Reg1.csv
# date...... Wed Aug 08 15:10:31 2012
# user...... dwp0
# host...... (null)
# target.... regulator 55
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 PST,-1,0,-1,+254828,-140489,+243622,-145818,+161828,-147164,+660278,-433471
2000-01-01 00:01:00 PST,-2,0,-2,+252513,-138656,+243636,-145804,+160351,-145320,+656500,-429780
2000-01-01 00:02:00 PST,-3,0,-3,+250073,-136846,+243603,-145790,+158824,-143488,+652500,-426124
2000-01-01 00:03:00 PST,-4,0,-4,+247447,-135063,+243308,-145793,+157341,-141661,+648097,-422517
2000-01-01 00:04:00 PST,-5,0,-5,+250094,-131672,+244026,-144427,+155901,-139873,+650021,-415972
2000-01-01 00:05:00 PST,-6,0,-6,+273024,-121655,+250855,-141363,+175948,-130695,+699827,-393713
2000-01-01 00:06:00 PST,-7,0,-7,+305615,-105387,+288621,-129347,+207967,-118906,+802203,-353640
2000-01-01 00:07:00 PST,-8,0,-8,+277635,-106728,+267570,-132045,+190117,-120996,+735322,-359768
2000-01-01 00:08:00 PST,-9,0,-9,+251590,-111774,+253163,-135215,+171332,-123148,+676085,-370137
2000-01-01 00:09:00 PST,-10,0,-10,+205489,-120969,+226212,-140834,+146686,-126053,+578388,-387855
2000-01-01 00:10:00 PST,-11,0,-11,+167691,-126008,+188250,-147339,+124211,-129476,+480152,-402822
2000-01-01 00:11:00 PST,-12,0,-12,+188007,-114549,+200932,-142745,+110240,-127480,+499178,-384774
2000-01-01 00:12:00 PST,-12,0,-13,+210476,-107521,+206476,-138661,+121275,-121332,+538227,-367514
2000-01-01 00:13:00 PST,-12,0,-14,+206761,-106842,+200578,-138973,+119890,-119769,+527229,-365583
2000-01-01 00:14:00 PST,-12,0,-15,+203236,-107794,+174757,-144366,+118867,-117882,+496860,-370042
2000-01-01 00:15:00 PST,-12,0,-16,+172085,-117494,+175834,-142545,+109282,-118707,+457201,-378746
2000-01-01 00:16:00 PST,-12,0,-16,+139699,+4381.97,+151200,+5033.08,+103285,+2842.38,+394184,+12257.4
2000-01-01 00:17:00 PST,-12,0,-16,+140432,+4562.6,+158618,+8453.65,+99720.3,+2758.87,+398770,+15775.1
2000-01-01 00:18:00 PST,-12,0,-16,+159781,+9305.25,+152630,+6748.01,+105728,+5176.27,+418139,+21229.5
2000-01-01 00:19:00 PST,-12,0,-16,+167056,+11384.1,+169051,+11339.1,+118197,+8656.14,+454304,+31379.4
2000-01-01 00:20:00 PST,-12,0,-16,+162318,+10018.7,+171311,+12168.2,+111891,+6967.41,+445519,+29154.3
2000-01-01 00:21:00 PST,-12,0,-16,+156735,+8473.4,+170973,+12234,+101987,+4339.95,+429694,+25047.4
2000-01-01 00:22:00 PST,-12,0,-16,+142151,+5322.03,+166977,+11115.7,+101744,+4417.61,+410872,+20855.3
2000-01-01 00:23:00 PST,-12,0,-16,+138066,+3398.52,+149276,+5279.78,+89362.1,+1078.98,+376704,+9757.28
2000-01-01 00:24:00 PST,-12,0,-16,+138789,+4722.22,+142934,+2531.79,+88827.8,+965.09,+370551,+8219.11
2000-01-01 00:25:00 PST,-12,0,-16,+133587,+3216.97,+149033,+4233.5,+91605.4,+951.572,+374225,+8402.04
2000-01-01 00:26:00 PST,-12,0,-16,+133190,+3204.2,+148749,+4228.9,+91302.4,+947.399,+373241,+8380.5
2000-01-01 00:27:00 PST,-12,0,-16,+137656,+4311.99,+171536,+11761.2,+91213.3,+949.087,+400406,+17022.2
2000-01-01 00:28:00 PST,-12,0,-16,+138247,+5392.07,+177451,+13532.2,+90859.4,+861.628,+406557,+19785.9
2000-01-01 00:29:00 PST,-12,0,-16,+132770,+3968.85,+177158,+13443.7,+98971.3,+3141.94,+408900,+20554.5
2000-01-01 00:30:00 PST,-12,0,-16,+152069,+9839.51,+143604,+4056.22,+98846.1,+2966.73,+394519,+16862.5
2000-01-01 00:31:00 PST,-12,0,-16,+175245,+16773,+143101,+3898.06,+108880,+5602.03,+427227,+26273.1
2000-01-01 00:32:00 PST,-12,0,-16,+170433,+15377.4,+149317,+3460.41,+116260,+7733.32,+436010,+26571.1
2000-01-01 00:33:00 PST,-12,0,-16,+160300,+12328.3,+157793,+7062.26,+112375,+6801.63,+430468,+26192.2
2000-01-01 00:34:00 PST,-12,0,-16,+145182,+7883.52,+182260,+13869.5,+133160,+13730.6,+460602,+35483.6
2000-01-01 00:35:00 PST,-12,0,-16,+158020,+11221.8,+230192,+26681,+144637,+17120.9,+532849,+55023.7
2000-01-01 00:36:00 PST,-12,0,-16,+199576,+22998.4,+260228,+37244.2,+141959,+16046.8,+601763,+76289.4
2000-01-01 00:37:00 PST,-12,0,-16,+223850,+29424,+266428,+38974.9,+157949,+20429.2,+648227,+88828.2
2000-01-01 00:38:00 PST,-12,0,-16,+224921,+30261.6,+228646,+28146.1,+137383,+14473.2,+590950,+72880.8
2000-01-01 00:39:00 PST,-12,0,-16,+195330,+21447.6,+223773,+26695.7,+133910,+13803.4,+553013,+61946.7
2000-01-01 00:40:00 PST,-12,0,-16,+185508,+19086.2,+191074,+17033.9,+111646,+7639.16,+488228,+43759.3
2000-01-01 00:41:00 PST,-12,0,-16,+166041,+13210.5,+197947,+19287.9,+117754,+9541.76,+481742,+42040.2
2000-01-01 00:42:00 PST,-12,0,-16,+151620,+9286.4,+182675,+17010.7,+111904,+8005.74,+446199,+34302.8
2000-01-01 00:43:00 PST,-12,0,-16,+155143,+10575.4,+157417,+9991.95,+101115,+4941.55,+413676,+25508.9
2000-01-01 00:44:00 PST,-12,0,-16,+149000,+9080.71,+134415,+3511.96,+106978,+6648.63,+390393,+19241.3
2000-01-01 00:45:00 PST,-12,0,-16,+151281,+10704.3,+131823,+2965.46,+99200.4,+4603.48,+382305,+18273.2
2000-01-01 00:46:00 PST,-12,0,-16,+155737,+11984.4,+142064,+4880.52,+102392,+5511.44,+400193,+22376.4
2000-01-01 00:47:00 PST,-12,0,-16,+136738,+6610.57,+146737,+6236.05,+107985,+7220.55,+391460,+20067.2
2000-01-01 00:48:00 PST,-12,0,-16,+156266,+12111.3,+164699,+11312.6,+112513,+8330.56,+433478,+31754.5
2000-01-01 00:49:00 PST,-12,0,-16,+173523,+16875.3,+195115,+20048.8,+132894,+13941.5,+501532,+50865.7
2000-01-01 00:50:00 PST,-12,0,-16,+193250,+22817.8,+204297,+23527.5,+148482,+18245.5,+546029,+64590.8
2000-01-01 00:51:00 PST,-12,0,-16,+224464,+32000.8,+223999,+29439.5,+154859,+19877,+603322,+81317.2
2000-01-01 00:52:00 PST,-12,0,-16,+213752,+28543.1,+244763,+35830.2,+153915,+19837,+612429,+84210.3
2000-01-01 00:53:00 PST,-12,0,-16,+194987,+22961.6,+248698,+37233.3,+142954,+17112.1,+586638,+77306.9
2000-01-01 00:54:00 PST,-12,0,-16,+181028,+19099.7,+228293,+31611,+118970,+10454,+528292,+61164.8
2000-01-01 00:55:00 PST,-12,0,-16,+178321,+18755.6,+196106,+22312.6,+109693,+7940.65,+484121,+49008.8
2000-01-01 00:56:00 PST,-12,0,-16,+166477,+15667.6,+167958,+14111.4,+116506,+9965.36,+450941,+39744.3
2000-01-01 00:57:00 PST,-12,0,-16,+158586,+13592.9,+156440,+10961.2,+110675,+8426.51,+425700,+32980.6
2000-01-01 00:58:00 PST,-12,0,-16,+151192,+11648.7,+144637,+7665.18,+117312,+10277.2,+413141,+29591.2
2000-01-01 00:59:00 PST,-12,0,-16,+144150,+9522.45,+152855,+9002.26,+112002,+8934.53,+409006,+27459.2
2000-01-01 01:00:00 PST,-12,0,-16,+150062,+11536.7,+143980,+6651.65,+121790,+11670.6,+415832,+29858.9
2000-01-01 01:01:00 PST,-12,0,-16,+160614,+14408.2,+162622,+11783.3,+136380,+15748.9,+459616,+41940.5
2000-01-01 01:02:00 PST,-12,0,-16,+175999,+18537.6,+205947,+24030.8,+134277,+15198,+516223,+57766.5
2000-01-01 01:03:00 PST,-12,0,-16,+198832,+25178.4,+224641,+29593.2,+151324,+19853.3,+574796,+74624.9
2000-01-01 01:04:00 PST,-12,0,-16,+201479,+25806.8,+238841,+33936.6,+147367,+17860.2,+587687,+77603.6
2000-01-01 01:05:00 PST,-12,0,-16,+205698,+27311.1,+228301,+30904.1,+147695,+17939.1,+581694,+76154.3
2000-01-01 01:06:00 PST,-12,0,-16,+170469,+17015.5,+221269,+30207.9,+127153,+12588.2,+518891,+59811.6
2000-01-01 01:07:00 PST,-12,0,-16,+185358,+21448.9,+221026,+30413.6,+106958,+6954.01,+513342,+58816.5
2000-01-01 01:08:00 PST,-12,0,-16,+189652,+22952.2,+209925,+27232.7,+109546,+7603.08,+509124,+57788.1
2000-01-01 01:09:00 PST,-12,0,-16,+190825,+23601,+197467,+23399.6,+129387,+13217.9,+517679,+60218.5
2000-01-01 01:10:00 PST,-12,0,-16,+201861,+27135,+191540,+21783.4,+133488,+14366.4,+526889,+63284.8
2000-01-01 01:11:00 PST,-12,0,-16,+200217,+25602.4,+193167,+21920.3,+166939,+23424,+560323,+70946.7
2000-01-01 01:12:00 PST,-12,0,-16,+217665,+30254.5,+239605,+35381.1,+182820,+28228.2,+640091,+93863.8
2000-01-01 01:13:00 PST,-12,0,-16,+232338,+34661.1,+249286,+38495.1,+182175,+27788.8,+663799,+100945
2000-01-01 01:14:00 PST,-12,0,-16,+221250,+31532.4,+238504,+34839.9,+204994,+34914,+664747,+101286
2000-01-01 01:15:00 PST,-12,0,-16,+216839,+30223.1,+236357,+34603.6,+186227,+29230,+639423,+94056.7
2000-01-01 01:16:00 PST,-12,0,-16,+251311,+41254.2,+225340,+30370,+176119,+24670.3,+652770,+96294.6
2000-01-01 01:17:00 PST,-12,0,-16,+260754,+44059.8,+247200,+36723.3,+176704,+25591.8,+684658,+106375
2000-01-01 01:18:00 PST,-12,0,-16,+262158,+44618.9,+243151,+36019.4,+146181,+16877.5,+651489,+97515.8
2000-01-01 01:19:00 PST,-12,0,-16,+226864,+34126,+206601,+25257.5,+133549,+13692.8,+567014,+73076.3
2000-01-01 01:20:00 PST,-12,0,-16,+200271,+26013,+199069,+24471.6,+145030,+17210.7,+544371,+67695.3
2000-01-01 01:21:00 PST,-12,0,-16,+191135,+24495.4,+188343,+21665.2,+125736,+11873.1,+505214,+58033.8
2000-01-01 01:22:00 PST,-12,0,-16,+175829,+19918.6,+204817,+26188.6,+133716,+15323,+514363,+61430.1
2000-01-01 01:23:00 PST,-12,0,-16,+156380,+14098.8,+224074,+31941.6,+125842,+13313.4,+506297,+59353.8
2000-01-01 01:24:00 PST,-12,0,-16,+172566,+18739.3,+226486,+31673.8,+124853,+12990,+523905,+63403
2000-01-01 01:25:00 PST,-12,0,-16,+177257,+20273.9,+217343,+28950,+136886,+16402.1,+531486,+65626
2000-01-01 01:26:00 PST,-12,0,-16,+170005,+18386.3,+199951,+24175.8,+116865,+11728.1,+486821,+54290.2
2000-01-01 01:27:00 PST,-12,0,-16,+165847,+16974.9,+222511,+30750.8,+139831,+18222.9,+528189,+65948.7
2000-01-01 01:28:00 PST,-12,0,-16,+171777,+19076.1,+197899,+23524.9,+139688,+18022.8,+509364,+60623.9
2000-01-01 01:29:00 PST,-12,0,-16,+187575,+23806.9,+207410,+26091.6,+155019,+22351.7,+550004,+72250.2
2000-01-01 01:30:00 PST,-12,0,-16,+207098,+29364.1,+236986,+33774.1,+167670,+25939.5,+611753,+89077.8
2000-01-01 01:31:00 PST,-12,0,-16,+244815,+40298.6,+233202,+33452.2,+194963,+32832.1,+672981,+106583
2000-01-01 01:32:00 PST,-11,0,-16,+321955,+64752.7,+252853,+39766,+177840,+26814.4,+752647,+131333
2000-01-01 01:33:00 PST,-11,0,-16,+332987,+26849.6,+246508,-13455.8,+184272,-11160.6,+763768,+2233.29
2000-01-01 01:34:00 PST,-11,0,-16,+298021,+14306.3,+264534,-7533.35,+185155,-10565.1,+747711,-3792.18
2000-01-01 01:35:00 PST,-11,0,-16,+291691,+12084.8,+268872,-5638.57,+159942,-17827.7,+720504,-11381.4
2000-01-01 01:36:00 PST,-11,0,-16,+259352,+1678.08,+262562,-7906.84,+185159,-10102.1,+707073,-16330.9
2000-01-01 01:37:00 PST,-11,0,-16,+245208,-3556.28,+259176,-9129.47,+188784,-8719.56,+693169,-21405.3
2000-01-01 01:38:00 PST,-11,0,-16,+235586,-6156.27,+244486,-13565.9,+167696,-14044.8,+647768,-33767
2000-01-01 01:39:00 PST,-11,0,-16,+233667,-6150.83,+219878,-21456,+171314,-12956.4,+624858,-40563.2
2000-01-01 01:40:00 PST,-11,0,-16,+220576,-10879.4,+199230,-26025.8,+156649,-17054.4,+576455,-53959.6
2000-01-01 01:41:00 PST,-11,0,-16,+212199,-13343.1,+192387,-28522.6,+128016,-25570.4,+532601,-67436.1
2000-01-01 01:42:00 PST,-11,0,-16,+199881,-17460.6,+206618,-24174.1,+135242,-23285.7,+541741,-64920.4
2000-01-01 01:43:00 PST,-11,0,-16,+201516,-17409.4,+244210,-12998.7,+142390,-21143.7,+588116,-51551.7
2000-01-01 01:44:00 PST,-11,0,-16,+234728,-7158.88,+248494,-11974.1,+166536,-15157.3,+649758,-34290.4
2000-01-01 01:45:00 PST,-11,0,-16,+268549,+3528.81,+268057,-4287.1,+155131,-18925.1,+691737,-19683.4
2000-01-01 01:46:00 PST,-11,0,-16,+297621,+12254.8,+267412,-4712.89,+166363,-15943.4,+731396,-8401.42
2000-01-01 01:47:00 PST,-11,0,-16,+286869,+9986.11,+242154,-11930.2,+156643,-18718.6,+685666,-20662.6
2000-01-01 01:48:00 PST,-11,0,-16,+245186,-4583.75,+243675,-12506.5,+156839,-19286.3,+645700,-36376.5
2000-01-01 01:49:00 PST,-11,0,-16,+243492,-4079.42,+243406,-12878.5,+160526,-17968.9,+647424,-34926.8
2000-01-01 01:50:00 PST,-11,0,-16,+251841,-1424.75,+249168,-12344.4,+171251,-15697.2,+672259,-29466.3
2000-01-01 01:51:00 PST,-11,0,-16,+239695,-6170.97,+251041,-12782.8,+177928,-13305.7,+668663,-32259.4
2000-01-01 01:52:00 PST,-11,0,-16,+266082,+2584.75,+237607,-17874.3,+165690,-17976.7,+669380,-33266.3
2000-01-01 01:53:00 PST,-11,0,-16,+237795,-6826.92,+255611,-11961.5,+177321,-14072.2,+670727,-32860.6
2000-01-01 01:54:00 PST,-11,0,-16,+234183,-6725.99,+228383,-19249.8,+197658,-8739.32,+660224,-34715.2
2000-01-01 01:55:00 PST,-11,0,-16,+240557,-5965.43,+252251,-12421.5,+196393,-9251.65,+689201,-27638.6
2000-01-01 01:56:00 PST,-11,0,-16,+193975,-20651.9,+281006,-2511.79,+203546,-6553.88,+678526,-29717.6
2000-01-01 01:57:00 PST,-11,0,-16,+258361,-1833.68,+313466,+7806.18,+190445,-11448.6,+762272,-5476.12
2000-01-01 01:58:00 PST,-11,0,-16,+269629,+2436.26,+291237,-358.118,+187663,-12468.1,+748528,-10389.9
2000-01-01 01:59:00 PST,-11,0,-16,+294194,+10809.7,+279738,-3959.28,+179171,-14410.4,+753103,-7560.03
2000-01-01 02:00:00 PST,-11,0,-16,+314322,+16884.4,+270469,-6223.82,+162303,-19569.7,+747094,-8909.12
2000-01-01 02:01:00 PST,-11,0,-16,+248173,-4702.21,+247324,-13497.6,+174492,-15361.7,+669989,-33561.6
2000-01-01 02:02:00 PST,-11,0,-16,+246949,-5125.71,+246536,-12694.9,+176100,-13811.7,+669585,-31632.3
2000-01-01 02:03:00 PST,-11,0,-16,+265871,+319.083,+238965,-15044.5,+193494,-9475.33,+698330,-24200.8
2000-01-01 02:04:00 PST,-11,0,-16,+278694,+4711.26,+238797,-16000.4,+166738,-17528.1,+684230,-28817.2
2000-01-01 02:05:00 PST,-11,0,-16,+294903,+9458.77,+230027,-22289.4,+150872,-22275.7,+675802,-35106.3
2000-01-01 02:06:00 PST,-11,0,-16,+305649,+11735.9,+241781,-18605,+167800,-18013.9,+715230,-24883.1
2000-01-01 02:07:00 PST,-11,0,-16,+284145,+4578.16,+244001,-19965.9,+203743,-7073.13,+731889,-22460.9
2000-01-01 02:08:00 PST,-11,0,-16,+275206,+809.536,+293359,-5108.84,+209073,-5136.66,+777639,-9435.97
2000-01-01 02:09:00 PST,-11,0,-16,+270032,-110.422,+309455,+232.091,+208445,-5448.51,+787932,-5326.84
2000-01-01 02:10:00 PST,-11,0,-16,+337009,+21116.7,+383783,+22702.5,+222073,-2112.07,+942864,+41707.1
2000-01-01 02:11:00 PST,-10,0,-16,+384841,+36410.1,+378424,+22585.7,+195764,-10800.7,+959028,+48195.1
2000-01-01 02:12:00 PST,-10,0,-16,+370587,+32385.7,+371021,+20227,+213656,-5300.54,+955263,+47312.2
2000-01-01 02:13:00 PST,-10,0,-16,+342800,+21950.6,+401530,+27322.2,+225517,-1219.66,+969848,+48053.1
2000-01-01 02:14:00 PST,-10,0,-16,+303444,+8100.54,+327361,+6369.65,+213436,-6283.73,+844242,+8186.46
2000-01-01 02:15:00 PST,-10,0,-16,+253897,-8455.34,+321211,+2734.51,+199871,-10416.5,+774980,-16137.3
2000-01-01 02:16:00 PST,-10,0,-16,+274589,-736.234,+314445,+1437.71,+203223,-10646.6,+792256,-9945.11
2000-01-01 02:17:00 PST,-10,0,-16,+281984,+2224.81,+281672,-8119.82,+197136,-13639.5,+760793,-19534.5
2000-01-01 02:18:00 PST,-10,0,-16,+273866,-713.742,+293113,-4621.37,+193350,-14561.9,+760329,-19897
2000-01-01 02:19:00 PST,-10,0,-16,+281941,+3257.18,+284523,-8191.13,+224561,-5024.95,+791025,-9958.91
2000-01-01 02:20:00 PST,-10,0,-16,+313940,+12069.5,+275430,-10877.6,+214519,-8643.74,+803890,-7451.82
2000-01-01 02:21:00 PST,-10,0,-16,+312631,+12307.9,+295768,-5953.46,+235008,-2252.45,+843407,+4101.97
2000-01-01 02:22:00 PST,-10,0,-16,+327023,+17111.5,+306946,-2807.4,+258624,+5244.51,+892592,+19548.6
2000-01-01 02:23:00 PST,-10,0,-16,+352828,+26786.2,+316085,-545.111,+257261,+4101.94,+926174,+30343
2000-01-01 02:24:00 PST,-10,0,-16,+369617,+32714.9,+322039,+931.082,+241649,-1185.38,+933305,+32460.6
2000-01-01 02:25:00 PST,-10,0,-16,+364163,+30679.5,+360928,+14663.3,+215853,-10834.4,+940944,+34508.4
2000-01-01 02:26:00 PST,-10,0,-16,+364378,+28407.9,+327864,+6672.88,+201664,-15084.2,+893907,+19996.6
2000-01-01 02:27:00 PST,-10,0,-16,+340115,+20401.1,+318156,+2566.6,+198988,-15336.8,+857260,+7630.9
2000-01-01 02:28:00 PST,-10,0,-16,+310712,+9171.42,+328428,+5422.28,+232840,-4277.59,+871980,+10316.1
2000-01-01 02:29:00 PST,-10,0,-16,+323911,+11611,+323243,+2083.47,+253882,+2469.94,+901036,+16164.4
2000-01-01 02:30:00 PST,-10,0,-16,+337682,+15112.7,+339575,+5718.37,+248903,-339.738,+926159,+20491.4
2000-01-01 02:31:00 PST,-10,0,-16,+329583,+12478.5,+359312,+13578.7,+272045,+6390.73,+960940,+32448
2000-01-01 02:32:00 PST,-10,0,-16,+335521,+12197.8,+338196,+6220.5,+268740,+5295.84,+942457,+23714.1
2000-01-01 02:33:00 PST,-10,0,-16,+325590,+8961.34,+329789,+4648.49,+252163,+897.729,+907542,+14507.6
2000-01-01 02:34:00 PST,-10,0,-16,+316378,+4732.64,+337569,+6584.94,+242138,-1419.52,+896085,+9898.07
2000-01-01 02:35:00 PST,-10,0,-16,+361347,+20751,+316278,+1798.72,+228905,-6761.44,+906530,+15788.3
2000-01-01 02:36:00 PST,-10,0,-16,+383535,+27458.6,+322871,+3714.26,+228477,-7291.07,+934884,+23881.8
2000-01-01 02:37:00 PST,-10,0,-16,+414481,+36354.7,+349086,+11320.2,+223314,-10415.1,+986880,+37259.7
2000-01-01 02:38:00 PST,-10,0,-16,+431656,+41997.4,+346340,+8511.45,+231346,-8201.83,+1.00934e+006,+42307.1
2000-01-01 02:39:00 PST,-10,0,-16,+414743,+34280.1,+360876,+12579.3,+226209,-11984,+1.00183e+006,+34875.4
2000-01-01 02:40:00 PST,-10,0,-16,+418612,+37874,+359522,+9989.38,+230413,-10656.6,+1.00855e+006,+37206.8
2000-01-01 02:41:00 PST,-10,0,-16,+374331,+21432.7,+324397,-117.89,+222454,-12337.8,+921183,+8977.02
2000-01-01 02:42:00 PST,-10,0,-16,+356015,+12639.7,+370688,+13229.9,+258012,-1723.94,+984715,+24145.6
2000-01-01 02:43:00 PST,-10,0,-16,+365675,+14423.6,+366630,+6913.27,+270565,+3217.03,+1.00287e+006,+24553.9
2000-01-01 02:44:00 PST,-10,0,-16,+403299,+26271.8,+346200,-1749.48,+303807,+12679.8,+1.05331e+006,+37202.2
2000-01-01 02:45:00 PST,-10,0,-16,+400459,+22538.3,+393500,+11586.3,+309670,+17294.6,+1.10363e+006,+51419.1
2000-01-01 02:46:00 PST,-10,0,-16,+403601,+23658.1,+394796,+12931.1,+287360,+9894.79,+1.08576e+006,+46484
