# file...... substation_power.csv
# date...... Sat Nov 10 16:52:07 2018
# user...... tuomastalvitie
# host...... (null)
# target.... meter 12
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_power
2012-01-01 12:00:00 EST,-2.7478e+07
2012-01-01 12:01:00 EST,-2.74239e+07
2012-01-01 12:02:00 EST,-2.82222e+07
2012-01-01 12:03:00 EST,-2.90123e+07
2012-01-01 12:04:00 EST,-3.04382e+07
2012-01-01 12:05:00 EST,-3.25338e+07
2012-01-01 12:06:00 EST,-3.49219e+07
2012-01-01 12:07:00 EST,-3.93309e+07
2012-01-01 12:08:00 EST,-4.65693e+07
2012-01-01 12:09:00 EST,-4.90316e+07
2012-01-01 12:10:00 EST,-4.88341e+07
2012-01-01 12:11:00 EST,-4.81512e+07
2012-01-01 12:12:00 EST,-4.68514e+07
2012-01-01 12:13:00 EST,-4.60516e+07
2012-01-01 12:14:00 EST,-4.56711e+07
2012-01-01 12:15:00 EST,-4.58058e+07
2012-01-01 12:16:00 EST,-4.58997e+07
2012-01-01 12:17:00 EST,-4.66268e+07
2012-01-01 12:18:00 EST,-4.64728e+07
2012-01-01 12:19:00 EST,-4.72202e+07
2012-01-01 12:20:00 EST,-4.70195e+07
2012-01-01 12:21:00 EST,-4.76128e+07
2012-01-01 12:22:00 EST,-4.78616e+07
2012-01-01 12:23:00 EST,-4.74707e+07
2012-01-01 12:24:00 EST,-4.76841e+07
2012-01-01 12:25:00 EST,-4.79398e+07
2012-01-01 12:26:00 EST,-4.76999e+07
2012-01-01 12:27:00 EST,-4.77935e+07
2012-01-01 12:28:00 EST,-4.79213e+07
2012-01-01 12:29:00 EST,-4.79706e+07
2012-01-01 12:30:00 EST,-4.79866e+07
2012-01-01 12:31:00 EST,-4.76694e+07
2012-01-01 12:32:00 EST,-4.76664e+07
2012-01-01 12:33:00 EST,-4.72254e+07
2012-01-01 12:34:00 EST,-4.72021e+07
2012-01-01 12:35:00 EST,-4.74566e+07
2012-01-01 12:36:00 EST,-4.78235e+07
2012-01-01 12:37:00 EST,-4.80576e+07
2012-01-01 12:38:00 EST,-4.81641e+07
2012-01-01 12:39:00 EST,-4.84845e+07
2012-01-01 12:40:00 EST,-4.90281e+07
2012-01-01 12:41:00 EST,-4.86755e+07
2012-01-01 12:42:00 EST,-4.86506e+07
2012-01-01 12:43:00 EST,-4.83452e+07
2012-01-01 12:44:00 EST,-4.7909e+07
2012-01-01 12:45:00 EST,-4.7811e+07
2012-01-01 12:46:00 EST,-4.75599e+07
2012-01-01 12:47:00 EST,-4.73886e+07
2012-01-01 12:48:00 EST,-4.78479e+07
2012-01-01 12:49:00 EST,-4.73525e+07
2012-01-01 12:50:00 EST,-4.77681e+07
2012-01-01 12:51:00 EST,-4.76322e+07
2012-01-01 12:52:00 EST,-4.78791e+07
2012-01-01 12:53:00 EST,-4.81225e+07
2012-01-01 12:54:00 EST,-4.8142e+07
2012-01-01 12:55:00 EST,-4.80677e+07
2012-01-01 12:56:00 EST,-4.79779e+07
2012-01-01 12:57:00 EST,-4.75883e+07
2012-01-01 12:58:00 EST,-4.77177e+07
2012-01-01 12:59:00 EST,-4.77229e+07
2012-01-01 13:00:00 EST,-4.77506e+07
2012-01-01 13:01:00 EST,-4.80657e+07
2012-01-01 13:02:00 EST,-4.77841e+07
2012-01-01 13:03:00 EST,-4.78444e+07
2012-01-01 13:04:00 EST,-4.78291e+07
2012-01-01 13:05:00 EST,-4.81727e+07
2012-01-01 13:06:00 EST,-4.82301e+07
2012-01-01 13:07:00 EST,-4.81841e+07
2012-01-01 13:08:00 EST,-4.82717e+07
2012-01-01 13:09:00 EST,-4.77801e+07
2012-01-01 13:10:00 EST,-4.79108e+07
2012-01-01 13:11:00 EST,-4.81421e+07
2012-01-01 13:12:00 EST,-4.84007e+07
2012-01-01 13:13:00 EST,-4.84972e+07
2012-01-01 13:14:00 EST,-4.82752e+07
2012-01-01 13:15:00 EST,-4.76307e+07
2012-01-01 13:16:00 EST,-4.75174e+07
2012-01-01 13:17:00 EST,-4.73113e+07
2012-01-01 13:18:00 EST,-4.64837e+07
2012-01-01 13:19:00 EST,-4.60455e+07
2012-01-01 13:20:00 EST,-4.62925e+07
2012-01-01 13:21:00 EST,-4.68772e+07
2012-01-01 13:22:00 EST,-4.7209e+07
2012-01-01 13:23:00 EST,-4.74739e+07
2012-01-01 13:24:00 EST,-4.75316e+07
2012-01-01 13:25:00 EST,-4.73236e+07
2012-01-01 13:26:00 EST,-4.74322e+07
2012-01-01 13:27:00 EST,-4.76635e+07
2012-01-01 13:28:00 EST,-4.75082e+07
2012-01-01 13:29:00 EST,-4.70615e+07
2012-01-01 13:30:00 EST,-4.65754e+07
2012-01-01 13:31:00 EST,-4.65433e+07
2012-01-01 13:32:00 EST,-4.6405e+07
2012-01-01 13:33:00 EST,-4.67685e+07
2012-01-01 13:34:00 EST,-4.67129e+07
2012-01-01 13:35:00 EST,-4.65225e+07
2012-01-01 13:36:00 EST,-4.61586e+07
2012-01-01 13:37:00 EST,-4.6009e+07
2012-01-01 13:38:00 EST,-4.61154e+07
2012-01-01 13:39:00 EST,-4.63358e+07
2012-01-01 13:40:00 EST,-4.60703e+07
2012-01-01 13:41:00 EST,-4.571e+07
2012-01-01 13:42:00 EST,-4.55343e+07
2012-01-01 13:43:00 EST,-4.55325e+07
2012-01-01 13:44:00 EST,-4.5528e+07
2012-01-01 13:45:00 EST,-4.54983e+07
2012-01-01 13:46:00 EST,-4.50074e+07
2012-01-01 13:47:00 EST,-4.50143e+07
2012-01-01 13:48:00 EST,-4.49551e+07
2012-01-01 13:49:00 EST,-4.48272e+07
2012-01-01 13:50:00 EST,-4.43952e+07
2012-01-01 13:51:00 EST,-4.43326e+07
2012-01-01 13:52:00 EST,-4.41495e+07
2012-01-01 13:53:00 EST,-4.41731e+07
2012-01-01 13:54:00 EST,-4.36202e+07
2012-01-01 13:55:00 EST,-4.35821e+07
2012-01-01 13:56:00 EST,-4.35621e+07
2012-01-01 13:57:00 EST,-4.39424e+07
2012-01-01 13:58:00 EST,-4.36149e+07
2012-01-01 13:59:00 EST,-4.34777e+07
2012-01-01 14:00:00 EST,-4.31716e+07
2012-01-01 14:01:00 EST,-4.2762e+07
2012-01-01 14:02:00 EST,-4.25039e+07
2012-01-01 14:03:00 EST,-4.19816e+07
2012-01-01 14:04:00 EST,-4.18044e+07
2012-01-01 14:05:00 EST,-4.18809e+07
2012-01-01 14:06:00 EST,-4.20276e+07
2012-01-01 14:07:00 EST,-4.21741e+07
2012-01-01 14:08:00 EST,-4.24303e+07
2012-01-01 14:09:00 EST,-4.26489e+07
2012-01-01 14:10:00 EST,-4.25811e+07
2012-01-01 14:11:00 EST,-4.234e+07
2012-01-01 14:12:00 EST,-4.20863e+07
2012-01-01 14:13:00 EST,-4.19258e+07
2012-01-01 14:14:00 EST,-4.13467e+07
2012-01-01 14:15:00 EST,-4.09549e+07
2012-01-01 14:16:00 EST,-4.01986e+07
2012-01-01 14:17:00 EST,-3.96357e+07
2012-01-01 14:18:00 EST,-3.92533e+07
2012-01-01 14:19:00 EST,-3.90254e+07
2012-01-01 14:20:00 EST,-3.92164e+07
2012-01-01 14:21:00 EST,-3.93417e+07
2012-01-01 14:22:00 EST,-3.91918e+07
2012-01-01 14:23:00 EST,-3.88313e+07
2012-01-01 14:24:00 EST,-3.85551e+07
2012-01-01 14:25:00 EST,-3.81822e+07
2012-01-01 14:26:00 EST,-3.8172e+07
2012-01-01 14:27:00 EST,-3.7952e+07
2012-01-01 14:28:00 EST,-3.76447e+07
2012-01-01 14:29:00 EST,-3.73011e+07
2012-01-01 14:30:00 EST,-3.68155e+07
2012-01-01 14:31:00 EST,-3.65083e+07
2012-01-01 14:32:00 EST,-3.66102e+07
2012-01-01 14:33:00 EST,-3.65284e+07
2012-01-01 14:34:00 EST,-3.63327e+07
2012-01-01 14:35:00 EST,-3.59118e+07
2012-01-01 14:36:00 EST,-3.60431e+07
2012-01-01 14:37:00 EST,-3.55845e+07
2012-01-01 14:38:00 EST,-3.5338e+07
2012-01-01 14:39:00 EST,-3.5011e+07
2012-01-01 14:40:00 EST,-3.42276e+07
2012-01-01 14:41:00 EST,-3.38713e+07
2012-01-01 14:42:00 EST,-3.34852e+07
2012-01-01 14:43:00 EST,-3.32464e+07
2012-01-01 14:44:00 EST,-3.28951e+07
2012-01-01 14:45:00 EST,-3.27677e+07
2012-01-01 14:46:00 EST,-3.23946e+07
2012-01-01 14:47:00 EST,-3.23136e+07
2012-01-01 14:48:00 EST,-3.25258e+07
2012-01-01 14:49:00 EST,-3.20208e+07
2012-01-01 14:50:00 EST,-3.18352e+07
2012-01-01 14:51:00 EST,-3.15379e+07
2012-01-01 14:52:00 EST,-3.11752e+07
2012-01-01 14:53:00 EST,-3.04523e+07
2012-01-01 14:54:00 EST,-2.99988e+07
2012-01-01 14:55:00 EST,-2.9498e+07
2012-01-01 14:56:00 EST,-2.92054e+07
2012-01-01 14:57:00 EST,-2.90214e+07
2012-01-01 14:58:00 EST,-2.87412e+07
2012-01-01 14:59:00 EST,-2.84118e+07
