Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"30", 4.16, 1,    39.4098,   53.3,  0.016409, 2,      13.44, -104.5, 0.0055959, 3,    26.7095,  164.2,  0.011121
"250", 4.16, 1,    39.4098,   53.3,  0.016409, 2,      13.44, -104.5, 0.0055959, 3,    26.7095,  164.2,  0.011121
"32", 4.16, 3,    26.8653,  165.1,  0.011186, 0, 0, 0, 0, 0, 0, 0, 0
"35", 4.16, 1,    34.8697,   45.1,  0.014518, 2,    17.9567, -110.5, 0.0074764, 3,    24.0786,  157.3,  0.010025
"36", 4.16, 1,    36.4966,   45.1,  0.015196, 2,    18.2579, -104.6, 0.0076018, 0, 0, 0, 0
"40", 4.16, 1,    34.9797,   42.6,  0.014564, 2,    20.0744, -114.9, 0.0083582, 3,    26.0863,  155.7,  0.010861
"37", 4.16, 1,    37.5409,   45.5,   0.01563, 0, 0, 0, 0, 0, 0, 0, 0
"38", 4.16, 2,     18.704, -102.1, 0.0077876, 0, 0, 0, 0, 0, 0, 0, 0
"39", 4.16, 2,    19.0087, -100.6, 0.0079144, 0, 0, 0, 0, 0, 0, 0, 0
"41", 4.16, 3,    26.5283,  156.5,  0.011045, 0, 0, 0, 0, 0, 0, 0, 0
"42", 4.16, 1,    35.2331,   39.9,   0.01467, 2,    22.2282, -118.2, 0.0092549, 3,    27.8659,  153.8,  0.011602
"43", 4.16, 2,    22.7688, -113.7,   0.00948, 0, 0, 0, 0, 0, 0, 0, 0
"44", 4.16, 1,    35.2204,   38.1,  0.014664, 2,    24.0026, -121.8, 0.0099937, 3,    29.4877,  152.5,  0.012277
"45", 4.16, 1,    35.9012,   38.5,  0.014948, 0, 0, 0, 0, 0, 0, 0, 0
"47", 4.16, 1,    34.6225,   35.2,  0.014415, 2,    26.6008, -125.5,  0.011075, 3,    31.5894,  151.4,  0.013153
"46", 4.16, 1,     36.417,   38.8,  0.015163, 0, 0, 0, 0, 0, 0, 0, 0
"48", 4.16, 1,    34.6165,   34.1,  0.014413, 2,    27.1002, -126.3,  0.011283, 3,    31.9668,  150.5,   0.01331
"49", 4.16, 1,    34.3837,   35.0,  0.014316, 2,    27.9207, -127.7,  0.011625, 3,    32.9896,  152.9,  0.013735
"50", 4.16, 1,    34.5492,   35.4,  0.014385, 2,    28.0017, -128.1,  0.011659, 3,    33.4588,  153.6,  0.013931
"51", 4.16, 1,     34.866,   35.6,  0.014517, 2,    27.8937, -128.1,  0.011614, 3,    33.4276,  153.4,  0.013918
"151", 4.16, 1,    34.8661,   35.6,  0.014517, 2,    27.8937, -128.1,  0.011614, 3,    33.4277,  153.4,  0.013918
"52", 4.16, 1,    20.4726,   48.1, 0.0085239, 2,    10.1342,  -88.7, 0.0042195, 3,    11.3776,  173.1, 0.0047372
"53", 4.16, 1,    19.5774,   46.7, 0.0081512, 2,    11.0151,  -86.8, 0.0045862, 3,    10.2712,  174.1, 0.0042765
"54", 4.16, 1,    18.6771,   45.5, 0.0077764, 2,    11.6794,  -86.2, 0.0048628, 3,      9.642,  175.3, 0.0040145
"55", 4.16, 1,    19.0392,   45.3, 0.0079271, 2,    11.8418,  -84.5, 0.0049304, 3,    9.49887,  175.4, 0.0039549
"57", 4.16, 1,    15.8988,   41.4, 0.0066196, 2,    13.0224,  -85.0,  0.005422, 3,    8.17113, -179.3, 0.0034021
"56", 4.16, 1,    19.0232,   44.9, 0.0079205, 2,    12.1245,  -83.3, 0.0050481, 3,    9.42405,  175.9, 0.0039238
"58", 4.16, 2,    13.7621,  -82.7,   0.00573, 0, 0, 0, 0, 0, 0, 0, 0
"60", 4.16, 1,    10.4276,   28.7, 0.0043416, 2,    14.2813,  -88.4, 0.0059462, 3,    5.73353, -166.4, 0.0023872
"59", 4.16, 2,    14.1356,  -81.6, 0.0058855, 0, 0, 0, 0, 0, 0, 0, 0
"61", 4.16, 1,    10.4277,   28.7, 0.0043417, 2,    14.2814,  -88.4, 0.0059462, 3,    5.73356, -166.4, 0.0023872
"62", 4.16, 1,    10.6588,   26.2, 0.0044379, 2,     14.731,  -88.3, 0.0061334, 3,     6.7076, -170.0, 0.0027928
"63", 4.16, 1,    10.8538,   24.0, 0.0045191, 2,    15.1003,  -87.9, 0.0062872, 3,    7.05833, -171.3, 0.0029388
"64", 4.16, 1,    10.6182,   18.8,  0.004421, 2,     15.871,  -87.9,  0.006608, 3,    7.92144, -173.8, 0.0032982
"65", 4.16, 1,    10.3869,   14.6, 0.0043247, 2,    15.8518,  -91.6,    0.0066, 3,    9.13216, -178.8, 0.0038023
"66", 4.16, 1,    10.2007,   15.6, 0.0042472, 2,    15.7919,  -92.8, 0.0065751, 3,    10.3073, -177.2, 0.0042915
"67", 4.16, 1,    8.45904,   20.8,  0.003522, 2,    14.3656,  -91.6, 0.0059812, 3,    3.87314, -145.5, 0.0016126
"68", 4.16, 1,    10.5108,   25.4, 0.0043763, 0, 0, 0, 0, 0, 0, 0, 0
"72", 4.16, 1,    3.44621,  -39.8, 0.0014349, 2,    13.2895, -100.3, 0.0055332, 3,    2.54147,  -96.2, 0.0010582
"97", 4.16, 1,      10.76,   25.7,   0.00448, 2,    15.6105,  -87.9, 0.0064996, 3,    5.15751, -149.8, 0.0021474
"69", 4.16, 1,    12.9187,   28.9, 0.0053788, 0, 0, 0, 0, 0, 0, 0, 0
"70", 4.16, 1,    14.6477,   30.6, 0.0060987, 0, 0, 0, 0, 0, 0, 0, 0
"71", 4.16, 1,    15.6281,   31.3, 0.0065069, 0, 0, 0, 0, 0, 0, 0, 0
"73", 4.16, 3,    4.32007, -142.8, 0.0017987, 0, 0, 0, 0, 0, 0, 0, 0
"76", 4.16, 1,    6.12567,  -96.0, 0.0025505, 2,    12.6012, -104.4, 0.0052466, 3,    4.46406,  -37.0, 0.0018586
"74", 4.16, 3,    6.70789, -156.6, 0.0027929, 0, 0, 0, 0, 0, 0, 0, 0
"75", 4.16, 3,    8.11704, -160.6, 0.0033796, 0, 0, 0, 0, 0, 0, 0, 0
"77", 4.16, 1,    12.1735, -128.2, 0.0050686, 2,    5.16597, -144.7, 0.0021509, 3,    12.0231,   -4.1, 0.0050059
"86", 4.16, 1,    10.0718,  -92.1, 0.0041935, 2,    27.2897,  -96.0,  0.011362, 3,    11.7271,  -88.5, 0.0048827
"78", 4.16, 1,    13.9082, -131.8, 0.0057908, 2,    4.67016, -174.4, 0.0019445, 3,    14.0704,   -1.3, 0.0058583
"79", 4.16, 1,    13.1997, -131.7, 0.0054958, 2,    4.49818, -175.5, 0.0018729, 3,    14.2842,   -0.6, 0.0059473
"80", 4.16, 1,    24.0463, -140.7,  0.010012, 2,     13.378,  121.8, 0.0055701, 3,    23.5378,    4.6, 0.0098001
"81", 4.16, 1,    27.8131, -142.6,   0.01158, 2,    18.1081,  117.0, 0.0075394, 3,    27.0117,    6.0,  0.011247
"82", 4.16, 1,    32.9075, -144.0,  0.013701, 2,    24.8024,  112.7,  0.010327, 3,    33.0605,    7.4,  0.013765
"84", 4.16, 3,    23.1626,    6.6, 0.0096439, 0, 0, 0, 0, 0, 0, 0, 0
"83", 4.16, 1,    38.7466, -144.9,  0.016132, 2,    31.5375,  110.6,  0.013131, 3,    38.8747,    8.2,  0.016186
"85", 4.16, 3,     21.359,    7.0,  0.008893, 0, 0, 0, 0, 0, 0, 0, 0
"87", 4.16, 1,    12.6969,  -91.7, 0.0052865, 2,    35.9929,  -94.5,  0.014986, 3,    16.6983,  -96.5, 0.0069525
"88", 4.16, 1,    12.9866,  -90.2, 0.0054071, 0, 0, 0, 0, 0, 0, 0, 0
"89", 4.16, 1,     13.786,  -93.5, 0.0057399, 2,    40.6124,  -94.6,  0.016909, 3,    19.5017, -100.2, 0.0081197
"90", 4.16, 2,    45.0873,  -94.8,  0.018772, 0, 0, 0, 0, 0, 0, 0, 0
"91", 4.16, 1,     13.887,  -93.8,  0.005782, 2,    41.3278,  -94.6,  0.017207, 3,      20.89, -102.2, 0.0086977
"92", 4.16, 3,    23.4716, -106.4, 0.0097726, 0, 0, 0, 0, 0, 0, 0, 0
"93", 4.16, 1,    13.5527,  -92.0, 0.0056428, 2,    41.7206,  -94.0,  0.017371, 3,    20.8614, -101.6, 0.0086858
"94", 4.16, 1,    12.8283,  -88.9, 0.0053412, 0, 0, 0, 0, 0, 0, 0, 0
"95", 4.16, 1,     13.756,  -91.8, 0.0057274, 2,    42.3797,  -93.4,  0.017645, 3,    21.0767, -101.3, 0.0087755
"96", 4.16, 2,    42.6738,  -93.2,  0.017768, 0, 0, 0, 0, 0, 0, 0, 0
"98", 4.16, 1,    11.2458,   26.7, 0.0046823, 2,     16.104,  -86.9, 0.0067051, 3,    5.66967, -150.7, 0.0023606
"99", 4.16, 1,    10.7769,   26.2, 0.0044871, 2,    17.2825,  -86.3, 0.0071957, 3,    7.17068, -151.7, 0.0029856
"100", 4.16, 1,    10.5449,   27.1, 0.0043904, 2,    17.2358,  -87.5, 0.0071763, 3,     7.9957, -154.3, 0.0033291
"450", 4.16, 1,    10.5449,   27.1, 0.0043905, 2,     17.236,  -87.5, 0.0071764, 3,    7.99578, -154.3, 0.0033291
"197", 4.16, 1,    10.7593,   25.7, 0.0044797, 2,    15.6111,  -87.9, 0.0064998, 3,    5.15817, -149.8, 0.0021476
"101", 4.16, 1,    12.6615,   28.1, 0.0052717, 2,    16.4532,  -85.6, 0.0068504, 3,    5.99218, -151.9, 0.0024949
"102", 4.16, 3,    7.93787, -158.6,  0.003305, 0, 0, 0, 0, 0, 0, 0, 0
"105", 4.16, 1,    15.2488,   28.5,  0.006349, 2,    17.5805,  -80.8, 0.0073198, 3,    5.20635, -145.1, 0.0021677
"103", 4.16, 3,    10.2626, -163.2, 0.0042729, 0, 0, 0, 0, 0, 0, 0, 0
"104", 4.16, 3,    12.8065, -166.3, 0.0053321, 0, 0, 0, 0, 0, 0, 0, 0
"106", 4.16, 2,    19.0581,  -78.9,  0.007935, 0, 0, 0, 0, 0, 0, 0, 0
"108", 4.16, 1,    18.3985,   30.4, 0.0076604, 2,    17.3862,  -78.1, 0.0072389, 3,    4.22357, -143.2, 0.0017585
"107", 4.16, 2,    20.9772,  -76.8,  0.008734, 0, 0, 0, 0, 0, 0, 0, 0
"109", 4.16, 1,    24.1792,   32.2,  0.010067, 0, 0, 0, 0, 0, 0, 0, 0
"300", 4.16, 1,    18.3988,   30.4, 0.0076605, 2,    17.3864,  -78.1,  0.007239, 3,    4.22363, -143.2, 0.0017585
"110", 4.16, 1,    26.9625,   32.7,  0.011226, 0, 0, 0, 0, 0, 0, 0, 0
"111", 4.16, 1,    27.9982,   32.9,  0.011657, 0, 0, 0, 0, 0, 0, 0, 0
"112", 4.16, 1,    27.8975,   32.9,  0.011615, 0, 0, 0, 0, 0, 0, 0, 0
"113", 4.16, 1,    30.8506,   33.3,  0.012845, 0, 0, 0, 0, 0, 0, 0, 0
"114", 4.16, 1,    31.4369,   33.4,  0.013089, 0, 0, 0, 0, 0, 0, 0, 0
"135", 4.16, 1,    33.3539,   48.6,  0.013887, 2,    14.7755, -104.4, 0.0061519, 3,    21.3566,  159.3,  0.008892
"152", 4.16, 1,     21.177,   49.8, 0.0088172, 2,    8.80857,  -95.2, 0.0036675, 3,    13.7677,  172.7, 0.0057323
"160R", 4.16, 1,    11.0592,   28.7, 0.0046046, 2,    14.6329,  -88.5, 0.0060925, 3,    5.92758, -166.4,  0.002468
"160", 4.16, 1,    10.4275,   28.7, 0.0043416, 2,    14.2805,  -88.4, 0.0059458, 3,     5.7339, -166.5, 0.0023874
"61S", 4.16, 1,    10.4277,   28.7, 0.0043417, 2,    14.2814,  -88.4, 0.0059462, 3,    5.73356, -166.4, 0.0023872
"300_OPEN", 4.16, 1,    34.8661,   35.6,  0.014517, 2,    27.8937, -128.1,  0.011614, 3,    33.4277,  153.4,  0.013918
"94_OPEN", 4.16, 1,    18.6771,   45.5, 0.0077764, 0, 0, 0, 0, 0, 0, 0, 0
"610", 0.48, 1,    1.33691,   47.5, 0.0048241, 2,    1.24369,  -94.9, 0.0044878, 3,   0.834917,  162.4, 0.0030127
