# file...... Voltage_630.csv
# date...... Thu Aug 09 14:20:03 2012
# user...... dwp0
# host...... (null)
# target.... node 38
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2386.87,-0.289746,-1201.19,-2079.96,-1193.28,+2067.21
2000-01-01 00:01:00 PST,+2371.86,-0.28522,-1201.19,-2079.96,-1185.78,+2054.2
2000-01-01 00:02:00 PST,+2356.85,-0.280603,-1201.19,-2079.96,-1178.27,+2041.2
2000-01-01 00:03:00 PST,+2341.83,-0.281444,-1201.19,-2079.95,-1170.77,+2028.2
2000-01-01 00:04:00 PST,+2326.78,-0.359058,-1201.22,-2079.92,-1163.17,+2015.2
2000-01-01 00:05:00 PST,+2311.76,-0.3538,-1201.22,-2079.91,-1155.67,+2002.2
2000-01-01 00:06:00 PST,+2296.76,-0.333839,-1201.22,-2079.91,-1148.19,+1989.19
2000-01-01 00:07:00 PST,+2281.77,-0.259254,-1201.19,-2079.95,-1140.75,+1976.18
2000-01-01 00:08:00 PST,+2266.74,-0.294839,-1201.2,-2079.93,-1133.23,+1963.18
2000-01-01 00:09:00 PST,+2251.73,-0.277843,-1201.18,-2079.96,-1125.74,+1950.17
2000-01-01 00:10:00 PST,+2236.73,-0.235946,-1201.16,-2079.97,-1118.24,+1937.17
2000-01-01 00:11:00 PST,+2236.73,-0.223888,-1201.16,-2079.98,-1110.75,+1924.16
2000-01-01 00:12:00 PST,+2236.75,-0.184931,-1201.15,-2079.98,-1103.26,+1911.15
2000-01-01 00:13:00 PST,+2221.73,-0.187229,-1201.15,-2079.98,-1095.74,+1898.15
2000-01-01 00:14:00 PST,+2221.72,-0.204129,-1201.16,-2079.97,-1088.22,+1885.15
2000-01-01 00:15:00 PST,+2221.72,-0.206937,-1201.15,-2079.98,-1080.72,+1872.15
2000-01-01 00:16:00 PST,+2221.6,-0.169231,-1201.02,-2079.88,-1080.69,+1872.04
2000-01-01 00:17:00 PST,+2221.61,-0.157449,-1201.03,-2079.86,-1080.71,+1872.03
2000-01-01 00:18:00 PST,+2221.61,-0.151429,-1201.03,-2079.86,-1080.71,+1872.03
2000-01-01 00:19:00 PST,+2221.62,-0.136168,-1201.02,-2079.88,-1080.72,+1872.03
2000-01-01 00:20:00 PST,+2221.62,-0.144857,-1201,-2079.91,-1080.71,+1872.03
2000-01-01 00:21:00 PST,+2221.62,-0.14424,-1201,-2079.9,-1080.71,+1872.03
2000-01-01 00:22:00 PST,+2221.6,-0.176037,-1201.03,-2079.86,-1080.68,+1872.04
2000-01-01 00:23:00 PST,+2221.6,-0.269021,-1201.15,-2079.79,-1080.64,+1872.08
2000-01-01 00:24:00 PST,+2221.58,-0.303112,-1201.16,-2079.77,-1080.61,+1872.08
2000-01-01 00:25:00 PST,+2221.58,-0.301459,-1201.16,-2079.77,-1080.63,+1872.08
2000-01-01 00:26:00 PST,+2221.6,-0.260018,-1201.1,-2079.86,-1080.66,+1872.08
2000-01-01 00:27:00 PST,+2221.59,-0.192294,-1201.04,-2079.85,-1080.68,+1872.04
2000-01-01 00:28:00 PST,+2221.61,-0.16194,-1201.02,-2079.89,-1080.7,+1872.03
2000-01-01 00:29:00 PST,+2221.61,-0.152806,-1201.03,-2079.87,-1080.68,+1872.03
2000-01-01 00:30:00 PST,+2221.62,-0.133204,-1201.02,-2079.88,-1080.69,+1872.03
2000-01-01 00:31:00 PST,+2221.61,-0.14951,-1201.02,-2079.88,-1080.68,+1872.03
2000-01-01 00:32:00 PST,+2221.61,-0.148908,-1201.02,-2079.88,-1080.69,+1872.03
2000-01-01 00:33:00 PST,+2221.61,-0.148496,-1201.02,-2079.88,-1080.71,+1872.03
2000-01-01 00:34:00 PST,+2221.6,-0.183288,-1201.04,-2079.86,-1080.68,+1872.03
2000-01-01 00:35:00 PST,+2221.58,-0.219278,-1201.09,-2079.78,-1080.65,+1872.04
2000-01-01 00:36:00 PST,+2221.6,-0.274684,-1201.14,-2079.8,-1080.63,+1872.08
2000-01-01 00:37:00 PST,+2221.59,-0.289496,-1201.15,-2079.78,-1080.63,+1872.08
