# file...... caliSubCheck.csv
# date...... Tue Feb 14 11:14:57 2017
# user...... brendanlewis
# host...... (null)
# target.... meter 0
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,measured_real_power,measured_reactive_power,measured_power
2011-05-05 17:00:00 PDT,+2.13024e+06,+37588.9,+2.13057e+06+1.0109d
2011-05-05 18:00:00 PDT,+2.24482e+06,+79662.9,+2.24623e+06+2.03243d
2011-05-05 19:00:00 PDT,+2.18896e+06,+59093.3,+2.18976e+06+1.54638d
2011-05-05 20:00:00 PDT,+2.1694e+06,+51914.5,+2.17002e+06+1.37085d
2011-05-05 21:00:00 PDT,+2.04339e+06,+6020.62,+2.0434e+06+0.168815d
2011-05-05 22:00:00 PDT,+2.20293e+06,+64227.5,+2.20387e+06+1.67001d
2011-05-05 23:00:00 PDT,+2.26574e+06,+87398.9,+2.26743e+06+2.20904d
2011-05-06 00:00:00 PDT,+2.0532e+06,+9574.24,+2.05322e+06+0.267173d
2011-05-06 01:00:00 PDT,+1.86773e+06,-56982.8,+1.8686e+06-1.7475d
2011-05-06 02:00:00 PDT,+1.74504e+06,-100323,+1.74792e+06-3.29033d
2011-05-06 03:00:00 PDT,+1.69981e+06,-116158,+1.70378e+06-3.90926d
2011-05-06 04:00:00 PDT,+1.70406e+06,-114676,+1.70791e+06-3.84995d
2011-05-06 05:00:00 PDT,+1.68992e+06,-119614,+1.69414e+06-4.0487d
2011-05-06 06:00:00 PDT,+1.79444e+06,-82937.7,+1.79636e+06-2.64629d
2011-05-06 07:00:00 PDT,+1.99709e+06,-10695.9,+1.99712e+06-0.306859d
2011-05-06 08:00:00 PDT,+2.25737e+06,+84303,+2.25895e+06+2.13875d
2011-05-06 09:00:00 PDT,+2.33124e+06,+111717,+2.33391e+06+2.74362d
2011-05-06 10:00:00 PDT,+2.19595e+06,+61659.7,+2.19681e+06+1.60838d
2011-05-06 11:00:00 PDT,+2.11204e+06,+30952.4,+2.11227e+06+0.83962d
2011-05-06 12:00:00 PDT,+2.02375e+06,-1078.55,+2.02375e+06-0.0305355d
2011-05-06 13:00:00 PDT,+1.93246e+06,-33897.8,+1.93276e+06-1.00494d
2011-05-06 14:00:00 PDT,+1.85365e+06,-61985.8,+1.85468e+06-1.91525d
2011-05-06 15:00:00 PDT,+1.87477e+06,-54479.3,+1.87556e+06-1.6645d
2011-05-06 16:00:00 PDT,+1.81842e+06,-74468.9,+1.81994e+06-2.3451d
2011-05-06 17:00:00 PDT,+1.87196e+06,-55480.9,+1.87278e+06-1.69763d
2011-05-06 18:00:00 PDT,+1.86069e+06,-59485,+1.86164e+06-1.83108d
2011-05-06 19:00:00 PDT,+1.8987e+06,-45956.8,+1.89926e+06-1.38653d
2011-05-06 20:00:00 PDT,+1.92684e+06,-35909.9,+1.92717e+06-1.06768d
2011-05-06 21:00:00 PDT,+1.96619e+06,-21807.1,+1.96631e+06-0.635443d
2011-05-06 22:00:00 PDT,+2.168e+06,+51402.1,+2.16861e+06+1.3582d
2011-05-06 23:00:00 PDT,+2.17778e+06,+54989.8,+2.17848e+06+1.44643d
2011-05-07 00:00:00 PDT,+2.01814e+06,-3104.91,+2.01814e+06-0.0881495d
2011-05-07 01:00:00 PDT,+1.79162e+06,-83933,+1.79358e+06-2.68221d
2011-05-07 02:00:00 PDT,+1.65313e+06,-132428,+1.65842e+06-4.58003d
2011-05-07 03:00:00 PDT,+1.58655e+06,-155494,+1.59415e+06-5.59757d
2011-05-07 04:00:00 PDT,+1.56527e+06,-162830,+1.57372e+06-5.93892d
2011-05-07 05:00:00 PDT,+1.56953e+06,-161364,+1.5778e+06-5.86998d
2011-05-07 06:00:00 PDT,+1.60072e+06,-150597,+1.60779e+06-5.37461d
2011-05-07 07:00:00 PDT,+1.68284e+06,-122081,+1.68727e+06-4.14923d
2011-05-07 08:00:00 PDT,+1.80713e+06,-78456.3,+1.80884e+06-2.48592d
2011-05-07 09:00:00 PDT,+1.97602e+06,-18274.5,+1.97611e+06-0.529864d
2011-05-07 10:00:00 PDT,+2.09664e+06,+25344,+2.09679e+06+0.692553d
2011-05-07 11:00:00 PDT,+2.0546e+06,+10082.2,+2.05463e+06+0.281156d
2011-05-07 12:00:00 PDT,+2.06442e+06,+13638.8,+2.06446e+06+0.378525d
2011-05-07 13:00:00 PDT,+1.97181e+06,-19788.8,+1.97191e+06-0.574992d
2011-05-07 14:00:00 PDT,+1.95074e+06,-27352.5,+1.95093e+06-0.803328d
2011-05-07 15:00:00 PDT,+1.8973e+06,-46458.5,+1.89786e+06-1.4027d
2011-05-07 16:00:00 PDT,+1.90292e+06,-44451.1,+1.90344e+06-1.33815d
2011-05-07 17:00:00 PDT,+1.88604e+06,-50470.6,+1.88671e+06-1.53288d
2011-05-07 18:00:00 PDT,+1.99007e+06,-13223.5,+1.99011e+06-0.38071d
2011-05-07 19:00:00 PDT,+2.04199e+06,+5513.19,+2.04199e+06+0.154693d
2011-05-07 20:00:00 PDT,+2.06442e+06,+13638.8,+2.06446e+06+0.378525d
2011-05-07 21:00:00 PDT,+2.06862e+06,+15163.9,+2.06868e+06+0.419997d
2011-05-07 22:00:00 PDT,+2.22667e+06,+72968.2,+2.22787e+06+1.87692d
2011-05-07 23:00:00 PDT,+2.21271e+06,+67824.8,+2.21375e+06+1.7557d
2011-05-08 00:00:00 PDT,+1.9999e+06,-9684.5,+1.99992e+06-0.277453d
2011-05-08 01:00:00 PDT,+1.78174e+06,-87414.6,+1.78388e+06-2.80876d
2011-05-08 02:00:00 PDT,+1.68143e+06,-122574,+1.68589e+06-4.16943d
2011-05-08 03:00:00 PDT,+1.62622e+06,-141767,+1.63239e+06-4.98221d
2011-05-08 04:00:00 PDT,+1.60781e+06,-148146,+1.61462e+06-5.26447d
2011-05-08 05:00:00 PDT,+1.60922e+06,-147656,+1.61598e+06-5.24255d
2011-05-08 06:00:00 PDT,+1.65879e+06,-130459,+1.66391e+06-4.49688d
2011-05-08 07:00:00 PDT,+1.77045e+06,-91390.4,+1.77281e+06-2.95498d
2011-05-08 08:00:00 PDT,+1.92824e+06,-35406.9,+1.92857e+06-1.05196d
2011-05-08 09:00:00 PDT,+2.13723e+06,+40144,+2.13761e+06+1.07607d
2011-05-08 10:00:00 PDT,+2.23365e+06,+75542,+2.23493e+06+1.937d
2011-05-08 11:00:00 PDT,+2.17219e+06,+52939.4,+2.17284e+06+1.3961d
2011-05-08 12:00:00 PDT,+2.07282e+06,+16689.5,+2.07289e+06+0.461313d
2011-05-08 13:00:00 PDT,+1.90996e+06,-41940.6,+1.91042e+06-1.25795d
2011-05-08 14:00:00 PDT,+1.8621e+06,-58984.6,+1.86303e+06-1.81432d
2011-05-08 15:00:00 PDT,+1.80431e+06,-79452.4,+1.80606e+06-2.52137d
2011-05-08 16:00:00 PDT,+1.73656e+06,-103296,+1.73963e+06-3.40412d
2011-05-08 17:00:00 PDT,+1.76198e+06,-94369.8,+1.76451e+06-3.06577d
2011-05-08 18:00:00 PDT,+1.81983e+06,-73970.4,+1.82133e+06-2.32762d
2011-05-08 19:00:00 PDT,+1.91137e+06,-41438.4,+1.91181e+06-1.24198d
2011-05-08 20:00:00 PDT,+1.95355e+06,-26344.8,+1.95372e+06-0.772624d
2011-05-08 21:00:00 PDT,+1.99007e+06,-13223.6,+1.99011e+06-0.380713d
2011-05-08 22:00:00 PDT,+2.10504e+06,+28402.3,+2.10523e+06+0.773017d
2011-05-08 23:00:00 PDT,+2.09664e+06,+25344,+2.09679e+06+0.692553d
2011-05-09 00:00:00 PDT,+1.89589e+06,-46960.2,+1.89647e+06-1.4189d
2011-05-09 01:00:00 PDT,+1.6687e+06,-127011,+1.67352e+06-4.35262d
2011-05-09 02:00:00 PDT,+1.54825e+06,-168689,+1.55741e+06-6.21813d
2011-05-09 03:00:00 PDT,+1.5156e+06,-179897,+1.52624e+06-6.76917d
2011-05-09 04:00:00 PDT,+1.51134e+06,-181357,+1.52218e+06-6.84264d
2011-05-09 05:00:00 PDT,+1.54683e+06,-169177,+1.55605e+06-6.24165d
2011-05-09 06:00:00 PDT,+1.61489e+06,-145694,+1.62145e+06-5.15521d
2011-05-09 07:00:00 PDT,+1.80995e+06,-77459.8,+1.81161e+06-2.45056d
2011-05-09 08:00:00 PDT,+2.11064e+06,+30442.2,+2.11086e+06+0.826333d
2011-05-09 09:00:00 PDT,+2.21411e+06,+68338.8,+2.21516e+06+1.76788d
2011-05-09 10:00:00 PDT,+2.23505e+06,+76056.8,+2.23634e+06+1.94898d
2011-05-09 11:00:00 PDT,+2.25319e+06,+82755.7,+2.25471e+06+2.10343d
2011-05-09 12:00:00 PDT,+2.36464e+06,+124181,+2.3679e+06+3.00618d
2011-05-09 13:00:00 PDT,+2.34237e+06,+115868,+2.34524e+06+2.8319d
2011-05-09 14:00:00 PDT,+2.32009e+06,+107570,+2.32259e+06+2.65458d
2011-05-09 15:00:00 PDT,+2.31592e+06,+106015,+2.31834e+06+2.62098d
2011-05-09 16:00:00 PDT,+2.30338e+06,+101354,+2.30561e+06+2.51953d
2011-05-09 17:00:00 PDT,+2.22667e+06,+72968.2,+2.22787e+06+1.87692d
2011-05-09 18:00:00 PDT,+2.16241e+06,+49353.2,+2.16297e+06+1.30745d
2011-05-09 19:00:00 PDT,+2.09804e+06,+25853.6,+2.0982e+06+0.706005d
2011-05-09 20:00:00 PDT,+1.99568e+06,-11201.5,+1.99572e+06-0.321591d
2011-05-09 21:00:00 PDT,+2.03077e+06,+1455.56,+2.03077e+06+0.041067d
2011-05-09 22:00:00 PDT,+2.17918e+06,+55502.6,+2.17989e+06+1.45898d
2011-05-09 23:00:00 PDT,+2.07282e+06,+16689.5,+2.07289e+06+0.461313d
2011-05-10 00:00:00 PDT,+1.86632e+06,-57483.3,+1.86721e+06-1.76417d
2011-05-10 01:00:00 PDT,+1.67577e+06,-124547,+1.68039e+06-4.25053d
2011-05-10 02:00:00 PDT,+1.52838e+06,-175515,+1.53842e+06-6.55101d
2011-05-10 03:00:00 PDT,+1.49713e+06,-186219,+1.50867e+06-7.09024d
2011-05-10 04:00:00 PDT,+1.45875e+06,-199318,+1.47231e+06-7.78046d
2011-05-10 05:00:00 PDT,+1.46871e+06,-195925,+1.48172e+06-7.5984d
2011-05-10 06:00:00 PDT,+1.53548e+06,-173079,+1.5452e+06-6.43123d
2011-05-10 07:00:00 PDT,+1.77045e+06,-91390.4,+1.77281e+06-2.95498d
2011-05-10 08:00:00 PDT,+2.07142e+06,+16181,+2.07149e+06+0.447558d
2011-05-10 09:00:00 PDT,+2.17219e+06,+52939.4,+2.17284e+06+1.3961d
2011-05-10 10:00:00 PDT,+2.14562e+06,+43211.8,+2.14606e+06+1.15375d
2011-05-10 11:00:00 PDT,+2.11624e+06,+32483.1,+2.11649e+06+0.87939d
2011-05-10 12:00:00 PDT,+2.06582e+06,+14147.1,+2.06587e+06+0.392367d
2011-05-10 13:00:00 PDT,+2.02515e+06,-571.729,+2.02515e+06-0.0161754d
2011-05-10 14:00:00 PDT,+1.98586e+06,-14739.3,+1.98591e+06-0.42525d
2011-05-10 15:00:00 PDT,+1.99007e+06,-13223.5,+1.99011e+06-0.380711d
2011-05-10 16:00:00 PDT,+1.90855e+06,-42442.8,+1.90902e+06-1.27395d
2011-05-10 17:00:00 PDT,+1.95074e+06,-27352.6,+1.95093e+06-0.803332d
2011-05-10 18:00:00 PDT,+1.98305e+06,-15749.8,+1.98311e+06-0.455046d
2011-05-10 19:00:00 PDT,+1.95636e+06,-25336.7,+1.95652e+06-0.741994d
2011-05-10 20:00:00 PDT,+1.95074e+06,-27352.5,+1.95093e+06-0.803329d
2011-05-10 21:00:00 PDT,+1.93527e+06,-32891.4,+1.93555e+06-0.97369d
2011-05-10 22:00:00 PDT,+2.07002e+06,+15672.4,+2.07008e+06+0.433786d
2011-05-10 23:00:00 PDT,+2.02656e+06,-64.9408,+2.02656e+06-0.00183604d
2011-05-11 00:00:00 PDT,+1.79585e+06,-82440,+1.79774e+06-2.62836d
2011-05-11 01:00:00 PDT,+1.60781e+06,-148146,+1.61462e+06-5.26447d
2011-05-11 02:00:00 PDT,+1.47297e+06,-194471,+1.48575e+06-7.52105d
2011-05-11 03:00:00 PDT,+1.44026e+06,-205610,+1.45486e+06-8.12456d
2011-05-11 04:00:00 PDT,+1.41892e+06,-212858,+1.43479e+06-8.53157d
2011-05-11 05:00:00 PDT,+1.4061e+06,-217201,+1.42278e+06-8.78107d
2011-05-11 06:00:00 PDT,+1.43742e+06,-206577,+1.45219e+06-8.1782d
2011-05-11 07:00:00 PDT,+1.6503e+06,-133412,+1.65568e+06-4.6218d
2011-05-11 08:00:00 PDT,+1.93808e+06,-31884.8,+1.93835e+06-0.94253d
2011-05-11 09:00:00 PDT,+2.0546e+06,+10082.1,+2.05463e+06+0.281153d
2011-05-11 10:00:00 PDT,+2.06582e+06,+14147.1,+2.06587e+06+0.392366d
2011-05-11 11:00:00 PDT,+2.02796e+06,+441.884,+2.02796e+06+0.0124845d
2011-05-11 12:00:00 PDT,+1.97883e+06,-17264.8,+1.97891e+06-0.499877d
2011-05-11 13:00:00 PDT,+1.97462e+06,-18779.3,+1.97471e+06-0.544887d
2011-05-11 14:00:00 PDT,+1.95636e+06,-25336.7,+1.95652e+06-0.741995d
2011-05-11 15:00:00 PDT,+1.96198e+06,-23320.1,+1.96212e+06-0.680987d
2011-05-11 16:00:00 PDT,+2.01253e+06,-5130.38,+2.01253e+06-0.146059d
2011-05-11 17:00:00 PDT,+1.98586e+06,-14739.3,+1.98591e+06-0.425251d
2011-05-11 18:00:00 PDT,+2.08543e+06,+21269.3,+2.08554e+06+0.58434d
2011-05-11 19:00:00 PDT,+2.0504e+06,+8558.74,+2.05042e+06+0.239162d
2011-05-11 20:00:00 PDT,+2.04199e+06,+5513.21,+2.04199e+06+0.154694d
2011-05-11 21:00:00 PDT,+2.01112e+06,-5636.55,+2.01113e+06-0.160582d
2011-05-11 22:00:00 PDT,+2.12044e+06,+34014.3,+2.12071e+06+0.919011d
2011-05-11 23:00:00 PDT,+2.09944e+06,+26363.3,+2.09961e+06+0.719442d
2011-05-12 00:00:00 PDT,+1.85083e+06,-62985.7,+1.8519e+06-1.94908d
2011-05-12 01:00:00 PDT,+1.58371e+06,-156473,+1.59142e+06-5.64261d
2011-05-12 02:00:00 PDT,+1.47013e+06,-195441,+1.48306e+06-7.57257d
2011-05-12 03:00:00 PDT,+1.40895e+06,-216236,+1.42545e+06-8.72527d
2011-05-12 04:00:00 PDT,+1.40326e+06,-218165,+1.42011e+06-8.83707d
2011-05-12 05:00:00 PDT,+1.37334e+06,-228278,+1.39219e+06-9.43746d
2011-05-12 06:00:00 PDT,+1.45022e+06,-202223,+1.46425e+06-7.9383d
2011-05-12 07:00:00 PDT,+1.67011e+06,-126518,+1.6749e+06-4.33214d
2011-05-12 08:00:00 PDT,+1.94511e+06,-29367.5,+1.94533e+06-0.86499d
2011-05-12 09:00:00 PDT,+2.07703e+06,+18215.7,+2.07711e+06+0.502475d
2011-05-12 10:00:00 PDT,+2.08683e+06,+21778.5,+2.08695e+06+0.597924d
2011-05-12 11:00:00 PDT,+2.10924e+06,+29932.1,+2.10945e+06+0.813026d
2011-05-12 12:00:00 PDT,+2.05741e+06,+11098.1,+2.05744e+06+0.309061d
2011-05-12 13:00:00 PDT,+2.06021e+06,+12114.2,+2.06025e+06+0.3369d
2011-05-12 14:00:00 PDT,+2.08543e+06,+21269.3,+2.08554e+06+0.584338d
2011-05-12 15:00:00 PDT,+2.12464e+06,+35545.9,+2.12494e+06+0.958489d
2011-05-12 16:00:00 PDT,+2.12884e+06,+37078.1,+2.12916e+06+0.997824d
2011-05-12 17:00:00 PDT,+2.168e+06,+51402.1,+2.16861e+06+1.3582d
2011-05-12 18:00:00 PDT,+2.2992e+06,+99801.8,+2.30136e+06+2.48549d
2011-05-12 19:00:00 PDT,+2.30477e+06,+101872,+2.30702e+06+2.53085d
2011-05-12 20:00:00 PDT,+2.25598e+06,+83787.2,+2.25753e+06+2.12699d
2011-05-12 21:00:00 PDT,+2.2504e+06,+81724.6,+2.25188e+06+2.07982d
2011-05-12 22:00:00 PDT,+2.34516e+06,+116907,+2.34807e+06+2.85385d
2011-05-12 23:00:00 PDT,+2.32288e+06,+108606,+2.32542e+06+2.67691d
2011-05-13 00:00:00 PDT,+2.00691e+06,-7154.99,+2.00693e+06-0.204268d
2011-05-13 01:00:00 PDT,+1.71819e+06,-109732,+1.72169e+06-3.65421d
2011-05-13 02:00:00 PDT,+1.54399e+06,-170153,+1.55334e+06-6.28881d
2011-05-13 03:00:00 PDT,+1.48008e+06,-192045,+1.49249e+06-7.39302d
2011-05-13 04:00:00 PDT,+1.45164e+06,-201739,+1.46559e+06-7.91187d
2011-05-13 05:00:00 PDT,+1.43599e+06,-207060,+1.45085e+06-8.2051d
2011-05-13 06:00:00 PDT,+1.45875e+06,-199318,+1.47231e+06-7.78046d
2011-05-13 07:00:00 PDT,+1.61064e+06,-147165,+1.61735e+06-5.22066d
2011-05-13 08:00:00 PDT,+1.93949e+06,-31381.5,+1.93974e+06-0.92698d
2011-05-13 09:00:00 PDT,+2.07703e+06,+18215.7,+2.07711e+06+0.502475d
