-7.957387023875958296e-04,9.631824016156653734e-02,8.088435663828168198e-02,5.381458134647745806e-02,1.314241868757889398e-01,1.839275147096648411e-01
-1.445401118601512269e-01,2.326308775435536880e-01,1.844548070943383133e-02,-8.209027442572922051e-02,1.383892679031628048e-01,1.550419311219857210e-01
-5.245782487509719622e-02,2.963114677038220651e-02,1.550794735359480314e-01,1.320990720294698897e-02,1.868843410357634224e-02,-8.081740649065224935e-02
-3.408600511227857788e-02,6.729784184532842072e-03,-2.039876181744121886e-01,5.307496645986891498e-02,-3.592996744839855455e-02,-1.559648583292016777e-01
1.142247844211989778e-02,-1.806591048910874409e-01,2.045429024451206612e-01,-2.973561043277837129e-02,-1.868600067104996820e-01,-7.014800070889735950e-02
-2.100511114392071554e-01,3.150194432071028866e-02,1.587359023360808974e-01,1.394818864877436781e-01,1.629271271880497196e-01,9.778385023371158336e-02
-4.559271593665304573e-02,7.061496910730817589e-02,7.484296564014376527e-03,-1.975976474441362707e-01,-6.412075312682773143e-02,2.344456830181840951e-02
1.573971173622440156e-01,-1.857960315992383121e-02,-7.058620620817866731e-02,8.903910550309339367e-02,-1.464643750117846505e-02,-1.258446796441723692e-01
-8.330535078015084693e-02,-5.502252584069969310e-02,2.251292534918568344e-01,-7.032941008979325115e-02,-1.902504030981175265e-02,8.865073395393253952e-02
1.950218877807230744e-01,8.803360797424285289e-02,2.981142395299410733e-02,-1.127725280445104894e-02,-1.676237681438148275e-01,-1.326834356593944164e-01
