# file...... Voltage_652.csv
# date...... Wed Aug 08 17:11:22 2012
# user...... dwp0
# host...... (null)
# target.... node 46
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2375.98,-65.2781,-1261.11,-2083.8,-1176.09,+2096.77
2000-01-01 00:01:00 PST,+2360,-65.3176,-1261.94,-2083.18,-1169.13,+2083.65
2000-01-01 00:02:00 PST,+2326.76,-85.003,-1272.46,-2081.62,-1155.8,+2064.1
2000-01-01 00:03:00 PST,+2309.35,-85.1295,-1274.94,-2077.85,-1147.68,+2051.57
2000-01-01 00:04:00 PST,+2295.23,-83.6562,-1274.62,-2074.99,-1137.02,+2039.2
2000-01-01 00:05:00 PST,+2260.44,-93.725,-1292.87,-2057.72,-1130.25,+2026.56
2000-01-01 00:06:00 PST,+2230.39,-128.448,-1307.96,-2051.12,-1090.38,+2012.51
2000-01-01 00:07:00 PST,+2210.84,-126.627,-1314.04,-2044.57,-1085.6,+2001.19
2000-01-01 00:08:00 PST,+2209.54,-125.685,-1315.27,-2042.62,-1080.27,+1988.49
2000-01-01 00:09:00 PST,+2200.76,-131.934,-1320.12,-2037.39,-1068.61,+1973.24
2000-01-01 00:10:00 PST,+2187.58,-137.525,-1334.2,-2027.61,-1064.16,+1960.42
2000-01-01 00:11:00 PST,+2184.81,-133.734,-1336.9,-2026.46,-1067.91,+1947.16
2000-01-01 00:12:00 PST,+2190.33,-133.828,-1328.04,-2037.67,-1062.06,+1930.18
2000-01-01 00:13:00 PST,+2187.52,-135.665,-1328.46,-2035.85,-1048.12,+1915.81
2000-01-01 00:14:00 PST,+2174.43,-141.812,-1349.2,-2014.36,-1038.29,+1907.86
2000-01-01 00:15:00 PST,+2164.37,-158.931,-1361.02,-2002.4,-1008,+1897.63
2000-01-01 00:16:00 PST,+2150.47,-180.987,-1386.77,-1986.89,-1012.71,+1897.21
2000-01-01 00:17:00 PST,+2166.59,-187.153,-1383.5,-1993.51,-1006.33,+1894.46
2000-01-01 00:18:00 PST,+2163.18,-196.74,-1382.02,-2002.05,-1004.84,+1889.79
2000-01-01 00:19:00 PST,+2170.79,-206.941,-1386.86,-2001.82,-1002.74,+1887.2
2000-01-01 00:20:00 PST,+2165.37,-207.083,-1394.16,-1988.24,-997.303,+1890.88
2000-01-01 00:21:00 PST,+2173.85,-198.526,-1390.14,-1983.51,-989.448,+1894.68
2000-01-01 00:22:00 PST,+2176.91,-217.203,-1375.73,-2013.09,-979.989,+1881.94
2000-01-01 00:23:00 PST,+2165.53,-245.801,-1369.42,-2045.5,-983.573,+1865.28
2000-01-01 00:24:00 PST,+2168.08,-253.511,-1363.67,-2055.82,-973.577,+1861.41
2000-01-01 00:25:00 PST,+2169.88,-258.179,-1356.31,-2062.69,-966.972,+1858.49
2000-01-01 00:26:00 PST,+2170.78,-269.493,-1348.1,-2081.27,-971.023,+1850.22
2000-01-01 00:27:00 PST,+2173.34,-276.618,-1340.03,-2090.15,-959.717,+1846.75
2000-01-01 00:28:00 PST,+2154.16,-310.962,-1346.89,-2107.92,-957.344,+1834.57
2000-01-01 00:29:00 PST,+2161.81,-305.586,-1342.81,-2102.37,-945.349,+1838.03
2000-01-01 00:30:00 PST,+2159.04,-308.266,-1364.12,-2081.66,-950.937,+1842.75
2000-01-01 00:31:00 PST,+2171.5,-289.056,-1380.63,-2046.27,-951.635,+1856.77
2000-01-01 00:32:00 PST,+2169.41,-280.229,-1390.82,-2023.75,-944.626,+1865.4
2000-01-01 00:33:00 PST,+2178.05,-261.629,-1393.49,-2002.03,-940.289,+1875.27
2000-01-01 00:34:00 PST,+2179.24,-250.153,-1397.86,-1987.04,-940.101,+1881.9
2000-01-01 00:35:00 PST,+2168.51,-250.714,-1408.49,-1974.32,-944.681,+1885.2
2000-01-01 00:36:00 PST,+2167.12,-247.089,-1411.57,-1968.67,-945.578,+1887.76
2000-01-01 00:37:00 PST,+2166.56,-244.599,-1415.08,-1960.76,-942.303,+1890.83
2000-01-01 00:38:00 PST,+2164.44,-255.147,-1413.01,-1971.93,-937.946,+1885.6
2000-01-01 00:39:00 PST,+2161.45,-272.255,-1406.89,-1991.81,-935.839,+1876.24
2000-01-01 00:40:00 PST,+2178.73,-264.628,-1389.52,-2004.23,-923.682,+1874.44
2000-01-01 00:41:00 PST,+2164.85,-288.523,-1387.25,-2025.12,-926.968,+1862.82
2000-01-01 00:42:00 PST,+2155.48,-329.116,-1392.6,-2054.11,-929.317,+1846.87
2000-01-01 00:43:00 PST,+2160.53,-314.87,-1399.54,-2030.53,-923.428,+1857
2000-01-01 00:44:00 PST,+2165,-306.07,-1405.78,-2007.98,-910.469,+1865.16
2000-01-01 00:45:00 PST,+2164.91,-304.821,-1408.74,-1998.01,-902.361,+1868.4
2000-01-01 00:46:00 PST,+2179.82,-287.628,-1405.46,-1982.19,-886.251,+1876.54
2000-01-01 00:47:00 PST,+2164.92,-289.007,-1420.08,-1963.86,-889.967,+1881.24
2000-01-01 00:48:00 PST,+2167.84,-285.916,-1438.07,-1935.87,-896.015,+1889.59
2000-01-01 00:49:00 PST,+2164.01,-276.686,-1447.66,-1914.07,-897.726,+1897.47
2000-01-01 00:50:00 PST,+2155.77,-293.148,-1448.56,-1930.99,-901.76,+1889.46
2000-01-01 00:51:00 PST,+2159.24,-301.832,-1456.97,-1930.94,-911.613,+1887.8
2000-01-01 00:52:00 PST,+2157.31,-308.64,-1472.37,-1915.39,-918.929,+1890.51
2000-01-01 00:53:00 PST,+2164.75,-303.84,-1469.32,-1913,-912.8,+1892.02
2000-01-01 00:54:00 PST,+2159.89,-309.063,-1473.65,-1909.79,-911.265,+1891.53
2000-01-01 00:55:00 PST,+2148.7,-339.887,-1484.3,-1927.96,-923.541,+1880.35
2000-01-01 00:56:00 PST,+2153.41,-357.39,-1484.56,-1939.31,-919.194,+1873.5
2000-01-01 00:57:00 PST,+2160.4,-357.433,-1481.83,-1940.24,-909.928,+1873.33
2000-01-01 00:58:00 PST,+2161.08,-355.679,-1481.77,-1939.07,-906.651,+1873.44
2000-01-01 00:59:00 PST,+2161.6,-340.639,-1490.79,-1905.8,-903.425,+1884.55
2000-01-01 01:00:00 PST,+2171.62,-321.901,-1492.34,-1885.11,-905.783,+1894.66
2000-01-01 01:01:00 PST,+2170.39,-330.394,-1487.13,-1903.37,-907.061,+1887.45
2000-01-01 01:02:00 PST,+2153.15,-335.121,-1499.73,-1893.59,-918.984,+1889.27
2000-01-01 01:03:00 PST,+2146.54,-358.001,-1492.94,-1928.83,-919.22,+1875.34
2000-01-01 01:04:00 PST,+2151.8,-370.384,-1478.51,-1961.28,-910.203,+1864.17
2000-01-01 01:05:00 PST,+2143.19,-382.358,-1478.96,-1970.13,-908.335,+1858.86
2000-01-01 01:06:00 PST,+2140.34,-392.913,-1475.03,-1983.21,-903.307,+1852.68
2000-01-01 01:07:00 PST,+2146.71,-407.615,-1460.49,-2012.21,-895.786,+1841.15
2000-01-01 01:08:00 PST,+2138.95,-401.844,-1472.71,-1989.12,-894.854,+1848.68
2000-01-01 01:09:00 PST,+2157.32,-380.279,-1465.04,-1971.05,-883.014,+1857.46
2000-01-01 01:10:00 PST,+2155.47,-380.137,-1467.53,-1965.33,-877.575,+1858.92
2000-01-01 01:11:00 PST,+2144.64,-395.51,-1471.03,-1974.51,-878.326,+1853.28
2000-01-01 01:12:00 PST,+2143.85,-404.499,-1481.37,-1966.94,-880.47,+1853.37
2000-01-01 01:13:00 PST,+2150.31,-397.124,-1495.9,-1937.56,-885.234,+1862.9
2000-01-01 01:14:00 PST,+2165.54,-373.545,-1496.77,-1911.81,-883.363,+1874.86
2000-01-01 01:15:00 PST,+2168.46,-361.858,-1501.21,-1889.58,-878.012,+1882.79
2000-01-01 01:16:00 PST,+2157.24,-363.265,-1512,-1871.13,-879.028,+1887.08
2000-01-01 01:17:00 PST,+2144.57,-375.404,-1520.1,-1871.67,-881.628,+1884.7
2000-01-01 01:18:00 PST,+2146.08,-388.906,-1527.2,-1874.82,-885.717,+1881.31
2000-01-01 01:19:00 PST,+2147.98,-389.184,-1525.22,-1879.27,-885.293,+1880.3
2000-01-01 01:20:00 PST,+2152.25,-390.332,-1519.9,-1889.46,-883.459,+1877.04
2000-01-01 01:21:00 PST,+2149.7,-395.389,-1518.23,-1898.48,-885.718,+1873.66
2000-01-01 01:22:00 PST,+2146.87,-401.733,-1518.76,-1904.27,-885.748,+1870.43
2000-01-01 01:23:00 PST,+2135.09,-412.549,-1522.72,-1911.85,-890.128,+1866.54
2000-01-01 01:24:00 PST,+2130.9,-426.303,-1518.65,-1937.86,-897.936,+1857.71
2000-01-01 01:25:00 PST,+2132.51,-434.548,-1512.83,-1956.05,-896.639,+1851.35
2000-01-01 01:26:00 PST,+2132.68,-436.151,-1513.66,-1958.78,-895.477,+1850.08
2000-01-01 01:27:00 PST,+2130.5,-449.918,-1521.82,-1963.63,-900.099,+1846.15
2000-01-01 01:28:00 PST,+2127.63,-463.014,-1515.6,-1992.84,-902.044,+1836.4
2000-01-01 01:29:00 PST,+2125.96,-493.506,-1512.63,-2031.64,-906.472,+1820.25
2000-01-01 01:30:00 PST,+2144.74,-480.518,-1501.99,-2030.87,-898.435,+1822.88
2000-01-01 01:31:00 PST,+2155.91,-458.97,-1507.11,-1997,-891.402,+1836.25
2000-01-01 01:32:00 PST,+2158.97,-449.325,-1510.27,-1979.6,-889.396,+1842.48
2000-01-01 01:33:00 PST,+2163.51,-447.249,-1504.67,-1980.35,-879.434,+1842.4
2000-01-01 01:34:00 PST,+2164.14,-443.262,-1505.32,-1974.44,-884.075,+1844.96
2000-01-01 01:35:00 PST,+2182.18,-420.273,-1503.05,-1946.17,-874.051,+1856.59
2000-01-01 01:36:00 PST,+2184.36,-396.085,-1500.53,-1922.75,-867.746,+1867.83
2000-01-01 01:37:00 PST,+2187.61,-371.563,-1496.06,-1895.06,-854.394,+1878.58
2000-01-01 01:38:00 PST,+2186.14,-378.031,-1495.37,-1903.94,-855.99,+1874.97
2000-01-01 01:39:00 PST,+2174.92,-374.446,-1507.71,-1882.06,-860.048,+1881.55
2000-01-01 01:40:00 PST,+2185.78,-363.886,-1505.46,-1872.87,-856.118,+1885.98
2000-01-01 01:41:00 PST,+2198.31,-351.987,-1501.38,-1864.3,-851.286,+1890.41
2000-01-01 01:42:00 PST,+2192.06,-364.163,-1500.68,-1880.18,-854.267,+1883.82
2000-01-01 01:43:00 PST,+2179,-380.242,-1502.43,-1899.41,-863.081,+1876.03
2000-01-01 01:44:00 PST,+2176.52,-372.092,-1509.41,-1879.91,-867.153,+1883.1
2000-01-01 01:45:00 PST,+2174.51,-371.593,-1512.65,-1872.95,-867.753,+1884.97
2000-01-01 01:46:00 PST,+2166.2,-381.229,-1512.79,-1886.43,-871.051,+1879.53
2000-01-01 01:47:00 PST,+2152.67,-392.964,-1520.61,-1893.2,-877.507,+1875.7
2000-01-01 01:48:00 PST,+2123.89,-442.441,-1530.64,-1938.65,-894.837,+1854.2
2000-01-01 01:49:00 PST,+2143.36,-449.178,-1525.24,-1951.89,-891.044,+1849.13
2000-01-01 01:50:00 PST,+2144.49,-457.742,-1518.57,-1967.76,-886.72,+1842.37
2000-01-01 01:51:00 PST,+2138.95,-456.151,-1527.73,-1950.95,-888.657,+1846.97
2000-01-01 01:52:00 PST,+2146.99,-445.281,-1526.27,-1941.43,-886.04,+1851.75
2000-01-01 01:53:00 PST,+2139.75,-442.172,-1536.97,-1921.36,-885.501,+1858.25
2000-01-01 01:54:00 PST,+2150.38,-428.024,-1539.34,-1896.34,-874.568,+1867.15
2000-01-01 01:55:00 PST,+2168.18,-411.875,-1532.83,-1885.03,-865.008,+1873.11
2000-01-01 01:56:00 PST,+2157.56,-413.254,-1540.53,-1872.72,-868.219,+1875.9
2000-01-01 01:57:00 PST,+2156.84,-406.035,-1542.91,-1860.24,-869.161,+1881.02
2000-01-01 01:58:00 PST,+2152.73,-401.768,-1547.71,-1842.22,-865.853,+1885.7
2000-01-01 01:59:00 PST,+2148.54,-408.14,-1547.94,-1848.45,-867.957,+1882.84
2000-01-01 02:00:00 PST,+2158.08,-404.652,-1542.22,-1854.55,-865.774,+1881.97
2000-01-01 02:01:00 PST,+2158.44,-401.964,-1543.28,-1847.07,-864.287,+1884.06
2000-01-01 02:02:00 PST,+2148.58,-400.546,-1552.17,-1831.84,-873.599,+1889.2
2000-01-01 02:03:00 PST,+2139.49,-408.043,-1555.28,-1836.79,-877.248,+1886.4
2000-01-01 02:04:00 PST,+2137.38,-414.935,-1553.58,-1851.7,-878.65,+1881.45
2000-01-01 02:05:00 PST,+2139.89,-413.22,-1553.53,-1849.86,-876.945,+1881.94
2000-01-01 02:06:00 PST,+2133.22,-424.147,-1554.27,-1864.25,-880.353,+1876.1
2000-01-01 02:07:00 PST,+2138.41,-433.327,-1557.43,-1868.61,-883.006,+1873.04
2000-01-01 02:08:00 PST,+2138.63,-433.397,-1559.2,-1871.68,-892.07,+1873.74
2000-01-01 02:09:00 PST,+2128.62,-448.178,-1558.95,-1894.88,-896.001,+1865.07
