S701a,S701b,S701c,S712c,S713c,S714a,S714b,S718a,S720c,S722b,S722c,S724b,S725b,S727c,S728,S729a,S730c,S731b,S732c,S733a,S734c,S735c,S736b,S737a,S738a,S740c,S741c,S742a,S742b,S744a,S701a_pv,S701b_pv,S701c_pv,S712c_pv,S713c_pv,S714a_pv,S714b_pv,S718a_pv,S720c_pv,S722b_pv,S722c_pv,S724b_pv,S725b_pv,S727c_pv,S728_pv,S729a_pv,S730c_pv,S731b_pv,S732c_pv,S733a_pv,S734c_pv,S735c_pv,S736b_pv,S737a_pv,S738a_pv,S740c_pv,S741c_pv,S742a_pv,S742b_pv,S744a_pv
153.49809522939256,123.8209212253178,397.3932813104871,74.99819568539252,101.05802380335828,14.982539205759725,18.60818234789043,81.29812217547709,87.7879740103849,125.6255756956023,24.2703707089836,36.226675962530706,40.82327137152598,45.04356771845331,126.38585973152034,42.794883735036926,99.19690489349078,75.75535768195958,40.8214192145081,75.57888579619464,39.80921786860715,74.68260513211914,37.587793079661644,125.94423520071602,120.71726204948395,78.533414408869,41.07110485078629,8.11732184814919,81.72566754866192,37.49611735109003,104.847032637996,106.3296739901136,298.1912781592905,73.20198160339416,72.15569891626838,13.326277891785994,16.8523800927835,67.05428116242147,57.53112078395085,99.92535545995841,18.252354091663317,34.56116182087477,28.34609760980907,31.128154810660625,97.84140155765132,30.146645307750564,70.85249393914886,72.63108248473495,33.0213816763412,65.54641258841977,34.6824795212373,72.98161299857031,34.650818058144544,106.20963436099399,103.2204874450975,72.65531887354263,29.45681890913462,6.448277312793698,58.5507619809203,30.54557178585454
153.88886220125403,123.43708104466201,398.15553766434357,75.12904786034157,100.71781137726829,14.985799570850743,18.571139781203097,81.31279407879009,87.67224630438231,125.85892207521438,24.2044075959924,36.30111216497534,40.773836361402225,44.9358063348825,126.14846699550162,42.76472786838144,99.4265230593086,75.78549334175355,40.816707793043044,75.44584534128266,39.671759962705146,74.71076784195684,37.58642916829235,125.97387704262812,120.76712077047672,78.56623553480868,41.11597657291245,8.100267696060266,81.88775009359397,37.52907468220488,104.98678742669003,106.4216198531439,298.1677612355467,73.21591398265203,72.09878116318065,13.315141651440863,16.85762410178046,67.0868703127814,57.43644213538342,99.81326948502581,18.275255008725164,34.5888477798733,28.36780135277405,31.149725567132652,97.8562072341127,30.147474693620385,70.82241260590934,72.67380141231848,33.02248342360897,65.65860533224088,34.76153129377193,73.00315700169205,34.60066216753249,106.27928716930691,103.25043484389825,72.65267507634498,29.4343006988887,6.454909253246106,58.564720802563095,30.56593606138876
154.29690741376336,123.62831577493287,397.34574947639413,75.11235614009033,100.75585282573928,14.967990560624026,18.565200155182872,82.14928903955037,87.66005567407801,125.74754610106689,24.16038225098465,36.311383364081124,40.87186306758234,44.80670259393019,126.07498701974832,42.74497776675449,99.33314040521267,75.97038692931173,40.82347664076552,75.5307217307639,39.52738000996572,74.78835908014578,37.63603595988265,126.1550893829694,121.32358082522356,78.55884965046523,41.12364122103411,8.110115002987264,81.91550486903397,37.58666665545422,105.2758510610953,106.6900029153416,298.1427737311669,73.28697906327524,72.06854203578102,13.318155115482355,16.86673183111417,67.05839729831912,57.324267103592874,99.64793796752868,18.306535912171917,34.59638426372425,28.34616071392907,31.158300484223755,97.78090691423931,30.14565017393268,70.8444506424862,72.68258032666087,33.00029585542891,65.70521470918212,34.84748548857342,72.91820734977408,34.569913643843975,106.17911899472068,103.38598585989823,72.66794112229024,29.411082376778985,6.461086122978443,58.66118726742235,30.57911990557101
154.58360870236285,123.88034952984195,396.4466866110585,75.0555688713981,100.50430202922561,14.987306181407142,18.558113841450847,81.79251489942638,87.91194677907829,125.53785728504921,24.125412737087256,36.46317315809638,40.817468717570534,44.84985787031084,126.13064754235346,42.65147472502302,99.1951536052642,75.87407681871375,40.870274851816674,75.54123862263025,39.57360178001286,74.81067907210125,37.60664372753026,126.3436416517005,121.36912374349147,78.62395988171816,41.1310859552413,8.14209775716047,81.96594019959116,37.426312231759695,105.32101917945111,107.17596466084012,298.0038358089485,73.33286820428937,72.00378696787092,13.33356847954608,16.869993551089077,67.01881676962856,57.25584761699356,99.63835469706692,18.31953125723752,34.58506205698171,28.314319600402246,31.12725582311801,97.81937783345901,30.14838625244762,70.88272602918076,72.66719447914197,33.01959850864218,65.73534574569545,34.88770745682726,72.89278716874887,34.58497700276444,106.26082095720182,103.39235655417245,72.67261666252193,29.39874700227467,6.472420737914611,58.7064943890837,30.582642963958666
154.51787230405893,123.92307631110589,395.4275833044604,74.82698878944777,100.67655308465322,15.00172943622294,18.53205751498941,81.90533592308208,87.8291457284036,125.38519254291732,24.103556604119824,36.38067239620601,40.93869179450321,44.86091430059472,125.9707232775104,42.62138335352448,99.13578457909269,75.61342834364815,40.937031142727804,75.63457884712393,39.56692830511291,74.5608074825849,37.57461890963823,125.62784877565483,121.41088060864523,78.78740189170931,41.22313809189522,8.143191574800678,81.96163587877405,37.417157940329695,105.29318780461784,107.5627488696534,298.13976299820115,73.30971419888493,71.97196655321896,13.33849210590857,16.90054870987416,66.94958028981547,57.201258896659084,99.72411754811013,18.32793221091619,34.55822022671341,28.286318630693128,31.111445762836,97.91218789918709,30.10712735922211,70.89643346258755,72.59420246649296,33.08587439958344,65.76622187946776,34.92635897213322,72.9583609491816,34.619464276728884,106.59982148943102,103.3641431486877,72.74713557697267,29.372331623180987,6.475503084337437,58.76882975738233,30.58960325922829
154.47094986907206,123.96913727877661,395.11255302934154,75.01493159417645,101.02456747148499,14.991122526503439,18.511177342563357,82.13603364940462,87.77397337852143,125.53894243038062,24.16086567312265,36.31029111914046,40.948180668145596,44.89604938301977,125.93531602115411,42.60919408125133,99.03406291944265,75.69813384330847,40.94585358886367,75.69704977239324,39.62635555849411,74.62629217975346,37.60676906566515,125.49708444662899,121.40892898786632,78.79455485804708,41.241121898980914,8.141086124354906,81.902848920386,37.39079185744953,105.16172476414106,107.84057432210695,298.42758326580554,73.33385354049997,72.00714272111675,13.338006742020596,16.931499662885976,66.87230419556865,57.19426003417355,99.7003662231027,18.33654090811394,34.57782765176665,28.24239600907605,31.11939478859766,97.9836676730913,30.079599915254423,71.02484203459946,72.49712539986062,33.09653917059691,65.74985113538602,34.974855725540834,72.9823335810944,34.62932539620437,106.68875588370844,103.30196611534494,72.78680460674713,29.359351197971392,6.478006594704521,58.83288056810529,30.569564006503626
154.4376654107372,124.2434501846354,394.95393984710284,74.94619672386533,101.25678870121183,14.945139162123782,18.523780757705193,82.0723317501083,87.81590391286356,125.64536538173094,24.197562767424323,36.238590678624526,41.007681646289186,44.933031327130365,125.74641254165573,42.65861122336825,99.01479616986721,75.71293877594776,40.747025473073265,75.77777666536366,39.73229298828086,74.66770639118917,37.65012692355389,125.75556499990847,121.49607200853563,78.69289647316357,41.37102748054436,8.132898562576223,81.90416548995908,37.39945940780115,104.8689935976801,108.04865380690075,298.5585219366664,73.30553443552756,71.93525917061541,13.340809372805051,16.96694439641006,66.87282986572917,57.18075946100105,99.73342062381734,18.331976516090613,34.62546780073634,28.22902765392817,31.146093049637123,98.08364137466046,30.080685571643674,71.15491393854896,72.37638004166651,33.08810761308875,65.79265213259761,34.980075366856866,73.027641433857,34.60344013075292,106.77607255014524,103.19686980549126,72.83390154407286,29.373700527530783,6.472909368265162,58.86255677077495,30.569010250040947
154.80674207273225,124.3086119897701,395.07753953878364,74.89822465665144,101.38435278708185,14.948338709873255,18.5599860621015,81.99962073850207,87.8479958121787,125.68038957105078,24.155582189115297,36.12493956186433,41.03307986801777,44.98522413681401,125.61285348595378,42.84689166745424,99.0072735702049,75.63140462381695,40.69300630426483,75.8298625268609,39.74729138388973,74.97318427773583,37.60926820284147,125.89571014192471,121.50245253115865,78.9458535272981,41.405890489751314,8.118539162252022,81.87599617616488,37.39452124423133,104.71205181595239,108.24961111013684,298.72681222665227,73.38666858417433,71.83645957435215,13.341667736066517,16.994236020160013,66.86493648552204,57.290798287588714,99.68390040822017,18.34391003171383,34.63587151688969,28.19741388048934,31.174329774081322,98.11678970213944,30.122287857523062,71.30387103116902,72.30892957274293,33.09311461225515,65.91450652680435,35.02595298405434,72.99273556629524,34.59550579117235,106.83021179881095,103.25513556679368,72.82169918025366,29.344377243680185,6.465068230001414,58.938997541631615,30.586560555594616
154.98157042969402,124.21665601575913,395.51661033648026,74.95485657625707,101.58982330756875,14.973281299498112,18.5830473490586,81.93471705184182,88.28800639681918,125.81781323118358,24.150026844419337,36.18314463695483,41.103256019076525,45.026732282035404,125.54081811045867,42.913311484493164,98.86361059328885,75.65673073299467,40.63145969113313,75.92179972572535,39.77816708122163,74.98549597067567,37.634614025838914,126.13905484154355,121.427689570568,78.9480414408876,41.421406141453886,8.122069671922757,81.84527277892066,37.46786626005333,104.55684803552414,108.51886644324357,298.7866499358638,73.5406676844701,71.71090644522397,13.355348358043718,17.016376201971354,66.84628734009105,57.33664037591687,99.63794027149748,18.37788473818701,34.64753711908821,28.203046606002133,31.170545502520525,98.09792708260765,30.127264669613712,71.41856454195282,72.30284658746126,33.06764947124527,65.92045308090776,35.09322090936416,72.93501596207639,34.57542332831177,106.87341745315578,103.33405480085355,72.93478672279097,29.304074162024552,6.465626246474137,59.01998678981208,30.60126007160094
155.11661135062192,124.09855783460097,393.9988476387251,75.10929713872416,101.61071165483233,14.9641567516483,18.599596488897674,81.86544437390116,88.51066923349285,126.1051576320749,24.176775617559027,36.15722280913242,41.166426627800455,45.01063012533374,125.44130144130149,42.909456143310976,98.52155981020655,75.78696425855445,40.510641699814094,75.89172782338618,39.77184363622405,75.04754303551591,37.6542154467097,125.87914538803976,121.38654719756282,79.1944031045691,41.384587655270835,8.142521391161408,81.46988305944859,37.404046144692714,104.15386302098398,108.69125617701309,298.6760805804155,73.62425930229838,71.53658932231819,13.362631032577383,17.038695389712036,66.85176212419053,57.46416207741047,99.5518437004451,18.37954272049865,34.64079724802696,28.186638210614518,31.167879117376565,98.11609510340723,30.145301067960222,71.5116090307894,72.24457645615462,33.08065960698382,65.95765906330631,35.15487830917108,72.98762794840982,34.59828799179493,106.80788514456545,103.38287379366048,72.91156976183933,29.25285757605906,6.472307733722921,59.08453799543455,30.600317304962985
