1,8.78
2,8.56
3,8.28
4,8.06
5,7.78
6,7.67
7,7.72
8,7.72
9,8.00
10,8.89
11,9.72
12,10.33
13,10.89
14,11.33
15,11.67
16,11.83
17,11.61
18,11.06
19,10.61
20,10.28
21,9.94
22,9.72
23,9.39
24,9.11
25,8.83
26,8.67
27,8.33
28,8.17
29,7.89
30,7.78
31,7.78
32,7.78
33,8.06
34,8.94
35,9.78
36,10.44
37,10.94
38,11.39
39,11.72
40,11.89
41,11.72
42,11.11
43,10.72
44,10.33
45,10.00
46,9.78
47,9.44
48,9.22
49,8.89
50,8.72
51,8.39
52,8.22
53,7.94
54,7.83
55,7.83
56,7.83
57,8.11
58,9.00
59,9.83
60,10.44
61,11.00
62,11.44
63,11.78
64,11.94
65,11.78
66,11.22
67,10.72
68,10.39
69,10.06
70,9.78
71,9.50
72,9.22
73,8.94
74,8.72
75,8.44
76,8.28
77,8.00
78,7.89
79,7.83
80,7.83
81,8.11
82,9.06
83,9.83
84,10.50
85,11.06
86,11.50
87,11.83
88,12.00
89,11.83
90,11.22
91,10.78
92,10.39
93,10.06
94,9.78
95,9.50
96,9.22
97,8.89
98,8.72
99,8.39
100,8.28
101,8.00
102,7.83
103,7.83
104,7.83
105,8.11
106,9.06
107,9.83
108,10.50
109,11.11
110,11.56
111,11.89
112,12.11
113,11.94
114,11.33
115,10.83
116,10.44
117,10.11
118,9.83
119,9.50
120,9.28
121,8.94
122,8.72
123,8.39
124,8.28
125,8.00
126,7.83
127,7.83
128,7.83
129,8.11
130,9.06
131,9.83
132,10.56
133,11.17
134,11.61
135,11.94
136,12.11
137,12.00
138,11.33
139,10.89
140,10.44
141,10.11
142,9.89
143,9.56
144,9.28
145,8.94
146,8.72
147,8.39
148,8.22
149,7.94
150,7.83
151,7.78
152,7.78
153,8.06
154,9.00
155,9.78
156,10.50
157,11.06
158,11.56
159,11.94
160,12.11
161,12.00
162,11.33
163,10.83
164,10.44
165,10.11
166,9.83
167,9.50
168,9.22
169,8.89
170,8.67
171,8.33
172,8.17
173,7.94
174,7.83
175,7.78
176,7.78
177,8.06
178,9.00
179,9.78
180,10.50
181,11.11
182,11.61
183,11.94
184,12.17
185,12.00
186,11.39
187,10.89
188,10.44
189,10.11
190,9.83
191,9.50
192,9.28
193,8.89
194,8.67
195,8.39
196,8.22
197,8.00
198,7.89
199,7.78
200,7.83
201,8.11
202,9.00
203,9.83
204,10.56
205,11.11
206,11.61
207,12.00
208,12.22
209,12.06
210,11.44
211,10.89
212,10.50
213,10.17
214,9.83
215,9.56
216,9.28
217,8.94
218,8.72
219,8.39
220,8.28
221,8.06
222,7.94
223,7.83
224,7.83
225,8.11
226,9.06
227,9.83
228,10.56
229,11.11
230,11.61
231,12.00
232,12.28
233,12.11
234,11.50
235,10.94
236,10.56
237,10.22
238,9.89
239,9.61
240,9.33
241,8.94
242,8.78
243,8.44
244,8.28
245,8.06
246,7.94
247,7.83
248,7.83
249,8.17
250,9.06
251,9.89
252,10.61
253,11.17
254,11.67
255,12.11
256,12.33
257,12.17
258,11.56
259,11.00
260,10.61
261,10.22
262,9.94
263,9.67
264,9.39
265,9.00
266,8.83
267,8.44
268,8.28
269,8.11
270,7.94
271,7.89
272,7.89
273,8.17
274,9.06
275,9.89
276,10.61
277,11.22
278,11.78
279,12.17
280,12.39
281,12.28
282,11.61
283,11.00
284,10.61
285,10.22
286,9.94
287,9.67
288,9.44
289,9.00
290,8.83
291,8.44
292,8.28
293,8.11
294,7.94
295,7.83
296,7.89
297,8.17
298,9.06
299,9.94
300,10.61
301,11.22
302,11.78
303,12.17
304,12.44
305,12.28
306,11.67
307,11.06
308,10.67
309,10.28
310,10.00
311,9.72
312,9.44
313,9.11
314,8.89
315,8.50
316,8.33
317,8.17
318,8.06
319,7.89
320,7.94
321,8.22
322,9.17
323,10.00
324,10.67
325,11.28
326,11.83
327,12.22
328,12.50
329,12.33
330,11.72
331,11.11
332,10.72
333,10.33
334,10.06
335,9.72
336,9.44
337,9.11
338,8.89
339,8.50
340,8.33
341,8.17
342,8.06
343,7.89
344,7.94
345,8.22
346,9.17
347,10.00
348,10.72
349,11.33
350,11.89
351,12.28
352,12.56
353,12.39
354,11.78
355,11.17
356,10.72
357,10.39
358,10.06
359,9.78
360,9.44
361,9.11
362,8.89
363,8.50
364,8.33
365,8.11
366,8.00
367,7.89
368,7.94
369,8.22
370,9.17
371,10.00
372,10.72
373,11.33
374,11.89
375,12.28
376,12.56
377,12.44
378,11.83
379,11.17
380,10.72
381,10.39
382,10.06
383,9.78
384,9.44
385,9.11
386,8.89
387,8.50
388,8.33
389,8.11
390,8.00
391,7.89
392,7.94
393,8.28
394,9.22
395,10.06
396,10.78
397,11.39
398,11.94
399,12.33
400,12.61
401,12.44
402,11.89
403,11.17
404,10.72
405,10.39
406,10.11
407,9.78
408,9.44
409,9.11
410,8.89
411,8.50
412,8.33
413,8.11
414,8.00
415,7.89
416,7.94
417,8.28
418,9.22
419,10.06
420,10.78
421,11.39
422,11.94
423,12.33
424,12.61
425,12.50
426,11.89
427,11.17
428,10.78
429,10.44
430,10.11
431,9.78
432,9.44
433,9.17
434,8.94
435,8.56
436,8.39
437,8.17
438,8.06
439,8.00
440,8.06
441,8.33
442,9.28
443,10.17
444,10.83
445,11.44
446,12.00
447,12.39
448,12.67
449,12.50
450,11.94
451,11.22
452,10.78
453,10.44
454,10.17
455,9.83
456,9.50
457,9.22
458,9.00
459,8.61
460,8.39
461,8.17
462,8.11
463,8.00
464,8.06
465,8.39
466,9.33
467,10.17
468,10.89
469,11.50
470,12.06
471,12.44
472,12.72
473,12.56
474,12.00
475,11.28
476,10.83
477,10.50
478,10.17
479,9.89
480,9.56
481,9.22
482,9.00
483,8.67
484,8.39
485,8.22
486,8.11
487,8.06
488,8.11
489,8.39
490,9.33
491,10.22
492,10.89
493,11.50
494,12.06
495,12.44
496,12.72
497,12.61
498,12.00
499,11.33
500,10.83
501,10.50
502,10.22
503,9.89
504,9.56
505,9.28
506,9.06
507,8.72
508,8.44
509,8.28
510,8.17
511,8.11
512,8.17
513,8.44
514,9.44
515,10.28
516,11.00
517,11.61
518,12.17
519,12.56
520,12.89
521,12.72
522,12.11
523,11.39
524,10.89
525,10.56
526,10.28
527,9.94
528,9.61
529,9.33
530,9.11
531,8.72
532,8.44
533,8.28
534,8.17
535,8.11
536,8.17
537,8.44
538,9.44
539,10.33
540,11.06
541,11.67
542,12.22
543,12.61
544,12.94
545,12.78
546,12.17
547,11.39
548,10.94
549,10.56
550,10.28
551,9.94
552,9.61
553,9.33
554,9.06
555,8.67
556,8.44
557,8.22
558,8.17
559,8.06
560,8.17
561,8.44
562,9.44
563,10.33
564,11.06
565,11.67
566,12.22
567,12.67
568,12.94
569,12.83
570,12.17
571,11.39
572,10.94
573,10.61
574,10.28
575,9.94
576,9.61
577,9.33
578,9.06
579,8.72
580,8.44
581,8.22
582,8.17
583,8.06
584,8.17
585,8.44
586,9.50
587,10.39
588,11.11
589,11.72
590,12.28
591,12.72
592,13.00
593,12.89
594,12.22
595,11.44
596,10.94
597,10.61
598,10.33
599,9.94
600,9.67
601,9.39
602,9.11
603,8.72
604,8.50
605,8.28
606,8.22
607,8.11
608,8.22
609,8.50
610,9.61
611,10.44
612,11.17
613,11.78
614,12.33
615,12.72
616,13.06
617,12.94
618,12.28
619,11.50
620,11.00
621,10.67
622,10.39
623,10.00
624,9.67
625,9.39
626,9.11
627,8.78
628,8.50
629,8.28
630,8.22
631,8.11
632,8.22
633,8.56
634,9.67
635,10.50
636,11.22
637,11.83
638,12.39
639,12.83
640,13.11
641,13.00
642,12.39
643,11.61
644,11.06
645,10.72
646,10.44
647,10.06
648,9.78
649,9.44
650,9.17
651,8.83
652,8.56
653,8.33
654,8.28
655,8.17
656,8.33
657,8.61
658,9.72
659,10.61
660,11.28
661,11.94
662,12.44
663,12.94
664,13.22
665,13.17
666,12.50
667,11.67
668,11.11
669,10.78
670,10.50
671,10.17
672,9.83
673,9.56
674,9.22
675,8.83
676,8.56
677,8.33
678,8.28
679,8.17
680,8.33
681,8.61
682,9.78
683,10.67
684,11.39
685,12.00
686,12.56
687,13.00
688,13.33
689,13.28
690,12.56
691,11.72
692,11.17
693,10.83
694,10.56
695,10.17
696,9.89
697,9.61
698,9.28
699,8.89
700,8.56
701,8.39
702,8.28
703,8.22
704,8.33
705,8.67
706,9.78
707,10.67
708,11.39
709,12.00
710,12.56
711,13.06
712,13.39
713,13.33
714,12.67
715,11.78
716,11.28
717,10.89
718,10.67
719,10.28
720,9.94
721,9.67
722,9.33
723,8.94
724,8.67
725,8.50
726,8.39
727,8.33
728,8.44
729,8.72
730,9.89
731,10.78
732,11.50
733,12.11
734,12.61
735,13.17
736,13.44
737,13.39
738,12.72
739,11.89
740,11.33
741,11.00
742,10.72
743,10.28
744,10.00
745,9.72
746,9.39
747,9.00
748,8.72
749,8.56
750,8.44
751,8.33
752,8.44
753,8.78
754,9.94
755,10.78
756,11.50
757,12.17
758,12.67
759,13.17
760,13.50
761,13.44
762,12.78
763,11.89
764,11.39
765,11.00
766,10.72
767,10.33
768,10.06
769,9.72
