CHO,2017-01-01 00:00,M
CHO,2017-01-01 00:05,M
CHO,2017-01-01 00:10,M
CHO,2017-01-01 00:15,M
CHO,2017-01-01 00:20,M
CHO,2017-01-01 00:25,M
CHO,2017-01-01 00:30,M
CHO,2017-01-01 00:35,M
CHO,2017-01-01 00:40,M
CHO,2017-01-01 00:45,M
CHO,2017-01-01 00:50,M
CHO,2017-01-01 00:53,44.10
CHO,2017-01-01 00:55,M
CHO,2017-01-01 01:00,M
CHO,2017-01-01 01:05,M
CHO,2017-01-01 01:10,M
CHO,2017-01-01 01:15,M
CHO,2017-01-01 01:20,M
CHO,2017-01-01 01:25,M
CHO,2017-01-01 01:30,M
CHO,2017-01-01 01:35,M
CHO,2017-01-01 01:40,M
CHO,2017-01-01 01:45,M
CHO,2017-01-01 01:50,M
CHO,2017-01-01 01:53,44.10
CHO,2017-01-01 01:55,M
CHO,2017-01-01 02:00,M
CHO,2017-01-01 02:05,M
CHO,2017-01-01 02:10,M
CHO,2017-01-01 02:15,M
CHO,2017-01-01 02:20,M
CHO,2017-01-01 02:25,M
CHO,2017-01-01 02:30,M
CHO,2017-01-01 02:35,M
CHO,2017-01-01 02:40,M
CHO,2017-01-01 02:45,M
CHO,2017-01-01 02:50,M
CHO,2017-01-01 02:53,43.00
CHO,2017-01-01 02:55,M
CHO,2017-01-01 03:00,M
CHO,2017-01-01 03:05,M
CHO,2017-01-01 03:10,M
CHO,2017-01-01 03:15,M
CHO,2017-01-01 03:20,M
CHO,2017-01-01 03:25,M
CHO,2017-01-01 03:30,M
CHO,2017-01-01 03:35,M
CHO,2017-01-01 03:40,M
CHO,2017-01-01 03:45,M
CHO,2017-01-01 03:50,M
CHO,2017-01-01 03:53,42.10
CHO,2017-01-01 03:55,M
CHO,2017-01-01 04:00,M
CHO,2017-01-01 04:05,M
CHO,2017-01-01 04:10,M
CHO,2017-01-01 04:15,M
CHO,2017-01-01 04:20,M
CHO,2017-01-01 04:25,M
CHO,2017-01-01 04:30,M
CHO,2017-01-01 04:35,M
CHO,2017-01-01 04:40,M
CHO,2017-01-01 04:45,M
CHO,2017-01-01 04:50,M
CHO,2017-01-01 04:53,41.00
CHO,2017-01-01 04:55,M
CHO,2017-01-01 05:00,M
CHO,2017-01-01 05:05,M
CHO,2017-01-01 05:10,M
CHO,2017-01-01 05:15,M
CHO,2017-01-01 05:20,M
CHO,2017-01-01 05:25,M
CHO,2017-01-01 05:30,M
CHO,2017-01-01 05:35,M
CHO,2017-01-01 05:40,M
CHO,2017-01-01 05:45,M
CHO,2017-01-01 05:50,M
CHO,2017-01-01 05:53,42.10
CHO,2017-01-01 05:55,M
CHO,2017-01-01 06:00,M
CHO,2017-01-01 06:05,M
CHO,2017-01-01 06:10,M
CHO,2017-01-01 06:15,M
CHO,2017-01-01 06:20,M
CHO,2017-01-01 06:25,M
CHO,2017-01-01 06:30,M
CHO,2017-01-01 06:35,M
CHO,2017-01-01 06:40,M
CHO,2017-01-01 06:45,M
CHO,2017-01-01 06:50,M
CHO,2017-01-01 06:53,39.90
CHO,2017-01-01 06:55,M
CHO,2017-01-01 07:00,M
CHO,2017-01-01 07:05,M
CHO,2017-01-01 07:10,M
CHO,2017-01-01 07:15,M
CHO,2017-01-01 07:20,M
CHO,2017-01-01 07:25,M
CHO,2017-01-01 07:30,M
CHO,2017-01-01 07:35,M
CHO,2017-01-01 07:40,M
CHO,2017-01-01 07:45,M
CHO,2017-01-01 07:50,M
CHO,2017-01-01 07:53,41.00
CHO,2017-01-01 07:55,M
CHO,2017-01-01 08:00,M
CHO,2017-01-01 08:05,M
CHO,2017-01-01 08:10,M
CHO,2017-01-01 08:15,M
CHO,2017-01-01 08:20,M
CHO,2017-01-01 08:25,M
CHO,2017-01-01 08:30,M
CHO,2017-01-01 08:35,M
CHO,2017-01-01 08:40,M
CHO,2017-01-01 08:45,M
CHO,2017-01-01 08:50,M
CHO,2017-01-01 08:53,39.90
CHO,2017-01-01 08:55,M
CHO,2017-01-01 09:00,M
CHO,2017-01-01 09:05,M
CHO,2017-01-01 09:10,M
CHO,2017-01-01 09:15,M
CHO,2017-01-01 09:20,M
CHO,2017-01-01 09:25,M
CHO,2017-01-01 09:30,M
CHO,2017-01-01 09:35,M
CHO,2017-01-01 09:40,M
CHO,2017-01-01 09:45,M
CHO,2017-01-01 09:50,M
CHO,2017-01-01 09:53,41.00
CHO,2017-01-01 09:55,M
CHO,2017-01-01 10:00,M
CHO,2017-01-01 10:05,M
CHO,2017-01-01 10:10,M
CHO,2017-01-01 10:15,M
CHO,2017-01-01 10:20,M
CHO,2017-01-01 10:25,M
CHO,2017-01-01 10:30,M
CHO,2017-01-01 10:35,M
CHO,2017-01-01 10:40,M
CHO,2017-01-01 10:45,M
CHO,2017-01-01 10:50,M
CHO,2017-01-01 10:53,37.90
CHO,2017-01-01 10:55,M
CHO,2017-01-01 11:00,M
CHO,2017-01-01 11:05,M
CHO,2017-01-01 11:10,M
CHO,2017-01-01 11:15,M
CHO,2017-01-01 11:20,M
CHO,2017-01-01 11:25,M
CHO,2017-01-01 11:30,M
CHO,2017-01-01 11:35,M
CHO,2017-01-01 11:40,M
CHO,2017-01-01 11:45,M
CHO,2017-01-01 11:50,M
CHO,2017-01-01 11:53,39.90
CHO,2017-01-01 11:55,M
CHO,2017-01-01 12:00,M
CHO,2017-01-01 12:05,M
CHO,2017-01-01 12:10,M
CHO,2017-01-01 12:15,M
CHO,2017-01-01 12:20,M
CHO,2017-01-01 12:25,M
CHO,2017-01-01 12:30,M
CHO,2017-01-01 12:35,M
CHO,2017-01-01 12:40,M
CHO,2017-01-01 12:45,M
CHO,2017-01-01 12:50,M
CHO,2017-01-01 12:53,37.90
CHO,2017-01-01 12:55,M
CHO,2017-01-01 13:00,M
CHO,2017-01-01 13:05,M
CHO,2017-01-01 13:10,M
CHO,2017-01-01 13:15,M
CHO,2017-01-01 13:20,M
CHO,2017-01-01 13:25,M
CHO,2017-01-01 13:30,M
CHO,2017-01-01 13:35,M
CHO,2017-01-01 13:40,M
CHO,2017-01-01 13:45,M
CHO,2017-01-01 13:50,M
CHO,2017-01-01 13:53,41.00
CHO,2017-01-01 13:55,M
CHO,2017-01-01 14:00,M
CHO,2017-01-01 14:05,M
CHO,2017-01-01 14:10,M
CHO,2017-01-01 14:15,M
CHO,2017-01-01 14:20,M
CHO,2017-01-01 14:25,M
CHO,2017-01-01 14:30,M
CHO,2017-01-01 14:35,M
CHO,2017-01-01 14:40,M
CHO,2017-01-01 14:45,M
CHO,2017-01-01 14:50,M
CHO,2017-01-01 14:53,46.00
CHO,2017-01-01 14:55,M
CHO,2017-01-01 15:00,M
CHO,2017-01-01 15:05,M
CHO,2017-01-01 15:10,M
CHO,2017-01-01 15:15,M
CHO,2017-01-01 15:20,M
CHO,2017-01-01 15:25,M
CHO,2017-01-01 15:30,M
CHO,2017-01-01 15:35,M
CHO,2017-01-01 15:40,M
CHO,2017-01-01 15:45,M
CHO,2017-01-01 15:50,M
CHO,2017-01-01 15:53,51.10
CHO,2017-01-01 15:55,M
CHO,2017-01-01 16:00,M
CHO,2017-01-01 16:05,M
CHO,2017-01-01 16:10,M
CHO,2017-01-01 16:15,M
CHO,2017-01-01 16:20,M
CHO,2017-01-01 16:25,M
CHO,2017-01-01 16:30,M
CHO,2017-01-01 16:35,M
CHO,2017-01-01 16:40,M
CHO,2017-01-01 16:45,M
CHO,2017-01-01 16:50,M
CHO,2017-01-01 16:53,55.00
CHO,2017-01-01 16:55,M
CHO,2017-01-01 17:00,M
CHO,2017-01-01 17:05,M
CHO,2017-01-01 17:10,M
CHO,2017-01-01 17:15,M
CHO,2017-01-01 17:20,M
CHO,2017-01-01 17:25,M
CHO,2017-01-01 17:30,M
CHO,2017-01-01 17:35,M
CHO,2017-01-01 17:40,M
CHO,2017-01-01 17:45,M
CHO,2017-01-01 17:50,M
CHO,2017-01-01 17:53,55.90
CHO,2017-01-01 17:55,M
CHO,2017-01-01 18:00,M
CHO,2017-01-01 18:05,M
CHO,2017-01-01 18:10,M
CHO,2017-01-01 18:15,M
CHO,2017-01-01 18:20,M
CHO,2017-01-01 18:25,M
CHO,2017-01-01 18:30,M
CHO,2017-01-01 18:35,M
CHO,2017-01-01 18:40,M
