# currDump.csv run at 2000-01-01 00:00:00 PST on 675 links,,,,,,,
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag,avg_real_curr
16286,0,0,-0.007862,-0.01227,0,0,-0.00262066666666667
57760,0,0,-0.007862,-0.01227,0,0,-0.00262066666666667
F7516,0,0,-0.007862,-0.01227,0,0,-0.00262066666666667
57765,0,0,-0.007862,-0.01227,0,0,-0.00262066666666667
T62462166454,0,0,-0.007862,-0.01227,0,0,-0.00262066666666667
16490,0,0,0,0,-1.457745,2.589638,-0.485915
F7517,0,0,0,0,-1.457745,2.589638,-0.485915
17035,0,0,0,0,-1.457745,2.589638,-0.485915
T62462169469,0,0,0,0,-0.302034,0.536641,-0.100678
16309,0,0,0,0,-1.15571,2.052997,-0.385236666666667
17023,0,0,0,0,-1.15571,2.052997,-0.385236666666667
T62462170743,0,0,0,0,-0.299443,0.532102,-0.0998143333333333
17147,0,0,0,0,-0.856267,1.520895,-0.285422333333333
57761,0,0,0,0,-0.605161,1.074472,-0.201720333333333
F7515,0,0,0,0,-0.605161,1.074472,-0.201720333333333
57781,0,0,0,0,-0.605161,1.074472,-0.201720333333333
T62462110060,0,0,0,0,-0.605161,1.074472,-0.201720333333333
16738,0,0,0,0,-0.251106,0.446423,-0.083702
T62462168870,0,0,0,0,-0.251106,0.446423,-0.083702
17189,0,0,0,0,0,0,0
17205,0,0,0,0,0,0,0
17188,0,0,0,0,0,0,0
17422,2.047428,-0.008546,0,0,-6.435278,11.450421,-1.46261666666667
T62462173272,2.047428,-0.008546,0,0,0,0,0.682476
17095,0,0,0,0,0,0,0
SW1421-Bx1,0,0,0,0,0,0,0
SW1421-Ax1,0,0,0,0,0,0,0
17091,0,0,0,0,0,0,0
57769,0,0,0,0,0,0,0
F5640,0,0,0,0,0,0,0
17421,0,0,0,0,-6.435278,11.450421,-2.14509266666667
67782,0,0,0,0,-6.435278,11.450421,-2.14509266666667
R1203,0,0,0,0,-6.435278,11.450421,-2.14509266666667
67783,0,0,0,0,-6.435278,11.450421,-2.14509266666667
17105,0,0,0,0,-6.435278,11.450421,-2.14509266666667
17366,0,0,0,0,-1.581633,2.817969,-0.527211
17231,0,0,0,0,-1.581633,2.817969,-0.527211
17279,0,0,0,0,-1.581633,2.817969,-0.527211
17143,0,0,0,0,-1.581633,2.817969,-0.527211
16894,0,0,0,0,-1.581633,2.817969,-0.527211
16074,0,0,0,0,-1.581633,2.817969,-0.527211
16678,0,0,0,0,-1.209974,2.15762,-0.403324666666667
16390,0,0,0,0,-1.209974,2.15762,-0.403324666666667
T62462223734,0,0,0,0,-0.006812,0.013483,-0.00227066666666667
14901,0,0,0,0,-1.203162,2.144137,-0.401054
T62462222618,0,0,0,0,-0.007675,0.015013,-0.00255833333333333
16222,0,0,0,0,-0.194545,0.349086,-0.0648483333333333
F8885,0,0,0,0,-0.194545,0.349086,-0.0648483333333333
16223,0,0,0,0,-0.194545,0.349086,-0.0648483333333333
T62462222900,0,0,0,0,-0.154038,0.274472,-0.051346
16213,0,0,0,0,-0.040507,0.074614,-0.0135023333333333
16204,0,0,0,0,-0.033931,0.061549,-0.0113103333333333
T62462161089,0,0,0,0,-0.033931,0.061549,-0.0113103333333333
T62462221998,0,0,0,0,-0.006576,0.013065,-0.002192
16100,0,0,0,0,-0.795719,1.413419,-0.265239666666667
T62462220516,0,0,0,0,-0.795719,1.413419,-0.265239666666667
15632,0,0,0,0,-0.205222,0.366619,-0.0684073333333333
16021,0,0,0,0,-0.205222,0.366619,-0.0684073333333333
15141,0,0,0,0,-0.205222,0.366619,-0.0684073333333333
T62462219856,0,0,0,0,-0.043831,0.079097,-0.0146103333333333
15888,0,0,0,0,-0.161391,0.287522,-0.053797
15820,0,0,0,0,-0.161391,0.287522,-0.053797
15674,0,0,0,0,-0.161391,0.287522,-0.053797
T62462156117,0,0,0,0,-0.161391,0.287522,-0.053797
16766,0,0,0,0,-0.371659,0.660349,-0.123886333333333
16774,0,0,0,0,-0.371659,0.660349,-0.123886333333333
T62462166024,0,0,0,0,-0.371659,0.660349,-0.123886333333333
17106,0,0,0,0,-4.853644,8.632452,-1.61788133333333
17104,0,0,0,0,-4.853644,8.632452,-1.61788133333333
17450,0,0,0,0,-0.242474,0.4311,-0.0808246666666667
T62462174081,0,0,0,0,-0.242474,0.4311,-0.0808246666666667
17093,0,0,0,0,-4.61117,8.201352,-1.53705666666667
T62462233960,0,0,0,0,-0.264886,0.470928,-0.0882953333333333
17380,0,0,0,0,-0.061681,0.110709,-0.0205603333333333
T62462233819,0,0,0,0,-0.061681,0.110709,-0.0205603333333333
17240,0,0,0,0,-4.284603,7.619715,-1.428201
17194,0,0,0,0,-4.284603,7.619715,-1.428201
17054,0,0,0,0,-4.284603,7.619715,-1.428201
17290,0,0,0,0,-0.151033,0.269207,-0.0503443333333333
T62462231679,0,0,0,0,-0.151033,0.269207,-0.0503443333333333
17268,0,0,0,0,-3.411672,6.067002,-1.137224
T62462231545,0,0,0,0,-0.399862,0.710751,-0.133287333333333
17253,0,0,0,0,-3.011811,5.356251,-1.003937
17146,0,0,0,0,-2.648505,4.710324,-0.882835
17006,0,0,0,0,-0.219842,0.391344,-0.0732806666666667
16092,0,0,0,0,-0.219842,0.391344,-0.0732806666666667
T62462229741,0,0,0,0,-0.219842,0.391344,-0.0732806666666667
17013,0,0,0,0,-2.428663,4.31898,-0.809554333333333
16477,0,0,0,0,-2.428663,4.31898,-0.809554333333333
T62462229436,0,0,0,0,-0.110662,0.197684,-0.0368873333333333
16733,0,0,0,0,-2.318,4.121296,-0.772666666666667
T62462228465,0,0,0,0,-0.386738,0.687663,-0.128912666666667
16882,0,0,0,0,-1.931262,3.433633,-0.643754
T62462227457,0,0,0,0,-0.334669,0.595267,-0.111556333333333
16797,0,0,0,0,-1.124882,1.999737,-0.374960666666667
T62462226538,0,0,0,0,-0.536681,0.954081,-0.178893666666667
16781,0,0,0,0,-0.588201,1.045655,-0.196067
16622,0,0,0,0,-0.588201,1.045655,-0.196067
T62462224580,0,0,0,0,-0.588201,1.045655,-0.196067
16865,0,0,0,0,-0.471711,0.838628,-0.157237
T62462227535,0,0,0,0,-0.471711,0.838628,-0.157237
17252,0,0,0,0,-0.363306,0.645927,-0.121102
T62462230473,0,0,0,0,-0.363306,0.645927,-0.121102
17176,0,0,0,0,-0.721898,1.283506,-0.240632666666667
T62462232564,0,0,0,0,-0.168454,0.300109,-0.0561513333333333
17212,0,0,0,0,-0.553444,0.983397,-0.184481333333333
17082,0,0,0,0,-0.553444,0.983397,-0.184481333333333
T62462235631,0,0,0,0,-0.553444,0.983397,-0.184481333333333
18222,0.014525,-0.000739,0,0,0,0,0.00484166666666667
F7593,0.014525,-0.000739,0,0,0,0,0.00484166666666667
18203,0.014525,-0.000739,0,0,0,0,0.00484166666666667
T62463120010,0.014525,-0.000739,0,0,0,0,0.00484166666666667
19083,0,0,0,0,0,0,0
F7590,0,0,0,0,0,0,0
19043,0,0,0,0,0,0,0
18569,0.014545,-0.000722,0,0,0,0,0.00484833333333333
F7588,0.014545,-0.000722,0,0,0,0,0.00484833333333333
19396,0.014545,-0.000722,0,0,0,0,0.00484833333333333
T62463072330,0.014545,-0.000722,0,0,0,0,0.00484833333333333
19503,0,0,0,0,-0.315743,0.555775,-0.105247666666667
F5047,0,0,0,0,-0.315743,0.555775,-0.105247666666667
19502,0,0,0,0,-0.315743,0.555775,-0.105247666666667
T62463075357,0,0,0,0,-0.315743,0.555775,-0.105247666666667
19764,0,0,0,0,-0.905971,1.589419,-0.301990333333333
F7584,0,0,0,0,-0.905971,1.589419,-0.301990333333333
19776,0,0,0,0,-0.905971,1.589419,-0.301990333333333
T62463019150,0,0,0,0,-0.905971,1.589419,-0.301990333333333
19596,0,0,-0.037517,-0.060906,0,0,-0.0125056666666667
F7581,0,0,-0.037517,-0.060906,0,0,-0.0125056666666667
19599,0,0,-0.037517,-0.060906,0,0,-0.0125056666666667
19930,0,0,-0.007883,-0.012283,0,0,-0.00262766666666667
T62463020868,0,0,-0.007883,-0.012283,0,0,-0.00262766666666667
T62463020860,0,0,-0.021751,-0.03634,0,0,-0.00725033333333333
19915,0,0,-0.007883,-0.012283,0,0,-0.00262766666666667
19574,0,0,-0.007883,-0.012283,0,0,-0.00262766666666667
T62463018961,0,0,-0.007883,-0.012283,0,0,-0.00262766666666667
19658,0,0,0,0,-0.650099,1.13731,-0.216699666666667
F7580,0,0,0,0,-0.650099,1.13731,-0.216699666666667
19652,0,0,0,0,-0.650099,1.13731,-0.216699666666667
T62463021550,0,0,0,0,-0.650099,1.13731,-0.216699666666667
20208,0.622211,-0.012237,-0.196779,-0.327378,-3.910429,6.834262,-1.161666
T62463025910,0,0,-0.007886,-0.012284,0,0,-0.00262866666666667
20171,0.622211,-0.012237,-0.188893,-0.315094,-3.910429,6.834262,-1.159037
58198,0.59377,-0.011525,-0.188893,-0.315094,-3.910429,6.834262,-1.16851733333333
F7508,0.59377,-0.011525,-0.188893,-0.315094,-3.910429,6.834262,-1.16851733333333
58181,0.59377,-0.011525,-0.188893,-0.315094,-3.910429,6.834262,-1.16851733333333
T62474203073,0,0,-0.021761,-0.036345,0,0,-0.00725366666666667
58149,0,0,-0.036585,-0.060661,0,0,-0.012195
T62463022999,0,0,-0.021761,-0.036345,0,0,-0.00725366666666667
58119,0,0,-0.014824,-0.024315,0,0,-0.00494133333333333
T62463022938,0,0,-0.014824,-0.024315,0,0,-0.00494133333333333
58136,0.59377,-0.011525,-0.130547,-0.218088,-3.910429,6.834262,-1.14906866666667
T62474202166,0,0,0,0,-0.377417,0.659568,-0.125805666666667
58131,0.59377,-0.011525,-0.130547,-0.218088,-3.533012,6.174694,-1.023263
T62474202360,0,0,-0.007885,-0.012286,0,0,-0.00262833333333333
58134,0.59377,-0.011525,-0.122661,-0.205802,-3.533012,6.174694,-1.02063433333333
T62474202362,0.014567,-0.000705,0,0,0,0,0.00485566666666667
58135,0.579202,-0.01082,-0.122661,-0.205802,-3.533012,6.174694,-1.025490
58138,0.579202,-0.01082,-0.122661,-0.205802,-0.94742,1.65579,-0.163626333333333
58139,0.579202,-0.01082,-0.122661,-0.205802,-0.94742,1.65579,-0.163626333333333
T62474202471,0.02844,-0.000714,0,0,0,0,0.00948
58140,0.550763,-0.010106,-0.122661,-0.205802,-0.94742,1.65579,-0.173106
T62474202581,0.02844,-0.000714,0,0,0,0,0.00948
58141,0.522323,-0.009392,-0.122661,-0.205802,-0.94742,1.65579,-0.182586
58145,0.056184,-0.000733,-0.122661,-0.205802,-0.94742,1.65579,-0.337965666666667
T62474202681,0,0,-0.021758,-0.036348,0,0,-0.00725266666666667
58146,0.056184,-0.000733,-0.100903,-0.169455,-0.94742,1.65579,-0.330713
T62474202791,0,0,0,0,-0.270834,0.473711,-0.090278
58150,0.056184,-0.000733,-0.100903,-0.169455,-0.676586,1.182079,-0.240435
58176,0,0,-0.100903,-0.169455,-0.676586,1.182079,-0.259163
T62474204749,0,0,-0.028694,-0.048379,0,0,-0.00956466666666667
57977,0,0,-0.072209,-0.121076,-0.676586,1.182079,-0.249598333333333
T62474204859,0,0,0,0,-0.676586,1.182079,-0.225528666666667
57981,0,0,-0.072209,-0.121076,0,0,-0.0240696666666667
T62474204979,0,0,-0.014821,-0.024317,0,0,-0.00494033333333333
58183,0,0,-0.057388,-0.096759,0,0,-0.0191293333333333
T62474203987,0,0,-0.028694,-0.048379,0,0,-0.00956466666666667
58142,0,0,-0.028694,-0.048379,0,0,-0.00956466666666667
T62474202989,0,0,-0.028694,-0.048379,0,0,-0.00956466666666667
T62474203769,0.056184,-0.000733,0,0,0,0,0.018728
58144,0.466138,-0.008659,0,0,0,0,0.155379333333333
T62474203566,0.056185,-0.000733,0,0,0,0,0.0187283333333333
58177,0.409953,-0.007926,0,0,0,0,0.136651
T62474204575,0.056185,-0.000733,0,0,0,0,0.0187283333333333
57921,0.353768,-0.007193,0,0,0,0,0.117922666666667
T62474206505,0.02844,-0.000714,0,0,0,0,0.00948
58233,0.325328,-0.006478,0,0,0,0,0.108442666666667
T62474206624,0.014568,-0.000705,0,0,0,0,0.004856
58241,0.226134,-0.004325,0,0,0,0,0.075378
T62474206724,0.02844,-0.000714,0,0,0,0,0.00948
58243,0.197694,-0.003611,0,0,0,0,0.065898
T62474206824,0.02844,-0.000714,0,0,0,0,0.00948
57997,0.12694,-0.002172,0,0,0,0,0.0423133333333333
T62474206947,0.042313,-0.000724,0,0,0,0,0.0141043333333333
57911,0.084627,-0.001448,0,0,0,0,0.028209
T62474207936,0.056186,-0.000734,0,0,0,0,0.0187286666666667
58263,0.02844,-0.000714,0,0,0,0,0.00948
T62474208904,0.02844,-0.000714,0,0,0,0,0.00948
58242,0.042313,-0.000724,0,0,0,0,0.0141043333333333
T62474207830,0.042313,-0.000724,0,0,0,0,0.0141043333333333
58240,0.084626,-0.001448,0,0,0,0,0.0282086666666667
T62474207612,0.070059,-0.000743,0,0,0,0,0.023353
58260,0.014568,-0.000705,0,0,0,0,0.004856
T62474207437,0.014568,-0.000705,0,0,0,0,0.004856
58137,0,0,0,0,-2.585592,4.518904,-0.861864
58143,0,0,0,0,-2.585592,4.518904,-0.861864
T62474203356,0,0,0,0,-1.181953,2.065433,-0.393984333333333
58172,0,0,0,0,-1.403639,2.453471,-0.467879666666667
T62474204354,0,0,0,0,-1.403639,2.453471,-0.467879666666667
20172,0.028441,-0.000712,0,0,0,0,0.00948033333333333
T62474205022,0.028441,-0.000712,0,0,0,0,0.00948033333333333
20287,0.028443,-0.000712,0,0,0,0,0.009481
F6543,0.028443,-0.000712,0,0,0,0,0.009481
20288,0.028443,-0.000712,0,0,0,0,0.009481
T62463026955,0.028443,-0.000712,0,0,0,0,0.009481
20507,0.230363,-0.008449,0,0,-0.926685,1.616981,-0.232107333333333
20509,0.086039,-0.002821,0,0,0,0,0.0286796666666667
T62463028953,0.014571,-0.000702,0,0,0,0,0.004857
20423,0.071468,-0.002119,0,0,0,0,0.0238226666666667
T62474207085,0.014571,-0.000702,0,0,0,0,0.004857
20424,0.056896,-0.001417,0,0,0,0,0.0189653333333333
T62474208138,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20350,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20341,0.028448,-0.000709,0,0,0,0,0.00948266666666667
58262,0.028448,-0.000709,0,0,0,0,0.00948266666666667
F7427,0.028448,-0.000709,0,0,0,0,0.00948266666666667
58261,0.028448,-0.000709,0,0,0,0,0.00948266666666667
T62474207223,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20531,0.144324,-0.005629,0,0,-0.926685,1.616981,-0.260787
T62463031930,0,0,0,0,-0.153632,0.268794,-0.0512106666666667
20741,0.144324,-0.005629,0,0,-0.773053,1.348187,-0.209576333333333
20874,0.144324,-0.005629,0,0,0,0,0.048108
20788,0.014571,-0.000702,0,0,0,0,0.004857
T62474214083,0.014571,-0.000702,0,0,0,0,0.004857
21039,0,0,0,0,0,0,0
F7409,0,0,0,0,0,0,0
21038,0,0,0,0,0,0,0
20781,0.129753,-0.004927,0,0,0,0,0.043251
F7579,0.129753,-0.004927,0,0,0,0,0.043251
20886,0.129753,-0.004927,0,0,0,0,0.043251
20887,0.014571,-0.000702,0,0,0,0,0.004857
20400,0.014571,-0.000702,0,0,0,0,0.004857
T62474213347,0.014571,-0.000702,0,0,0,0,0.004857
20599,0.028448,-0.000709,0,0,0,0,0.00948266666666667
T62474210056,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20864,0.086733,-0.003516,0,0,0,0,0.028911
20865,0.029143,-0.001404,0,0,0,0,0.00971433333333333
T62474212237,0.014571,-0.000702,0,0,0,0,0.004857
20660,0.014571,-0.000702,0,0,0,0,0.004857
T62474212358,0.014571,-0.000702,0,0,0,0,0.004857
20758,0.057591,-0.002112,0,0,0,0,0.019197
20750,0.057591,-0.002112,0,0,0,0,0.019197
T62474211356,0.014571,-0.000702,0,0,0,0,0.004857
20751,0.043019,-0.001411,0,0,0,0,0.0143396666666667
20611,0.014571,-0.000702,0,0,0,0,0.004857
20553,0.014571,-0.000702,0,0,0,0,0.004857
T62474209464,0.014571,-0.000702,0,0,0,0,0.004857
20460,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20770,0.028448,-0.000709,0,0,0,0,0.00948266666666667
T62474211583,0.028448,-0.000709,0,0,0,0,0.00948266666666667
20665,0,0,0,0,-0.773053,1.348187,-0.257684333333333
T62463032849,0,0,0,0,-0.773053,1.348187,-0.257684333333333
20499,0,0,0,0,-0.245617,0.430256,-0.0818723333333333
F7572,0,0,0,0,-0.245617,0.430256,-0.0818723333333333
20500,0,0,0,0,-0.245617,0.430256,-0.0818723333333333
T62463028740,0,0,0,0,-0.08709,0.152952,-0.02903
20501,0,0,0,0,-0.158527,0.277304,-0.0528423333333333
20479,0,0,0,0,-0.158527,0.277304,-0.0528423333333333
20478,0,0,0,0,-0.158527,0.277304,-0.0528423333333333
T62463028430,0,0,0,0,-0.158527,0.277304,-0.0528423333333333
