# file...... SwingKids_overhead_line.csv
# date...... Mon Jun  6 13:38:44 2016
# user...... samsung
# host...... (null)
# group..... class=overhead_line AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+194704,-299410
2014-07-30 01:00:00 PDT,+474187,+80539.4
2014-07-30 02:00:00 PDT,+197337,+13698
2014-07-30 03:00:00 PDT,+167869,+7377.84
2014-07-30 04:00:00 PDT,+168226,+5359.51
2014-07-30 05:00:00 PDT,+145011,+1070.14
2014-07-30 06:00:00 PDT,+204415,+27894.2
2014-07-30 07:00:00 PDT,+344557,+71718.8
2014-07-30 08:00:00 PDT,+357714,+80598.1
2014-07-30 09:00:00 PDT,+226066,+47088.1
2014-07-30 10:00:00 PDT,+489003,+121307
2014-07-30 11:00:00 PDT,+291859,+61840.9
2014-07-30 12:00:00 PDT,+719963,+174852
2014-07-30 13:00:00 PDT,+337450,+76901.1
2014-07-30 14:00:00 PDT,+726763,+179902
2014-07-30 15:00:00 PDT,+488500,+110175
2014-07-30 16:00:00 PDT,+870925,+210103
2014-07-30 17:00:00 PDT,+735397,+160112
2014-07-30 18:00:00 PDT,+764921,+150962
2014-07-30 19:00:00 PDT,+725997,+116921
2014-07-30 20:00:00 PDT,+801302,+127354
2014-07-30 21:00:00 PDT,+717484,+91711
2014-07-30 22:00:00 PDT,+595137,+67927.9
2014-07-30 23:00:00 PDT,+572606,+73413.2
2014-07-31 00:00:00 PDT,+533718,+84007
2014-07-31 01:00:00 PDT,+369953,+46143.4
2014-07-31 02:00:00 PDT,+320383,+35881.9
2014-07-31 03:00:00 PDT,+495275,+85911
2014-07-31 04:00:00 PDT,+360564,+49982.4
2014-07-31 05:00:00 PDT,+259195,+26649.7
2014-07-31 06:00:00 PDT,+180312,+3574.8
2014-07-31 07:00:00 PDT,+298713,+27407.8
2014-07-31 08:00:00 PDT,+185404,+19329.3
2014-07-31 09:00:00 PDT,+331675,+67842.2
2014-07-31 10:00:00 PDT,+467421,+85712.4
2014-07-31 11:00:00 PDT,+311940,+79166.6
2014-07-31 12:00:00 PDT,+387558,+103872
2014-07-31 13:00:00 PDT,+594640,+153871
2014-07-31 14:00:00 PDT,+413291,+110690
2014-07-31 15:00:00 PDT,+708975,+179235
2014-07-31 16:00:00 PDT,+808708,+198877
2014-07-31 17:00:00 PDT,+745910,+167242
2014-07-31 18:00:00 PDT,+796488,+158980
2014-07-31 19:00:00 PDT,+607081,+94881.9
2014-07-31 20:00:00 PDT,+628389,+93649.6
2014-07-31 21:00:00 PDT,+481708,+48603.8
2014-07-31 22:00:00 PDT,+440418,+37591.4
2014-07-31 23:00:00 PDT,+480498,+59685.5
2014-08-01 00:00:00 PDT,+375330,+47201.7
2014-08-01 01:00:00 PDT,+235810,+17807.4
2014-08-01 02:00:00 PDT,+179577,+9200.21
2014-08-01 03:00:00 PDT,+159422,+5221.41
2014-08-01 04:00:00 PDT,+143129,+1070.08
2014-08-01 05:00:00 PDT,+137864,+1063.18
2014-08-01 06:00:00 PDT,+94029.3,+2549.55
2014-08-01 07:00:00 PDT,+88239.9,+10701.8
2014-08-01 08:00:00 PDT,+203618,+47185
2014-08-01 09:00:00 PDT,+212821,+54319.3
2014-08-01 10:00:00 PDT,+163261,+41264.3
2014-08-01 11:00:00 PDT,+291477,+82716.2
2014-08-01 12:00:00 PDT,+371020,+98871.4
2014-08-01 13:00:00 PDT,+205862,+59159.8
2014-08-01 14:00:00 PDT,+450313,+120070
2014-08-01 15:00:00 PDT,+419982,+98227.6
2014-08-01 16:00:00 PDT,+536231,+130808
2014-08-01 17:00:00 PDT,+559978,+123613
2014-08-01 18:00:00 PDT,+593537,+110815
2014-08-01 19:00:00 PDT,+496609,+65224.8
2014-08-01 20:00:00 PDT,+298670,+9576.73
2014-08-01 21:00:00 PDT,+317827,+5672.11
2014-08-01 22:00:00 PDT,+349831,+11395.9
2014-08-01 23:00:00 PDT,+295652,+7826.41
2014-08-02 00:00:00 PDT,+241562,+2520.89
2014-08-02 01:00:00 PDT,+195554,+1156.19
2014-08-02 02:00:00 PDT,+169920,+1829.84
2014-08-02 03:00:00 PDT,+173167,+1108.63
