Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"BUSSEC3_5", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO4LV", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_0", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_1", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_2", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_3", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_4", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC4_5", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO5LV", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC5_0", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC5_1", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC5_2", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC5_3", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC5_4", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO6LV", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_01", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_02", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_1", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_2", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_3", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC6_4", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO7LV", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_01", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_02", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_1", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_2", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_3", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC7_4", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO8LV", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_01", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_02", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_1", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_2", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_3", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC8_4", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO9LV", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC9_0", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC9_1", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC9_2", 0.41569, 3,    240.002,   90.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO10LV", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC10_0", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC10_1", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC10_2", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSTRAFO11LV", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC11_1", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSSEC11_2", 0.41569, 2,    240.003, -150.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"XFMRLV", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLV1", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLV2", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLV3", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLV4", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLV5", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD1", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD2", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD3", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD4", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD5", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD6", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD7", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
"BUSLOAD8", 0.41569, 1,    240.003,  -30.0,         1, 0, 0, 0, 0, 0, 0, 0, 0
