# file...... VoltageJiggle.csv
# date...... Wed Jul 30 11:09:51 2014
# user...... jxh10
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2014-07-30 00:00:00 PDT,+237.673,+240.622,+243.369,+2.0111
2014-07-30 01:00:00 PDT,+237.605,+240.353,+242.956,+1.93214
2014-07-30 02:00:00 PDT,+236.274,+239.42,+243.228,+2.60952
2014-07-30 03:00:00 PDT,+234.024,+238.219,+243.401,+3.69754
2014-07-30 04:00:00 PDT,+231.804,+236.825,+243.17,+4.56226
2014-07-30 05:00:00 PDT,+230.316,+235.826,+243.287,+5.37722
2014-07-30 06:00:00 PDT,+228.031,+234.449,+243.798,+6.69809
2014-07-30 07:00:00 PDT,+224.462,+232.264,+243.431,+7.86377
2014-07-30 08:00:00 PDT,+216.264,+227.325,+240.698,+9.253
2014-07-30 09:00:00 PDT,+218.795,+228.786,+243.083,+9.88253
2014-07-30 10:00:00 PDT,+217.972,+227.657,+243.706,+10.9251
2014-07-30 11:00:00 PDT,+220.253,+228.499,+242.975,+10.0264
2014-07-30 12:00:00 PDT,+211.414,+223.132,+241.44,+12.1206
2014-07-30 13:00:00 PDT,+216.913,+228.222,+241.996,+9.87172
2014-07-30 14:00:00 PDT,+209.057,+220.956,+241.118,+13.1735
2014-07-30 15:00:00 PDT,+208.492,+224.181,+243.721,+13.794
2014-07-30 16:00:00 PDT,+209.34,+220.448,+239.644,+12.2245
2014-07-30 17:00:00 PDT,+210.79,+222.537,+240.668,+12.0393
2014-07-30 18:00:00 PDT,+210.079,+224.162,+242.179,+12.155
2014-07-30 19:00:00 PDT,+214.507,+227.204,+239.694,+9.16123
2014-07-30 20:00:00 PDT,+213.322,+228.405,+243.794,+11.6042
2014-07-30 21:00:00 PDT,+214.587,+227.744,+242.007,+10.5477
2014-07-30 22:00:00 PDT,+215.758,+227.915,+241.943,+10.3456
2014-07-30 23:00:00 PDT,+216.276,+227.814,+242.504,+10.641
2014-07-31 00:00:00 PDT,+214.072,+225.978,+240.9,+10.9862
2014-07-31 01:00:00 PDT,+214.282,+225.905,+241.407,+11.4042
2014-07-31 02:00:00 PDT,+213.937,+226.229,+240.959,+11.0446
2014-07-31 03:00:00 PDT,+214.739,+225.82,+240.584,+10.6482
2014-07-31 04:00:00 PDT,+215.955,+225.655,+240.147,+10.2388
2014-07-31 05:00:00 PDT,+214.002,+225.802,+240.119,+10.5726
2014-07-31 06:00:00 PDT,+212.679,+224.594,+240.448,+11.3092
2014-07-31 07:00:00 PDT,+212.356,+224.898,+241.805,+11.9916
2014-07-31 08:00:00 PDT,+211.305,+224.323,+240.395,+11.4839
2014-07-31 09:00:00 PDT,+213.247,+225.359,+240.836,+11.0686
