# file...... Capacitor_CAP2.csv
# date...... Thu Aug 09 14:13:34 2012
# user...... dwp0
# host...... (null)
# target.... capacitor 57
# trigger... (none)
# interval.. 1440
# limit..... 300
# timestamp,switchA,switchB,switchC
2000-01-02 01:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 01:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 02:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 02:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 02:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 03:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 03:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 04:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 04:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 04:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 05:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 05:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 06:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 06:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 06:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 07:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 07:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 08:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 08:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 08:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 09:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 09:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 10:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 10:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 10:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 11:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 11:36:00 PST,OPEN,OPEN,OPEN
2000-01-02 12:00:00 PST,OPEN,OPEN,OPEN
2000-01-02 12:24:00 PST,OPEN,OPEN,OPEN
2000-01-02 12:48:00 PST,OPEN,OPEN,OPEN
2000-01-02 13:12:00 PST,OPEN,OPEN,OPEN
2000-01-02 13:36:00 PST,OPEN,OPEN,OPEN
2000-01-02 14:00:00 PST,OPEN,OPEN,OPEN
2000-01-02 14:24:00 PST,OPEN,OPEN,OPEN
2000-01-02 14:48:00 PST,OPEN,OPEN,OPEN
2000-01-02 15:12:00 PST,OPEN,OPEN,OPEN
2000-01-02 15:36:00 PST,OPEN,OPEN,OPEN
2000-01-02 16:00:00 PST,OPEN,OPEN,OPEN
2000-01-02 16:24:00 PST,OPEN,OPEN,OPEN
2000-01-02 16:48:00 PST,OPEN,OPEN,OPEN
2000-01-02 17:12:00 PST,OPEN,OPEN,OPEN
2000-01-02 17:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 18:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 18:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 18:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 19:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 19:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 20:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 20:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 20:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 21:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 21:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 22:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 22:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 22:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 23:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-02 23:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 00:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 00:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 00:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 01:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 01:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 02:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 02:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 02:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 03:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 03:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 04:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 04:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 04:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 05:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 05:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 06:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 06:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 06:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 07:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 07:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-03 08:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 08:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 08:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 09:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 09:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 10:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 10:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 10:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 11:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 11:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 12:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 12:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 12:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 13:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 13:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 14:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 14:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 14:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 15:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 15:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 16:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 16:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 16:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 17:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 17:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 18:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 18:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 18:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 19:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 19:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 20:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 20:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 20:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 21:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 21:36:00 PST,OPEN,OPEN,OPEN
2000-01-03 22:00:00 PST,OPEN,OPEN,OPEN
2000-01-03 22:24:00 PST,OPEN,OPEN,OPEN
2000-01-03 22:48:00 PST,OPEN,OPEN,OPEN
2000-01-03 23:12:00 PST,OPEN,OPEN,OPEN
2000-01-03 23:36:00 PST,OPEN,OPEN,OPEN
2000-01-04 00:00:00 PST,OPEN,OPEN,OPEN
2000-01-04 00:24:00 PST,OPEN,OPEN,OPEN
2000-01-04 00:48:00 PST,OPEN,OPEN,OPEN
2000-01-04 01:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 01:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 02:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 02:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 02:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 03:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 03:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 04:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 04:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 04:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 05:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 05:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 06:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 06:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 06:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 07:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 07:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 08:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 08:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 08:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 09:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 09:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 10:00:00 PST,OPEN,OPEN,OPEN
2000-01-04 10:24:00 PST,OPEN,OPEN,OPEN
2000-01-04 10:48:00 PST,OPEN,OPEN,OPEN
2000-01-04 11:12:00 PST,OPEN,OPEN,OPEN
2000-01-04 11:36:00 PST,OPEN,OPEN,OPEN
2000-01-04 12:00:00 PST,OPEN,OPEN,OPEN
2000-01-04 12:24:00 PST,OPEN,OPEN,OPEN
2000-01-04 12:48:00 PST,OPEN,OPEN,OPEN
2000-01-04 13:12:00 PST,OPEN,OPEN,OPEN
2000-01-04 13:36:00 PST,OPEN,OPEN,OPEN
2000-01-04 14:00:00 PST,OPEN,OPEN,OPEN
2000-01-04 14:24:00 PST,OPEN,OPEN,OPEN
2000-01-04 14:48:00 PST,OPEN,OPEN,OPEN
2000-01-04 15:12:00 PST,OPEN,OPEN,OPEN
2000-01-04 15:36:00 PST,OPEN,OPEN,OPEN
2000-01-04 16:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 16:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 16:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 17:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 17:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 18:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 18:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 18:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 19:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 19:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 20:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 20:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 20:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 21:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 21:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 22:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 22:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 22:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 23:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-04 23:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 00:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 00:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 00:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 01:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 01:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 02:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 02:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 02:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 03:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 03:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 04:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 04:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 04:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 05:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 05:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 06:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 06:24:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 06:48:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 07:12:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 07:36:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 08:00:00 PST,CLOSED,CLOSED,CLOSED
2000-01-05 08:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 08:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 09:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 09:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 10:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 10:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 10:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 11:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 11:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 12:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 12:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 12:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 13:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 13:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 14:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 14:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 14:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 15:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 15:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 16:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 16:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 16:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 17:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 17:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 18:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 18:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 18:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 19:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 19:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 20:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 20:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 20:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 21:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 21:36:00 PST,OPEN,OPEN,OPEN
2000-01-05 22:00:00 PST,OPEN,OPEN,OPEN
2000-01-05 22:24:00 PST,OPEN,OPEN,OPEN
2000-01-05 22:48:00 PST,OPEN,OPEN,OPEN
2000-01-05 23:12:00 PST,OPEN,OPEN,OPEN
2000-01-05 23:36:00 PST,OPEN,OPEN,OPEN
