# file...... SwingKids_transformer.csv
# date...... Tue Apr 09 10:24:25 2013
# user...... dwp0
# host...... (null)
# group..... class=transformer AND groupid=swingKids
# trigger... (none)
# interval.. 60
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2012-06-03 00:00:00 PDT,+620962,-445002
2012-06-03 00:01:00 PDT,+617359,-441257
2012-06-03 00:02:00 PDT,+614747,-439433
2012-06-03 00:03:00 PDT,+613470,-439499
2012-06-03 00:04:00 PDT,+608047,-439799
2012-06-03 00:05:00 PDT,+583463,+10085.9
2012-06-03 00:06:00 PDT,+559028,+9184.37
2012-06-03 00:07:00 PDT,+521163,+7873.57
2012-06-03 00:08:00 PDT,+502275,+7293.35
2012-06-03 00:09:00 PDT,+469551,+6393.54
2012-06-03 00:10:00 PDT,+413707,+5047.1
2012-06-03 00:11:00 PDT,+403749,+4894.94
2012-06-03 00:12:00 PDT,+381349,+4383.51
2012-06-03 00:13:00 PDT,+370983,+4210.13
2012-06-03 00:14:00 PDT,+361879,+3979.21
2012-06-03 00:15:00 PDT,+339282,+3497.37
2012-06-03 00:16:00 PDT,+329549,+3318.03
2012-06-03 00:17:00 PDT,+320035,+3194.82
2012-06-03 00:18:00 PDT,+323911,+3283.44
2012-06-03 00:19:00 PDT,+318428,+3166.34
2012-06-03 00:20:00 PDT,+317515,+3148.89
2012-06-03 00:21:00 PDT,+316273,+3127.9
2012-06-03 00:22:00 PDT,+315391,+3112.37
2012-06-03 00:23:00 PDT,+318170,+3175.46
2012-06-03 00:24:00 PDT,+321554,+3215.03
2012-06-03 00:25:00 PDT,+321200,+3209.69
2012-06-03 00:26:00 PDT,+324367,+3237.04
2012-06-03 00:27:00 PDT,+319447,+3132.14
2012-06-03 00:28:00 PDT,+314414,+3032.84
2012-06-03 00:29:00 PDT,+313102,+3008.69
2012-06-03 00:30:00 PDT,+312324,+2995.11
2012-06-03 00:31:00 PDT,+311604,+2982.35
2012-06-03 00:32:00 PDT,+319502,+3144.49
2012-06-03 00:33:00 PDT,+314683,+3079.26
2012-06-03 00:34:00 PDT,+309694,+3019.96
2012-06-03 00:35:00 PDT,+308747,+3002.26
2012-06-03 00:36:00 PDT,+308330,+3012.12
2012-06-03 00:37:00 PDT,+311836,+3080.57
2012-06-03 00:38:00 PDT,+311035,+3066.06
2012-06-03 00:39:00 PDT,+310615,+3057.73
2012-06-03 00:40:00 PDT,+309997,+3047.94
2012-06-03 00:41:00 PDT,+309107,+3031.49
2012-06-03 00:42:00 PDT,+304245,+2929.41
2012-06-03 00:43:00 PDT,+299244,+2829.4
2012-06-03 00:44:00 PDT,+294137,+2733.71
2012-06-03 00:45:00 PDT,+293363,+2722.03
2012-06-03 00:46:00 PDT,+292381,+2705.69
2012-06-03 00:47:00 PDT,+295707,+2774.55
2012-06-03 00:48:00 PDT,+295137,+2765.16
2012-06-03 00:49:00 PDT,+294368,+2752.23
2012-06-03 00:50:00 PDT,+293620,+2738.39
2012-06-03 00:51:00 PDT,+288936,+2647.74
2012-06-03 00:52:00 PDT,+287812,+2629.39
2012-06-03 00:53:00 PDT,+287077,+2617.36
2012-06-03 00:54:00 PDT,+286427,+2606.92
2012-06-03 00:55:00 PDT,+285632,+2592.19
2012-06-03 00:56:00 PDT,+284832,+2580.94
2012-06-03 00:57:00 PDT,+284403,+2573.66
2012-06-03 00:58:00 PDT,+283866,+2565.14
2012-06-03 00:59:00 PDT,+287518,+2638.8
2012-06-03 01:00:00 PDT,+285213,+2600.73
2012-06-03 01:01:00 PDT,+285031,+2598.09
2012-06-03 01:02:00 PDT,+284685,+2592.95
2012-06-03 01:03:00 PDT,+283978,+2580.66
2012-06-03 01:04:00 PDT,+288135,+2622.9
2012-06-03 01:05:00 PDT,+287698,+2615.51
2012-06-03 01:06:00 PDT,+282478,+2520.23
2012-06-03 01:07:00 PDT,+281888,+2511.41
2012-06-03 01:08:00 PDT,+281486,+2505.77
2012-06-03 01:09:00 PDT,+280798,+2495.75
2012-06-03 01:10:00 PDT,+280044,+2484.31
2012-06-03 01:11:00 PDT,+280391,+2527.21
2012-06-03 01:12:00 PDT,+283823,+2567.6
2012-06-03 01:13:00 PDT,+287535,+2606.11
2012-06-03 01:14:00 PDT,+287269,+2603.17
2012-06-03 01:15:00 PDT,+286753,+2594.88
2012-06-03 01:16:00 PDT,+291118,+2647.62
2012-06-03 01:17:00 PDT,+291557,+2631.27
2012-06-03 01:18:00 PDT,+291016,+2622.57
2012-06-03 01:19:00 PDT,+290368,+2611.79
2012-06-03 01:20:00 PDT,+284512,+2510.76
2012-06-03 01:21:00 PDT,+274189,+2396
2012-06-03 01:22:00 PDT,+273694,+2388.46
