# timestamp,measured_voltage_1.real, measured_voltage_2.real, measured_voltage_N.real, measured_current_1.real, measured_current_2.real, measured_current_N.real, indiv_measured_power_1.real, indiv_measured_power_2.real, indiv_measured_power_N.real,fault,meterID
2000-01-01 00:00:00 PST,-60.0145,-60.0136,+0,-2.71633,+0,+2.71633,+651.649,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 00:15:00 PST,-60.0135,-60.0126,+0,-2.71629,+0,+2.71629,+651.648,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 00:30:00 PST,-60.0551,-60.0542,+0,-2.71893,+0,+2.71893,+651.501,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 00:45:00 PST,-60.0127,-60.0118,+0,-2.71624,+0,+2.71624,+651.651,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 01:00:00 PST,-60.0431,-60.0423,+0,-2.9946,+0.664694,+2.3299,+664.353,+105.897,+0,SLG-A,node62463133906T62463072031
2000-01-01 01:15:00 PST,-60.0358,-60.035,+0,-2.32948,+0,+2.32948,+558.485,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 01:30:00 PST,-60.0396,-60.0388,+0,-2.32974,+0,+2.32974,+558.463,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 01:45:00 PST,-60.0667,-60.0659,+0,-2.33117,+0,+2.33117,+558.387,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 02:00:00 PST,-60.0214,-60.0206,+0,-2.10701,+0,+2.10701,+505.316,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 02:15:00 PST,-60.0417,-60.041,+0,-2.7728,+0.664699,+2.10811,+611.13,+105.888,+0,SLG-A,node62463133906T62463072031
2000-01-01 02:30:00 PST,-60.0444,-60.0437,+0,-2.10814,+0,+2.10814,+505.254,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 02:45:00 PST,-60.011,-60.0103,+0,-2.10638,+0,+2.10638,+505.369,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 03:00:00 PST,-60.0736,-60.0729,+0,-2.10966,+0,+2.10966,+505.157,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 03:15:00 PST,-60.0464,-60.0457,+0,-2.10825,+0,+2.10825,+505.246,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 03:30:00 PST,-60.0623,-60.0616,+0,-2.77382,+0.664839,+2.10898,+611.091,+105.88,+0,SLG-A,node62463133906T62463072031
2000-01-01 03:45:00 PST,-60.0565,-60.0558,+0,-2.10871,+0,+2.10871,+505.224,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 04:00:00 PST,-60.054,-60.0533,+0,-2.71787,+0.664778,+2.05309,+597.823,+105.886,+0,SLG-A,node62463133906T62463072031
2000-01-01 04:15:00 PST,-60.0193,-60.0186,+0,-2.05148,+0,+2.05148,+492.02,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 04:30:00 PST,-60.0433,-60.0426,+0,-2.05258,+0,+2.05258,+491.966,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 04:45:00 PST,-60.0097,-60.009,+0,-2.0509,+0,+2.0509,+492.071,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 05:00:00 PST,-60.0566,-60.0559,+0,-2.10864,+0,+2.10864,+505.239,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 05:15:00 PST,-60.0363,-60.0356,+0,-2.10793,+0,+2.10793,+505.239,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 05:30:00 PST,-60.0566,-60.0559,+0,-2.10889,+0,+2.10889,+505.191,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 05:45:00 PST,-60.0474,-60.0466,+0,-2.77313,+0.664741,+2.10839,+611.107,+105.883,+0,SLG-A,node62463133906T62463072031
2000-01-01 06:00:00 PST,-60.0361,-60.0353,+0,-2.38494,+0,+2.38494,+571.784,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 06:15:00 PST,-60.0554,-60.0546,+0,-3.0509,+0.664789,+2.38611,+677.589,+105.884,+0,SLG-A,node62463133906T62463072031
2000-01-01 06:30:00 PST,-60.0499,-60.049,+0,-2.38592,+0,+2.38592,+571.7,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 06:45:00 PST,-60.0406,-60.0398,+0,-3.05001,+0.664683,+2.38533,+677.637,+105.894,+0,SLG-A,node62463133906T62463072031
2000-01-01 07:00:00 PST,-60.0595,-60.0585,+0,-2.83044,+0,+2.83044,+678.028,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 07:15:00 PST,-60.0366,-60.0356,+0,-3.4934,+0.664646,+2.82875,+784.048,+105.901,+0,SLG-A,node62463133906T62463072031
2000-01-01 07:30:00 PST,-60.048,-60.047,+0,-2.82958,+0,+2.82958,+678.091,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 07:45:00 PST,-60.0538,-60.0528,+0,-2.82982,+0,+2.82982,+678.097,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 08:00:00 PST,-60.0566,-60.0555,+0,-3.32943,+0,+3.32943,+797.746,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 08:15:00 PST,-60.0124,-60.0113,+0,-3.32617,+0,+3.32617,+797.906,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 08:30:00 PST,-60.0178,-60.0167,+0,-3.99089,+0.664501,+3.32638,+903.842,+105.92,+0,SLG-A,node62463133906T62463072031
2000-01-01 08:45:00 PST,-60.0174,-60.0163,+0,-3.32635,+0,+3.32635,+797.924,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 09:00:00 PST,-60.032,-60.0308,+0,-3.49387,+0,+3.49387,+837.75,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 09:15:00 PST,-60.059,-60.0578,+0,-3.49607,+0,+3.49607,+837.628,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 09:30:00 PST,-60.0181,-60.0169,+0,-3.49272,+0,+3.49272,+837.817,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 09:45:00 PST,-60.0421,-60.0409,+0,-3.49469,+0,+3.49469,+837.706,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 10:00:00 PST,-60.0316,-60.0304,+0,-4.15865,+0.664614,+3.49404,+943.616,+105.902,+0,SLG-A,node62463133906T62463072031
2000-01-01 10:15:00 PST,-60.018,-60.0168,+0,-3.49271,+0,+3.49271,+837.818,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 10:30:00 PST,-60.0419,-60.0407,+0,-3.49467,+0,+3.49467,+837.708,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 10:45:00 PST,-60.0374,-60.0362,+0,-3.4945,+0,+3.4945,+837.689,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 11:00:00 PST,-60.0176,-60.0165,+0,-3.38181,+0,+3.38181,+811.222,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 11:15:00 PST,-60.0416,-60.0404,+0,-3.3837,+0,+3.3837,+811.115,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 11:30:00 PST,-60.0176,-60.0164,+0,-3.38181,+0,+3.38181,+811.221,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 11:45:00 PST,-60.0346,-60.0335,+0,-3.38315,+0,+3.38315,+811.146,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 12:00:00 PST,-60.0413,-60.0401,+0,-3.32821,+0,+3.32821,+797.819,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 12:15:00 PST,-60.0172,-60.016,+0,-3.32633,+0,+3.32633,+797.925,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 12:30:00 PST,-60.0404,-60.0392,+0,-3.32817,+0,+3.32817,+797.817,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 12:45:00 PST,-60.0171,-60.016,+0,-3.32633,+0,+3.32633,+797.926,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 13:00:00 PST,-60.017,-60.0159,+0,-3.27088,+0,+3.27088,+784.627,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 13:15:00 PST,-60.0169,-60.0158,+0,-3.27087,+0,+3.27087,+784.628,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 13:30:00 PST,-60.0169,-60.0158,+0,-3.27087,+0,+3.27087,+784.628,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 13:45:00 PST,-60.0308,-60.0297,+0,-3.27195,+0,+3.27195,+784.566,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 14:00:00 PST,-60.0122,-60.011,+0,-3.27069,+0,+3.27069,+784.612,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 14:15:00 PST,-60.0178,-60.0166,+0,-3.93545,+0.664501,+3.27095,+890.542,+105.92,+0,SLG-A,node62463133906T62463072031
2000-01-01 14:30:00 PST,-60.0169,-60.0158,+0,-3.27088,+0,+3.27088,+784.627,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 14:45:00 PST,-60.016,-60.0149,+0,-3.27083,+0,+3.27083,+784.627,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 15:00:00 PST,-60.0173,-60.0161,+0,-3.38178,+0,+3.38178,+811.222,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 15:15:00 PST,-60.0415,-60.0403,+0,-3.3837,+0,+3.3837,+811.114,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 15:30:00 PST,-60.014,-60.0129,+0,-4.04621,+0.664484,+3.38172,+917.115,+105.916,+0,SLG-A,node62463133906T62463072031
2000-01-01 15:45:00 PST,-60.0321,-60.0309,+0,-4.04761,+0.664609,+3.383,+917.055,+105.907,+0,SLG-A,node62463133906T62463072031
2000-01-01 16:00:00 PST,-60.0202,-60.0188,+0,-4.60097,+0.664519,+3.93646,+1050.11,+105.918,+0,SLG-A,node62463133906T62463072031
2000-01-01 16:15:00 PST,-60.0198,-60.0185,+0,-3.93641,+0,+3.93641,+944.197,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 16:30:00 PST,-60.024,-60.0227,+0,-3.93704,+0,+3.93704,+944.127,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 16:45:00 PST,-60.0407,-60.0394,+0,-3.93856,+0,+3.93856,+944.045,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 17:00:00 PST,-60.0235,-60.0218,+0,-4.87934,+0,+4.87934,+1170.25,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 17:15:00 PST,-60.0302,-60.0286,+0,-4.88011,+0,+4.88011,+1170.21,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 17:30:00 PST,-60.0688,-60.0671,+0,-4.88452,+0,+4.88452,+1169.96,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 17:45:00 PST,-60.0636,-60.062,+0,-4.88394,+0,+4.88394,+1169.99,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 18:00:00 PST,-60.0531,-60.0513,+0,-5.32692,+0,+5.32692,+1276.37,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 18:15:00 PST,-60.0815,-60.0797,+0,-5.33022,+0,+5.33022,+1276.21,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 18:30:00 PST,-60.0456,-60.0437,+0,-5.32589,+0,+5.32589,+1276.44,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 18:45:00 PST,-60.0414,-60.0396,+0,-5.32515,+0,+5.32515,+1276.51,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 19:00:00 PST,-60.0583,-60.0565,+0,-6.04755,+0.664798,+5.38275,+1395.57,+105.888,+0,SLG-A,node62463133906T62463072031
2000-01-01 19:15:00 PST,-60.0568,-60.055,+0,-6.04745,+0.66479,+5.38265,+1395.57,+105.887,+0,SLG-A,node62463133906T62463072031
2000-01-01 19:30:00 PST,-60.0437,-60.0419,+0,-5.38147,+0,+5.38147,+1289.68,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 19:45:00 PST,-60.0516,-60.0497,+0,-5.38189,+0,+5.38189,+1289.74,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 20:00:00 PST,-60.0651,-60.0633,+0,-5.21716,+0,+5.21716,+1249.74,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 20:15:00 PST,-60.0223,-60.0205,+0,-5.21216,+0,+5.21216,+1249.99,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 20:30:00 PST,-60.0819,-60.0801,+0,-5.21918,+0,+5.21918,+1249.63,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 20:45:00 PST,-60.0588,-60.057,+0,-5.21663,+0,+5.21663,+1249.74,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 21:00:00 PST,-60.0287,-60.027,+0,-4.88013,+0,+4.88013,+1170.18,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 21:15:00 PST,-60.0462,-60.0445,+0,-4.88209,+0,+4.88209,+1170.07,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 21:30:00 PST,-60.0867,-60.085,+0,-4.88658,+0,+4.88658,+1169.84,+0,+0,SLG-A,node62463133906T62463072031
2000-01-01 21:45:00 PST,-60.0267,-60.025,+0,-5.54442,+0.66457,+4.87984,+1276.11,+105.91,+0,SLG-A,node62463133906T62463072031
