# file...... SwingKids_overhead_line.csv
# date...... Mon Apr 08 15:58:47 2013
# user...... dwp0
# host...... (null)
# group..... class=overhead_line AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2012-06-06 00:00:00 PDT,+203128,-301914
2012-06-06 01:00:00 PDT,+282678,+2163.13
2012-06-06 02:00:00 PDT,+229871,+2197.18
2012-06-06 03:00:00 PDT,+283015,+5196.31
2012-06-06 04:00:00 PDT,+378705,+14947.1
2012-06-06 05:00:00 PDT,+246646,+3571.4
2012-06-06 06:00:00 PDT,+393821,+9381.03
2012-06-06 07:00:00 PDT,+339538,+9261.11
2012-06-06 08:00:00 PDT,+263358,+4175.02
2012-06-06 09:00:00 PDT,+379967,+5727.48
2012-06-06 10:00:00 PDT,+329338,+6287.82
2012-06-06 11:00:00 PDT,+257493,+3383.01
2012-06-06 12:00:00 PDT,+237014,+9529.25
2012-06-06 13:00:00 PDT,+219881,+25199.7
2012-06-06 14:00:00 PDT,+311496,-84331.4
2012-06-06 15:00:00 PDT,+492820,+81240.4
2012-06-06 16:00:00 PDT,+508120,+8982.21
2012-06-06 17:00:00 PDT,+548109,+577.59
2012-06-06 18:00:00 PDT,+437885,+35750
2012-06-06 19:00:00 PDT,+365569,+7543.95
2012-06-06 20:00:00 PDT,+382863,+8884.18
2012-06-06 21:00:00 PDT,+384644,+6362.09
2012-06-06 22:00:00 PDT,+432185,+5560.93
2012-06-06 23:00:00 PDT,+407529,+4074.06
2012-06-07 00:00:00 PDT,+346653,+2720.49
2012-06-07 01:00:00 PDT,+297081,+2488.8
2012-06-07 02:00:00 PDT,+228671,+2205.15
2012-06-07 03:00:00 PDT,+394805,+20103.9
2012-06-07 04:00:00 PDT,+339650,+7089.56
2012-06-07 05:00:00 PDT,+296852,+11316
2012-06-07 06:00:00 PDT,+414918,+10527.8
2012-06-07 07:00:00 PDT,+336310,-91973.4
2012-06-07 08:00:00 PDT,+259553,+4344.19
2012-06-07 09:00:00 PDT,+383134,+5923.98
2012-06-07 10:00:00 PDT,+334911,+5976.89
2012-06-07 11:00:00 PDT,+257493,+3383.01
2012-06-07 12:00:00 PDT,+233575,+8538.69
2012-06-07 13:00:00 PDT,+196525,+16660.6
2012-06-07 14:00:00 PDT,+312286,+15320.2
2012-06-07 15:00:00 PDT,+327561,-70866.5
2012-06-07 16:00:00 PDT,+300741,-55719.2
2012-06-07 17:00:00 PDT,+351290,-63116.3
2012-06-07 18:00:00 PDT,+356730,+11111.3
2012-06-07 19:00:00 PDT,+376600,+7327.87
2012-06-07 20:00:00 PDT,+363832,+6761.64
2012-06-07 21:00:00 PDT,+382358,+5652.48
2012-06-07 22:00:00 PDT,+427252,+5252.5
2012-06-07 23:00:00 PDT,+407529,+4074.06
2012-06-08 00:00:00 PDT,+414015,+7570.18
2012-06-08 01:00:00 PDT,+354031,+9252.3
2012-06-08 02:00:00 PDT,+291887,+7661.51
2012-06-08 03:00:00 PDT,+397647,+14173.2
2012-06-08 04:00:00 PDT,+363312,+15513
2012-06-08 05:00:00 PDT,+311924,+5684.78
2012-06-08 06:00:00 PDT,+384166,+9831.56
2012-06-08 07:00:00 PDT,+353432,-91053.9
2012-06-08 08:00:00 PDT,+263954,+4584.27
2012-06-08 09:00:00 PDT,+383451,+6019.53
2012-06-08 10:00:00 PDT,+329439,+4308.75
2012-06-08 11:00:00 PDT,+265080,+4164.77
2012-06-08 12:00:00 PDT,+209753,+5420.25
2012-06-08 13:00:00 PDT,+176373,+10951.9
2012-06-08 14:00:00 PDT,+276175,+8810.4
2012-06-08 15:00:00 PDT,+345270,+33494.7
2012-06-08 16:00:00 PDT,+245262,-73910.2
2012-06-08 17:00:00 PDT,+291127,+17923.1
2012-06-08 18:00:00 PDT,+371095,+7947.05
2012-06-08 19:00:00 PDT,+359755,+6943.26
2012-06-08 20:00:00 PDT,+355339,+5930.3
2012-06-08 21:00:00 PDT,+382358,+5652.48
2012-06-08 22:00:00 PDT,+431038,+5287.1
2012-06-08 23:00:00 PDT,+407968,+4084.47
2012-06-09 00:00:00 PDT,+377200,+8143.57
2012-06-09 01:00:00 PDT,+369321,+5341.93
2012-06-09 02:00:00 PDT,+253247,+2699.16
2012-06-09 03:00:00 PDT,+403492,+11267.9
2012-06-09 04:00:00 PDT,+311700,+8554.27
2012-06-09 05:00:00 PDT,+363280,+14009.9
2012-06-09 06:00:00 PDT,+349598,+8161.98
2012-06-09 07:00:00 PDT,+341648,-91762
2012-06-09 08:00:00 PDT,+270668,+4747.45
2012-06-09 09:00:00 PDT,+390420,+6270.35
2012-06-09 10:00:00 PDT,+344012,+5607.86
2012-06-09 11:00:00 PDT,+280129,+8662.55
2012-06-09 12:00:00 PDT,+238053,+7698.81
2012-06-09 13:00:00 PDT,+226983,+21460.5
2012-06-09 14:00:00 PDT,+346291,+20117.3
2012-06-09 15:00:00 PDT,+603940,+3987.11
2012-06-09 16:00:00 PDT,+334082,-45756.6
2012-06-09 17:00:00 PDT,+398846,-79804.3
2012-06-09 18:00:00 PDT,+369577,-88557.6
2012-06-09 19:00:00 PDT,+345103,+6470.02
2012-06-09 20:00:00 PDT,+340164,+4989.08
2012-06-09 21:00:00 PDT,+370022,+5429.78
2012-06-09 22:00:00 PDT,+420464,+4945.6
2012-06-09 23:00:00 PDT,+401206,+3826.72
2012-06-10 00:00:00 PDT,+359849,+2880.42
2012-06-10 01:00:00 PDT,+326854,+5225.4
2012-06-10 02:00:00 PDT,+237075,+2608.07
2012-06-10 03:00:00 PDT,+309060,+7602.41
2012-06-10 04:00:00 PDT,+363491,+8622.75
2012-06-10 05:00:00 PDT,+268092,+9811.93
2012-06-10 06:00:00 PDT,+345433,+7773.41
2012-06-10 07:00:00 PDT,+325301,+8832.76
2012-06-10 08:00:00 PDT,+270141,+4601.49
2012-06-10 09:00:00 PDT,+390104,+6173.86
2012-06-10 10:00:00 PDT,+343568,+5387.93
2012-06-10 11:00:00 PDT,+291198,+11658
2012-06-10 12:00:00 PDT,+232036,+5763.23
2012-06-10 13:00:00 PDT,+233895,+21677.7
2012-06-10 14:00:00 PDT,+318539,-86395.5
2012-06-10 15:00:00 PDT,+550926,-12783
2012-06-10 16:00:00 PDT,+317039,-53396.6
2012-06-10 17:00:00 PDT,+422032,-74562.5
2012-06-10 18:00:00 PDT,+380955,+19791.1
2012-06-10 19:00:00 PDT,+357827,+6851.17
2012-06-10 20:00:00 PDT,+348212,+5125.72
2012-06-10 21:00:00 PDT,+374593,+5545.73
2012-06-10 22:00:00 PDT,+416073,+4922.27
2012-06-10 23:00:00 PDT,+405270,+3829.2
2012-06-11 00:00:00 PDT,+406811,+7243.12
2012-06-11 01:00:00 PDT,+398744,+15073.5
2012-06-11 02:00:00 PDT,+298818,+9058.09
2012-06-11 03:00:00 PDT,+308995,+7615.3
