# file...... Regulator_Reg1.csv
# date...... Thu May 30 13:19:15 2013
# user...... dwp0
# host...... (null)
# target.... regulator 9
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2012-06-06 00:00:00 PDT,1,1,1,+5563.83,+175.048,+5563.83,+175.048,+0,+0,+11127.7,+350.096
2012-06-06 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-06-06 02:00:00 PDT,1,1,1,+579.259,+143.138,+579.259,+143.138,+0,+0,+1158.52,+286.277
2012-06-06 03:00:00 PDT,1,1,1,+594.681,+143.222,+594.681,+143.222,+0,+0,+1189.36,+286.444
2012-06-06 04:00:00 PDT,1,1,1,+479.903,+117.414,+112.31,+117.41,+0,+0,+592.213,+234.825
2012-06-06 05:00:00 PDT,1,1,1,+631.307,+129.426,-2072.74,+129.505,+0,+0,-1441.44,+258.931
2012-06-06 06:00:00 PDT,1,1,1,+831.086,+174.055,-4773.25,+174.497,+0,+0,-3942.16,+348.552
2012-06-06 07:00:00 PDT,1,1,1,+1054.24,+218.752,-12200.3,+221.686,+0,+0,-11146.1,+440.438
2012-06-06 08:00:00 PDT,1,1,1,+1513.87,+253.504,-20595.9,+261.868,+0,+0,-19082,+515.372
2012-06-06 09:00:00 PDT,1,1,1,+1172.61,+257.422,-19312.6,+264.79,+0,+0,-18140,+522.212
2012-06-06 10:00:00 PDT,1,1,1,+1104.6,+250.193,-34586.9,+273.845,+0,+0,-33482.3,+524.038
2012-06-06 11:00:00 PDT,1,1,1,+939.885,+216.767,-36998,+243.832,+0,+0,-36058.1,+460.598
2012-06-06 12:00:00 PDT,1,1,1,+863.057,+197.477,-31596.2,+217.216,+0,+0,-30733.2,+414.692
2012-06-06 13:00:00 PDT,1,1,1,+695.685,+145.7,-28633.1,+161.908,+0,+0,-27937.4,+307.608
2012-06-06 14:00:00 PDT,1,1,1,+657.467,+130.252,-22653,+140.396,+0,+0,-21995.5,+270.648
2012-06-06 15:00:00 PDT,1,1,1,+4135.22,+1389.2,-18445.3,+1395.67,+0,+0,-14310,+2784.87
2012-06-06 16:00:00 PDT,1,1,1,+4399.28,+1386.38,-14642.9,+1390.31,+0,+0,-10243.7,+2776.69
2012-06-06 17:00:00 PDT,1,1,1,+1205.31,+198.548,-9177.8,+200.195,+0,+0,-7972.5,+398.743
2012-06-06 18:00:00 PDT,1,1,1,+1601.01,+303.677,+561.016,+303.634,+0,+0,+2162.03,+607.31
2012-06-06 19:00:00 PDT,1,1,1,+1676.88,+314.181,+1439.06,+314.167,+0,+0,+3115.93,+628.347
2012-06-06 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-06-06 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-06-06 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-06-06 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
2012-06-07 00:00:00 PDT,1,1,1,+722.38,+171.995,+722.38,+171.995,+0,+0,+1444.76,+343.99
2012-06-07 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-06-07 02:00:00 PDT,1,1,1,+579.259,+143.138,+579.259,+143.138,+0,+0,+1158.52,+286.277
2012-06-07 03:00:00 PDT,1,1,1,+594.681,+143.222,+594.681,+143.222,+0,+0,+1189.36,+286.444
2012-06-07 04:00:00 PDT,1,1,1,+5322.67,+120.451,+5163.09,+120.418,+0,+0,+10485.8,+240.87
2012-06-07 05:00:00 PDT,1,1,1,+631.307,+129.426,-691.067,+129.428,+0,+0,-59.7601,+258.854
2012-06-07 06:00:00 PDT,1,1,1,+831.086,+174.055,-2517.92,+174.17,+0,+0,-1686.83,+348.225
2012-06-07 07:00:00 PDT,1,1,1,+1054.24,+218.752,-4291.84,+219.1,+0,+0,-3237.61,+437.852
2012-06-07 08:00:00 PDT,1,1,1,+1513.87,+253.504,-5369.71,+254.038,+0,+0,-3855.85,+507.542
2012-06-07 09:00:00 PDT,1,1,1,+1172.61,+257.422,-8377.77,+258.794,+0,+0,-7205.16,+516.217
2012-06-07 10:00:00 PDT,1,1,1,+1104.6,+250.193,-10103.6,+252.2,+0,+0,-8999,+502.393
2012-06-07 11:00:00 PDT,1,1,1,+939.885,+216.767,-10181,+218.81,+0,+0,-9241.07,+435.577
2012-06-07 12:00:00 PDT,1,1,1,+863.057,+197.477,-10139.4,+199.504,+0,+0,-9276.35,+396.981
2012-06-07 13:00:00 PDT,1,1,1,+695.685,+145.7,-9903.21,+147.636,+0,+0,-9207.52,+293.337
2012-06-07 14:00:00 PDT,1,1,1,+657.467,+130.252,-8284.81,+131.606,+0,+0,-7627.35,+261.858
2012-06-07 15:00:00 PDT,1,1,1,+706.447,+154.327,-7709.81,+155.498,+0,+0,-7003.36,+309.825
2012-06-07 16:00:00 PDT,1,1,1,+969.835,+151.469,-4499.72,+151.855,+0,+0,-3529.89,+303.325
2012-06-07 17:00:00 PDT,1,1,1,+1205.31,+198.548,-2402.93,+198.638,+0,+0,-1197.63,+397.186
2012-06-07 18:00:00 PDT,1,1,1,+1601.01,+303.677,+140.814,+303.629,+0,+0,+1741.82,+607.305
2012-06-07 19:00:00 PDT,1,1,1,+1676.88,+314.181,+1433.42,+314.166,+0,+0,+3110.3,+628.347
2012-06-07 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-06-07 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-06-07 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-06-07 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
2012-06-08 00:00:00 PDT,1,1,1,+722.38,+171.995,+722.38,+171.995,+0,+0,+1444.76,+343.99
2012-06-08 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-06-08 02:00:00 PDT,1,1,1,+5421.47,+146.165,+5421.47,+146.165,+0,+0,+10842.9,+292.33
2012-06-08 03:00:00 PDT,1,1,1,+594.681,+143.222,+594.681,+143.222,+0,+0,+1189.36,+286.444
2012-06-08 04:00:00 PDT,1,1,1,+4623.38,+1543.06,+3270.58,+1542.86,+0,+0,+7893.96,+3085.92
2012-06-08 05:00:00 PDT,1,1,1,+631.307,+129.426,-2710.59,+129.565,+0,+0,-2079.28,+258.991
2012-06-08 06:00:00 PDT,1,1,1,+5006.76,+1607.61,+2021.6,+1607.21,+0,+0,+7028.36,+3214.81
2012-06-08 07:00:00 PDT,1,1,1,+5893.99,+221.971,+1606.85,+221.341,+0,+0,+7500.84,+443.311
2012-06-08 08:00:00 PDT,1,1,1,+1513.87,+253.504,-5554.99,+254.078,+0,+0,-4041.12,+507.583
2012-06-08 09:00:00 PDT,1,1,1,+1172.61,+257.422,-7646.2,+258.562,+0,+0,-6473.59,+515.984
2012-06-08 10:00:00 PDT,1,1,1,+1104.6,+250.193,-8165.37,+251.498,+0,+0,-7060.76,+501.691
2012-06-08 11:00:00 PDT,1,1,1,+939.885,+216.767,-19185.4,+224.043,+0,+0,-18245.5,+440.81
2012-06-08 12:00:00 PDT,1,1,1,+863.057,+197.477,-18468.8,+204.22,+0,+0,-17605.7,+401.696
2012-06-08 13:00:00 PDT,1,1,1,+695.685,+145.7,-8533.87,+147.137,+0,+0,-7838.18,+292.837
2012-06-08 14:00:00 PDT,1,1,1,+657.467,+130.252,-35635.8,+155.353,+0,+0,-34978.3,+285.606
2012-06-08 15:00:00 PDT,1,1,1,+706.447,+154.327,-32962.5,+175.807,+0,+0,-32256,+330.133
2012-06-08 16:00:00 PDT,1,1,1,+969.835,+151.469,-27936.5,+166.891,+0,+0,-26966.6,+318.36
2012-06-08 17:00:00 PDT,1,1,1,+1205.31,+198.548,-15529,+203.301,+0,+0,-14323.7,+401.849
2012-06-08 18:00:00 PDT,1,1,1,+1601.01,+303.677,-2047.92,+303.715,+0,+0,-446.906,+607.391
2012-06-08 19:00:00 PDT,1,1,1,+1676.88,+314.181,+552.194,+314.133,+0,+0,+2229.07,+628.314
2012-06-08 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-06-08 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-06-08 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-06-08 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
2012-06-09 00:00:00 PDT,1,1,1,+722.38,+171.995,+722.38,+171.995,+0,+0,+1444.76,+343.99
2012-06-09 01:00:00 PDT,1,1,1,+604.048,+146.675,+604.048,+146.675,+0,+0,+1208.1,+293.349
2012-06-09 02:00:00 PDT,1,1,1,+579.259,+143.138,+579.259,+143.138,+0,+0,+1158.52,+286.277
2012-06-09 03:00:00 PDT,1,1,1,+594.681,+143.222,+594.681,+143.222,+0,+0,+1189.36,+286.444
2012-06-09 04:00:00 PDT,1,1,1,+479.903,+117.414,-2322.92,+117.518,+0,+0,-1843.01,+234.933
2012-06-09 05:00:00 PDT,1,1,1,+631.307,+129.426,-21430.1,+138.505,+0,+0,-20798.8,+267.931
2012-06-09 06:00:00 PDT,1,1,1,+831.086,+174.055,-30393.2,+192.317,+0,+0,-29562.1,+366.372
2012-06-09 07:00:00 PDT,1,1,1,+1054.24,+218.752,-34815.9,+242.715,+0,+0,-33761.7,+461.467
2012-06-09 08:00:00 PDT,1,1,1,+1513.87,+253.504,-37159.5,+280.786,+0,+0,-35645.6,+534.291
2012-06-09 09:00:00 PDT,1,1,1,+1172.61,+257.422,-36859.2,+284.283,+0,+0,-35686.6,+541.705
2012-06-09 10:00:00 PDT,1,1,1,+1104.6,+250.193,-38045.4,+278.811,+0,+0,-36940.8,+529.004
2012-06-09 11:00:00 PDT,1,1,1,+939.885,+216.767,-38719.3,+246.408,+0,+0,-37779.4,+463.175
2012-06-09 12:00:00 PDT,1,1,1,+863.057,+197.477,-39029.6,+227.593,+0,+0,-38166.5,+425.07
2012-06-09 13:00:00 PDT,1,1,1,+695.685,+145.7,-37976.4,+174.209,+0,+0,-37280.7,+319.909
2012-06-09 14:00:00 PDT,1,1,1,+657.467,+130.252,-37191.1,+157.592,+0,+0,-36533.6,+287.844
2012-06-09 15:00:00 PDT,1,1,1,+5548.03,+157.451,-32620.3,+177.894,+0,+0,-27072.3,+335.345
2012-06-09 16:00:00 PDT,1,1,1,+969.835,+151.469,-33148.1,+173.184,+0,+0,-32178.3,+324.653
2012-06-09 17:00:00 PDT,1,1,1,+4787.02,+1471.38,-24476.1,+1482.89,+0,+0,-19689.1,+2954.27
2012-06-09 18:00:00 PDT,1,1,1,+5059.33,+1545.36,-16701.3,+1550.47,+0,+0,-11642,+3095.82
2012-06-09 19:00:00 PDT,1,1,1,+1676.88,+314.181,-1805.92,+314.196,+0,+0,-129.043,+628.376
2012-06-09 20:00:00 PDT,1,1,1,+1567.94,+333.09,+1567.94,+333.09,+0,+0,+3135.88,+666.179
2012-06-09 21:00:00 PDT,1,1,1,+1523.9,+326.601,+1523.9,+326.601,+0,+0,+3047.79,+653.201
2012-06-09 22:00:00 PDT,1,1,1,+1266.77,+256.376,+1266.77,+256.376,+0,+0,+2533.55,+512.752
2012-06-09 23:00:00 PDT,1,1,1,+999.788,+223.422,+999.788,+223.422,+0,+0,+1999.58,+446.844
