# file...... xout_weather.csv
# date...... Mon Jun 17 14:20:34 2019
# user...... austinchang
# host...... (null)
# target.... climate 903
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,temperature,wind_speed,humidity, solar_direct,solar_diffuse,solar_global
2018-01-09 05:00:00 EST,+2.7,+0.08,+0.85,+0,+0,+0
2018-01-09 06:00:00 EST,+0.3,+0,+0.84,+0,+0,+0
2018-01-09 07:00:00 EST,-2.2,+0,+0.82,+0,+0,+0
2018-01-09 08:00:00 EST,-3.3,+0.04,+0.82,+0,+0,+0
2018-01-09 09:00:00 EST,-5.3,+0.01,+0.81,+0,+0,+0
2018-01-09 10:00:00 EST,-5.8,+0.08,+0.81,+0,+0,+0
2018-01-09 11:00:00 EST,-6.3,+0.01,+0.8,+0,+0,+0
2018-01-09 12:00:00 EST,-7.2,+0,+0.8,+0,+0,+0
2018-01-09 13:00:00 EST,-8,+0.04,+0.8,+0,+0,+0
2018-01-09 14:00:00 EST,-9,+0,+0.79,+0,+0,+0
2018-01-09 15:00:00 EST,-9.2,+0,+0.79,+0,+0,+0
2018-01-09 16:00:00 EST,-10.5,+0,+0.78,+0,+0,+0
2018-01-09 17:00:00 EST,-11,+0,+0.78,+0,+0,+0
2018-01-09 18:00:00 EST,-11.7,+0.05,+0.78,+0,+0,+0
2018-01-09 19:00:00 EST,-9.9,+0.05,+0.78,+0,+0,+0
2018-01-09 20:00:00 EST,-1.7,+0.08,+0.81,+0,+0,+0
2018-01-09 21:00:00 EST,+4.5,+0.03,+0.84,+1,+0,+1
2018-01-09 22:00:00 EST,+10,+0.01,+0.86,+1,+0,+1
2018-01-09 23:00:00 EST,+12.4,+0.26,+0.88,+0,+0,+0
2018-01-10 00:00:00 EST,+10.8,+0.11,+0.88,+0,+0,+0
2018-01-10 01:00:00 EST,+10.9,+0.24,+0.88,+0,+0,+0
2018-01-10 02:00:00 EST,+10.6,+0.3,+0.88,+0,+0,+0
2018-01-10 03:00:00 EST,+10.6,+0.07,+0.87,+0,+0,+0
2018-01-10 04:00:00 EST,+10.6,+0.75,+0.87,+0,+0,+0
2018-01-10 05:00:00 EST,+10,+0.96,+0.84,+0,+0,+0
2018-01-10 06:00:00 EST,+10.9,+0.84,+0.8,+0,+0,+0
2018-01-10 07:00:00 EST,+9.5,+0.84,+0.75,+0,+0,+0
2018-01-10 08:00:00 EST,+9.7,+0.43,+0.77,+0,+0,+0
2018-01-10 09:00:00 EST,+9.7,+0.77,+0.73,+0,+0,+0
2018-01-10 10:00:00 EST,+8.8,+1.04,+0.73,+0,+0,+0
2018-01-10 11:00:00 EST,+9.3,+0.84,+0.75,+0,+0,+0
2018-01-10 12:00:00 EST,+9.7,+1.01,+0.73,+0,+0,+0
2018-01-10 13:00:00 EST,+9.7,+1.08,+0.72,+0,+0,+0
2018-01-10 14:00:00 EST,+9.5,+1.09,+0.72,+0,+0,+0
2018-01-10 15:00:00 EST,+9.1,+1.14,+0.75,+0,+0,+0
2018-01-10 16:00:00 EST,+8.6,+1.32,+0.79,+0,+0,+0
2018-01-10 17:00:00 EST,+9,+1.08,+0.81,+0,+0,+0
2018-01-10 18:00:00 EST,+8.8,+1.42,+0.81,+0,+0,+0
2018-01-10 19:00:00 EST,+9,+1.5,+0.81,+0,+0,+0
2018-01-10 20:00:00 EST,+9.3,+1.69,+0.82,+0,+0,+0
2018-01-10 21:00:00 EST,+10,+1.47,+0.8,+0,+0,+0
2018-01-10 22:00:00 EST,+10.2,+1.4,+0.78,+1,+0,+1
2018-01-10 23:00:00 EST,+10,+1.51,+0.78,+0,+0,+0
