# file...... Regulator_Reg1.csv
# date...... Thu Sep 20 15:29:03 2012
# user...... dwp0
# host...... (null)
# target.... regulator 55
# trigger... (none)
# interval.. 1440
# limit..... 100
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-09-11 00:00:00 PDT,-1,0,-1,+232609,-141774,+222033,-146807,+145974,-147695,+600617,-436276
2000-09-11 00:24:00 PDT,-12,0,-16,+104062,+1171.61,+115677,+1239.77,+70480.1,+489.886,+290219,+2901.27
2000-09-11 00:48:00 PDT,-12,0,-16,+93980.9,+972.091,+103166,+1022.38,+66777,+464.27,+263924,+2458.74
2000-09-11 01:12:00 PDT,-12,0,-16,+93302.7,+998.534,+94089,+809.107,+69671.9,+520.936,+257064,+2328.58
2000-09-11 01:36:00 PDT,-12,0,-16,+89425.7,+892.162,+99940.9,+927.999,+64479.5,+449.943,+253846,+2270.1
2000-09-11 02:00:00 PDT,-12,0,-16,+104967,+1231.99,+106242,+1072.58,+73405.4,+550.873,+284614,+2855.45
2000-09-11 02:24:00 PDT,-12,0,-16,+116053,+1423.96,+133027,+1440.73,+94134,+940.397,+343214,+3805.09
2000-09-11 02:48:00 PDT,-12,0,-16,+204896,+4830.63,+179875,+2668.34,+111177,+877.459,+495948,+8376.43
2000-09-11 03:12:00 PDT,-12,0,-16,+226958,+5786.94,+196389,+3373.56,+140414,+1616.61,+563760,+10777.1
2000-09-11 03:36:00 PDT,-12,0,-16,+193222,+3908.9,+214470,+3546,+146580,+2066.23,+554273,+9521.13
2000-09-11 04:00:00 PDT,-12,0,-16,+145631,+1956.1,+187983,+3051.02,+123757,+1574.75,+457370,+6581.88
2000-09-11 04:24:00 PDT,-12,0,-16,+146529,+2519.17,+121711,+1250.53,+93932.4,+730.735,+362173,+4500.43
2000-09-11 04:48:00 PDT,-12,0,-16,+157448,+2764.59,+154613,+2257.75,+98918.6,+831.697,+410980,+5854.04
2000-09-11 05:12:00 PDT,-12,0,-16,+230377,+5845.66,+214866,+3896.4,+142428,+1548.51,+587671,+11290.6
2000-09-11 05:36:00 PDT,-12,0,-16,+289644,+8866.33,+292110,+7311.79,+208102,+4021.77,+789856,+20199.9
2000-09-11 06:00:00 PDT,-11,0,-16,+395931,+16380.7,+372077,+12764.9,+233624,+3961.33,+1.00163e+006,+33107
2000-09-11 06:24:00 PDT,-11,0,-16,+405475,+17960.6,+350972,+10433,+242568,+4225.07,+999015,+32618.7
2000-09-11 06:48:00 PDT,-11,0,-16,+370609,+14162.7,+363970,+11783.3,+211673,+3209.91,+946252,+29155.9
2000-09-11 07:12:00 PDT,-11,0,-16,+262601,+6683.29,+291198,+7278.58,+189467,+3225.3,+743265,+17187.2
2000-09-11 07:36:00 PDT,-11,0,-16,+235423,+6211.71,+210966,+3709.08,+134080,+1328.62,+580470,+11249.4
2000-09-11 08:00:00 PDT,-11,0,-16,+234139,+6520.92,+174632,+2699.87,+119960,+862.796,+528731,+10083.6
2000-09-11 08:24:00 PDT,-11,0,-16,+196069,+3804.88,+216801,+4385.24,+130017,+1448.01,+542887,+9638.14
2000-09-11 08:48:00 PDT,-11,0,-16,+192865,+3438.58,+220072,+4245.86,+176085,+3421.16,+589022,+11105.6
2000-09-11 09:12:00 PDT,-11,0,-16,+216301,+5121.07,+198041,+3060.19,+170262,+2902.76,+584605,+11084
2000-09-11 09:36:00 PDT,-11,0,-16,+269600,+8136.06,+245045,+4780.94,+155469,+1592.98,+670113,+14510
