# file...... VoltageJiggle.csv
# date...... Fri Sep 14 13:58:58 2012
# user...... dwp0
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 1440
# limit..... 100
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2000-09-11 00:00:00 PDT,+237.656,+240.613,+243.369,+2.01579
2000-09-11 00:24:00 PDT,+215.237,+226.181,+240.075,+10.4626
2000-09-11 00:48:00 PDT,+215.263,+226.254,+240.038,+10.4224
2000-09-11 01:12:00 PDT,+215.028,+226.307,+240.096,+10.4843
2000-09-11 01:36:00 PDT,+215.121,+226.288,+240.031,+10.4148
2000-09-11 02:00:00 PDT,+214.985,+226.201,+240.125,+10.5139
2000-09-11 02:24:00 PDT,+214.724,+226.073,+239.957,+10.4773
2000-09-11 02:48:00 PDT,+214.266,+225.659,+240.853,+11.234
2000-09-11 03:12:00 PDT,+213.999,+225.438,+240.729,+11.208
2000-09-11 03:36:00 PDT,+214.023,+225.489,+240.083,+10.8084
2000-09-11 04:00:00 PDT,+214.792,+225.704,+239.653,+10.3056
2000-09-11 04:24:00 PDT,+214.623,+226.067,+240.537,+10.8984
2000-09-11 04:48:00 PDT,+214.728,+225.802,+240.337,+10.7748
2000-09-11 05:12:00 PDT,+214.119,+225.383,+240.659,+11.1862
2000-09-11 05:36:00 PDT,+213.28,+224.733,+240.315,+11.2091
2000-09-11 06:00:00 PDT,+213.31,+224.621,+240.92,+11.4459
2000-09-11 06:24:00 PDT,+212.888,+224.772,+241.324,+11.7628
2000-09-11 06:48:00 PDT,+213.812,+224.815,+240.858,+11.2764
2000-09-11 07:12:00 PDT,+214.065,+225.449,+239.984,+10.5304
2000-09-11 07:36:00 PDT,+214.049,+225.962,+240.835,+11.0171
2000-09-11 08:00:00 PDT,+214.087,+226.12,+241.257,+11.2298
2000-09-11 08:24:00 PDT,+214.662,+225.96,+240.074,+10.3927
2000-09-11 08:48:00 PDT,+213.785,+225.888,+239.616,+10.1964
2000-09-11 09:12:00 PDT,+213.237,+225.979,+240.306,+10.8082
2000-09-11 09:36:00 PDT,+213.963,+225.757,+240.974,+11.2164
2000-09-11 10:00:00 PDT,+214.455,+225.904,+239.791,+10.2698
2000-09-11 10:24:00 PDT,+214.462,+226.329,+240.535,+10.6489
2000-09-11 10:48:00 PDT,+214.858,+226.539,+240.106,+10.3034
2000-09-11 11:12:00 PDT,+215.081,+226.639,+240.076,+10.2358
2000-09-11 11:36:00 PDT,+214.667,+226.621,+240.141,+10.3482
2000-09-11 12:00:00 PDT,+214.779,+226.491,+240.116,+10.3236
2000-09-11 12:24:00 PDT,+214.192,+226.417,+240.034,+10.3975
2000-09-11 12:48:00 PDT,+214.248,+226.025,+239.999,+10.4414
2000-09-11 13:12:00 PDT,+213.394,+225.732,+239.782,+10.5071
2000-09-11 13:36:00 PDT,+212.489,+224.143,+239.722,+10.9954
2000-09-11 14:00:00 PDT,+209.428,+223.927,+240.988,+12.155
2000-09-11 14:24:00 PDT,+210.64,+223.644,+240.209,+11.4393
2000-09-11 14:48:00 PDT,+212.157,+225.579,+240.96,+10.8003
2000-09-11 15:12:00 PDT,+208.943,+225.095,+240.599,+11.5143
2000-09-11 15:36:00 PDT,+211.022,+224.563,+240.121,+10.9036
2000-09-11 16:00:00 PDT,+210.942,+224.448,+242.189,+12.3972
2000-09-11 16:24:00 PDT,+213.834,+226.989,+242.892,+11.3214
2000-09-11 16:48:00 PDT,+214.01,+227.288,+244.458,+12.3295
2000-09-11 17:12:00 PDT,+214.069,+226.873,+240.98,+10.3703
2000-09-11 17:36:00 PDT,+215.275,+226.826,+240.698,+10.1902
2000-09-11 18:00:00 PDT,+214.174,+225.901,+240.104,+10.3165
2000-09-11 18:24:00 PDT,+214.399,+225.983,+239.826,+10.0922
2000-09-11 18:48:00 PDT,+213.85,+226.432,+240.555,+10.5587
2000-09-11 19:12:00 PDT,+213.836,+226.423,+239.8,+10.1421
2000-09-11 19:36:00 PDT,+213.881,+226.506,+240.347,+10.445
2000-09-11 20:00:00 PDT,+213.787,+225.994,+240.506,+10.8299
2000-09-11 20:24:00 PDT,+214.315,+226.109,+240.246,+10.5552
2000-09-11 20:48:00 PDT,+214.844,+226.149,+239.926,+10.2624
2000-09-11 21:12:00 PDT,+214.451,+226.217,+240.291,+10.5472
2000-09-11 21:36:00 PDT,+214.547,+226.189,+240.16,+10.4575
2000-09-11 22:00:00 PDT,+214.395,+226.239,+240.109,+10.4312
2000-09-11 22:24:00 PDT,+214.617,+226.294,+240.188,+10.439
2000-09-11 22:48:00 PDT,+214.789,+226.375,+240.049,+10.322
2000-09-11 23:12:00 PDT,+214.746,+226.507,+240.057,+10.2937
2000-09-11 23:36:00 PDT,+214.945,+226.571,+239.995,+10.2325
2000-09-12 00:00:00 PDT,+214.922,+226.682,+240.065,+10.2261
