# file...... SwingKids_transformer.csv
# date...... Fri Jul 25 16:21:22 2014
# user...... jxh10
# host...... (null)
# group..... class=transformer AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+597153,-436350
2014-07-30 01:00:00 PDT,+1.5789e+006,-43724.7
2014-07-30 02:00:00 PDT,+609388,-363342
2014-07-30 03:00:00 PDT,+420431,-432246
2014-07-30 04:00:00 PDT,+552977,-422673
2014-07-30 05:00:00 PDT,+579985,-418737
2014-07-30 06:00:00 PDT,+706639,-407891
2014-07-30 07:00:00 PDT,+720269,-398949
2014-07-30 08:00:00 PDT,+1.21693e+006,-212998
2014-07-30 09:00:00 PDT,+1.07764e+006,-239143
2014-07-30 10:00:00 PDT,+778353,-318435
2014-07-30 11:00:00 PDT,+693317,-320213
2014-07-30 12:00:00 PDT,+984425,-227581
2014-07-30 13:00:00 PDT,+1.54635e+006,-29349.1
2014-07-30 14:00:00 PDT,+979153,-237236
2014-07-30 15:00:00 PDT,+942840,-272457
2014-07-30 16:00:00 PDT,+2.20153e+006,+181226
2014-07-30 17:00:00 PDT,+1.52475e+006,-94516.1
2014-07-30 18:00:00 PDT,+1.60457e+006,-62901.9
2014-07-30 19:00:00 PDT,+1.42702e+006,-130763
2014-07-30 20:00:00 PDT,+988503,-273947
2014-07-30 21:00:00 PDT,+850408,-317621
2014-07-30 22:00:00 PDT,+777878,-317879
2014-07-30 23:00:00 PDT,+665109,-54958.8
2014-07-31 00:00:00 PDT,+467479,+43173.5
2014-07-31 01:00:00 PDT,+353074,+27470.3
2014-07-31 02:00:00 PDT,+299934,+7530.35
2014-07-31 03:00:00 PDT,+380353,+5109.91
2014-07-31 04:00:00 PDT,+472161,+7691.91
2014-07-31 05:00:00 PDT,+484383,+7593.81
2014-07-31 06:00:00 PDT,+630577,+13099.2
2014-07-31 07:00:00 PDT,+889621,+81877.3
2014-07-31 08:00:00 PDT,+1.37217e+006,+252611
2014-07-31 09:00:00 PDT,+1.07736e+006,+176491
2014-07-31 10:00:00 PDT,+932396,+19913.6
2014-07-31 11:00:00 PDT,+1.80054e+006,+323837
2014-07-31 12:00:00 PDT,+1.17007e+006,+113811
2014-07-31 13:00:00 PDT,+930818,+41958
2014-07-31 14:00:00 PDT,+2.6803e+006,+660596
2014-07-31 15:00:00 PDT,+1.40547e+006,+155437
2014-07-31 16:00:00 PDT,+2.92349e+006,+738074
2014-07-31 17:00:00 PDT,+2.16565e+006,+404561
2014-07-31 18:00:00 PDT,+2.28731e+006,+464584
2014-07-31 19:00:00 PDT,+1.9318e+006,+42749.8
2014-07-31 20:00:00 PDT,+1.60877e+006,-63351
2014-07-31 21:00:00 PDT,+1.11462e+006,-235393
2014-07-31 22:00:00 PDT,+1.13917e+006,-214730
2014-07-31 23:00:00 PDT,+1.12616e+006,-182016
2014-08-01 00:00:00 PDT,+824948,+12835
2014-08-01 01:00:00 PDT,+933219,+58134.6
2014-08-01 02:00:00 PDT,+880680,+45971.2
2014-08-01 03:00:00 PDT,+1.07386e+006,+73786.8
2014-08-01 04:00:00 PDT,+947182,+17181.8
2014-08-01 05:00:00 PDT,+754269,-52731
2014-08-01 06:00:00 PDT,+1.03129e+006,-6566.6
2014-08-01 07:00:00 PDT,+1.30258e+006,+66685.3
2014-08-01 08:00:00 PDT,+1.81147e+006,+268742
2014-08-01 09:00:00 PDT,+1.5361e+006,+182985
2014-08-01 10:00:00 PDT,+1.70336e+006,+6020.63
2014-08-01 11:00:00 PDT,+1.80466e+006,+51058.9
2014-08-01 12:00:00 PDT,+2.11853e+006,+178442
2014-08-01 13:00:00 PDT,+2.08645e+006,+172438
2014-08-01 14:00:00 PDT,+2.3046e+006,+229984
2014-08-01 15:00:00 PDT,+2.60314e+006,+339483
2014-08-01 16:00:00 PDT,+3.09548e+006,+532250
2014-08-01 17:00:00 PDT,+3.13052e+006,+538535
2014-08-01 18:00:00 PDT,+2.43073e+006,+244242
2014-08-01 19:00:00 PDT,+2.38356e+006,+220624
2014-08-01 20:00:00 PDT,+2.03723e+006,+87335.5
2014-08-01 21:00:00 PDT,+1.96303e+006,+54259.6
2014-08-01 22:00:00 PDT,+1.52575e+006,-86210.2
2014-08-01 23:00:00 PDT,+1.40856e+006,-95430
2014-08-02 00:00:00 PDT,+912237,-239372
2014-08-02 01:00:00 PDT,+524050,-337810
2014-08-02 02:00:00 PDT,+586952,-322005
2014-08-02 03:00:00 PDT,+696686,-317222
2014-08-02 04:00:00 PDT,+662074,-71310.9
2014-08-02 05:00:00 PDT,+948210,+15204.3
2014-08-02 06:00:00 PDT,+1.81054e+006,+272467
2014-08-02 07:00:00 PDT,+1.57026e+006,+174967
2014-08-02 08:00:00 PDT,+1.94575e+006,+334224
2014-08-02 09:00:00 PDT,+2.12068e+006,+404168
2014-08-02 10:00:00 PDT,+2.11945e+006,+416508
2014-08-02 11:00:00 PDT,+2.05619e+006,+142014
2014-08-02 12:00:00 PDT,+2.19901e+006,+209280
2014-08-02 13:00:00 PDT,+2.33888e+006,+265046
2014-08-02 14:00:00 PDT,+3.08222e+006,+555175
2014-08-02 15:00:00 PDT,+2.79132e+006,+408586
2014-08-02 16:00:00 PDT,+2.64997e+006,+347754
2014-08-02 17:00:00 PDT,+2.94406e+006,+460003
2014-08-02 18:00:00 PDT,+2.43154e+006,+248716
2014-08-02 19:00:00 PDT,+2.22449e+006,+164591
2014-08-02 20:00:00 PDT,+1.96222e+006,+62516.1
2014-08-02 21:00:00 PDT,+1.45397e+006,-120412
2014-08-02 22:00:00 PDT,+1.17117e+006,-200862
2014-08-02 23:00:00 PDT,+1.09907e+006,-193690
2014-08-03 00:00:00 PDT,+926885,-228602
2014-08-03 01:00:00 PDT,+1.05242e+006,-172899
2014-08-03 02:00:00 PDT,+784690,+13176.7
2014-08-03 03:00:00 PDT,+761331,-23581.5
