EquipmentId,ComponentMask,MPPCurrent,MPPVoltage,SCCurrent,OCVoltage,SCCurrentTempCoeff,OCVoltageTempCoeff,OperatingTemperature,RefAmbientTemperature,STCTemperature,STCInsolation,Favorite,Comments
"DEFAULT",0,4.5999999999999996e+00,1.7300000000000001e+01,5.0000000000000000e+00,2.1899999999999999e+01,3.1399999999999997e-02,-3.5707800000000001e-01,4.5000000000000000e+01,2.0000000000000000e+01,2.5000000000000000e+01,1.0000000000000000e+03,0,
