EquipmentId,ComponentMask,RatedCurrent,FirstRatedCurrent,SecondRatedCurrent,ThirdRatedCurrent,FourthRatedCurrent,RatedVoltage,Reversible,SinglePhaseLocking,SinglePhaseTripping,InterruptingRating,RemoteControlled,Automated,Favorite,Comments,LVCBType,Manufacturer,Model
"DEFAULT",2,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,5.9999999999999998e-01,0,0,0,6.0000000000000000e+02,0,0,0,,0,,
