EquipmentId,ComponentMask,RatedCurrent,FirstRatedCurrent,SecondRatedCurrent,ThirdRatedCurrent,FourthRatedCurrent,RatedVoltage,Reversible,SinglePhaseLocking,InterruptingRating,Favorite,Comments
"DEFAULT",2,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,2.5000000000000000e+01,0,0,6.0000000000000000e+02,0,
