EquipmentId,ComponentMask,Reversible,RatedVoltage,NominalRating,FirstLoadingLimit,SecondLoadingLimit,ThirdLoadingLimit,FourthLoadingLimit,PositiveSequenceImpedance,ZeroSequenceImpedancePrimary,ZeroSequenceImpedanceSecondary,ZeroSequenceImpedanceTertiary,XRRatio,XR0RatioPrimary,XR0RatioSecondary,XR0RatioTertiary,MinimumPhaseShift,MaximumPhaseShift,NumberOfTaps,Favorite,Comments
"DEFAULT",0,1,1.2470000000000001e+01,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,6.0000000000000000e+00,6.0000000000000000e+00,6.0000000000000000e+00,6.0000000000000000e+00,1.0000000000000000e+01,1.0000000000000000e+01,1.0000000000000000e+01,1.0000000000000000e+01,-1.5000000000000000e+01,1.5000000000000000e+01,32,0,
