EquipmentId,NeutralCableType,NeutralConductorId,NumberOfNeutralWire,InsulationDiameter,PhaseConductorId,InsulationType,InsulationDielectricConstant,DistanceBetweenABPhases,DistanceBetweenBCPhases,DistanceBetweenACPhases,ContinuousTemperatureRating,SCCurrentTemperatureRating
"DEFAULT",0,"DEFAULT",2,1.1000000000000000e+01,"DEFAULT",0,3.0000000000000000e+00,2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+00,7.5000000000000000e+01,2.0000000000000000e+02
