NetworkId,TagText,DeltaX,DeltaY,Angle,Prop,Alignment,Border,Background,TextColor,BorderColor,BackgroundColor,Location,Font,TagTextSize,Offset
"650","Utility
",-5.6715000000000004e-01,3.8109465999999998e+01,0.0000000000000000e+00,1,0,0,0,-1,-1,-1,0,"Arial",1.0000000000000000e+00,3.3000000000000002e-01
