NodeId,LoadValueType,LoadValueA1,LoadValueA2,LoadValueB1,LoadValueB2,LoadValueC1,LoadValueC2
"650",0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
