EquipmentId,ComponentMask,NominalRating,FirstRating,SecondRating,ThirdRating,FourthRating,PositiveSequenceResistance,PositiveSequenceReactance,ZeroSequenceResistance,ZeroSequenceReactance,PosSeqShuntSusceptance,ConfigurationType,WithstandRating,ZeroSequenceShuntSusceptance,LevelKV,Favorite,Comments,PosSeqShuntConductance,ZeroSequenceShuntConductance,LockImpedance
"DEFAULT",1,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,4.0000000000000002e-01,1.3999999999999999e+00,4.0000000000000002e-01,1.3999999999999999e+00,1.1264400000000001e+02,1,3.0000000000000000e+02,1.1264400000000001e+02,7.2000000000000002e+00,0,,0.0000000000000000e+00,0.0000000000000000e+00,0
