EquipmentId,ComponentMask,Comments,RatedKV,RatedAmps,FirstRatedAmps,SecondRatedAmps,ThirdRatedAmps,FourthRatedAmps,Favorite
"DEFAULT",2,,7.2000000000000002e+00,2.0000000000000000e+02,2.0000000000000000e+02,2.0000000000000000e+02,2.0000000000000000e+02,2.0000000000000000e+02,0
