EquipmentId,ComponentMask,RatedKVAR,RatedVoltageKVLL,CostForFixedBank,CostForSwitchedBank,LossesKW,InterruptingRating,PhaseType,Favorite,Comments
"DEFAULT",0,1.0000000000000000e+02,7.2000000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000000e+02,1,0,
