EquipmentId,ComponentMask,PhaseType,NominalRatingKVA,FirstLoadingLimitKVA,SecondLoadingLimitKVA,ThirdLoadingLimitKVA,FourthLoadingLimitKVA,PrimaryVoltageKVLL,SecondaryVoltageKVLL,PosSeqImpedancePercent,ZeroSeqImpedancePercent,ZeroSeqImpedancePrimSecPercent,ZeroSeqImpedancePrimMagPercent,ZeroSeqImpedanceSecMagPercent,XRRatio,TransformerConnection,GroundingResistanceOhms,GroundingReactanceOhms,NoLoadLossesKW,Reversible,XR0Ratio,XR0PrimSecRatio,XR0PrimMagRatio,XR0SecMagRatio,Favorite,Comments
"DEFAULT",0,1,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,1.0000000000000000e+03,2.4899999999999999e+01,1.2470000000000001e+01,6.0000000000000000e+00,6.0000000000000000e+00,8.0000000000000000e+00,2.0000000000000000e+01,3.0000000000000000e+01,1.0000000000000000e+01,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0,1.0000000000000000e+01,3.0000000000000000e+01,3.0000000000000000e+01,3.0000000000000000e+01,0,
