EquipmentId,ComponentMask,PulseNumber,RatedVoltage,MaxReactivePower,MinReactivePower,Favorite,Comments
"DEFAULT",0,6,1.3800000000000001e+01,5.0000000000000000e+03,-5.0000000000000000e+03,0,
