EquipmentId,ComponentMask,RatedKVA,RatedKVLL,ActiveGenerationKW,PFPercent,MaximumReactiveKVAR,MinimumReactiveKVAR,PositiveSequenceResistance,PositiveSequenceReactance,ZeroSequenceResistance,ZeroSequenceReactance,GroundingResistanceOhms,GroundingReactanceOhms,ConnectionConfiguration,TransientResistance,TransientReactance,SubtransientResistance,SubtransientReactance,NegativeSequenceResistance,NegativeSequenceReactance,NumberOfPoles,Favorite,Comments,ImpedanceUnit,FixedQLimits
"DEFAULT",0,1.5000000000000000e+02,1.3800000000000001e+01,1.0000000000000000e+02,8.5000000000000000e+01,5.0000000000000000e+01,0.0000000000000000e+00,1.7000000000000001e-02,1.7000000000000001e-01,1.7000000000000001e-02,1.7000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2,0,,1,1
