EquipmentId,ComponentMask,R,L,C,KVAR,KV,Favorite,Comments
"DEFAULT",0,4.2000000000000002e+00,2.0800000000000000e+02,1.5100000000000000e+00,2.0000000000000000e+01,1.3800000000000001e+01,0,
