EquipmentId,ComponentMask,GovernorKp,GovernorKi,TurbineTimeConstant,Inertia,InertiaUnitType,RatedCapacity,RatedVoltage,RatedPower,RatedSpeed,SynchronousReactance,Favorite,Comments
"DEFAULT",0,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,8.5000000000000006e-02,1,1.3069999999999999e+02,2.3999999999999999e-01,1.0000000000000000e+02,6.5000000000000000e+04,1.6070000000000001e-01,0,
