EquipmentId,ComponentMask,R,L,C,TunedFrequency,KVAR,KV,ConnectionConfiguration,QualityFactor,Favorite,Comments
"DEFAULT",0,6.4000000000000004e+00,6.7906099999999995e+01,4.1446600000000000e+00,5.0000000000000000e+00,1.0000000000000000e+02,8.0000000000000000e+00,0,1.0000000000000000e+01,0,
