EquipmentId,GMDPhaseToPhase,GMDPhaseToNeutral,AveragePhaseConductorHeight,AverageNeutralConductorHeight
"DEFAULT",1.3000000000000000e-01,1.4999999999999999e-01,9.0000000000000000e+00,1.0000000000000000e+01
