EquipmentId,ComponentMask,RatedCurrent,FirstRatedCurrent,SecondRatedCurrent,ThirdRatedCurrent,FourthRatedCurrent,ReactanceOhms,Favorite,Comments
"DEFAULT",0,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000001e-01,0,
