EquipmentId,ComponentMask,RatedCurrent,FirstRatedCurrent,SecondRatedCurrent,ThirdRatedCurrent,FourthRatedCurrent,RatedVoltage,RatedPower,Efficiency,Favorite,Comments
"DEFAULT",0,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,1.0000000000000000e+02,4.0000000000000002e-01,2.0000000000000000e+01,9.5000000000000000e+01,0,
