EquipmentId,ComponentMask,RatedPower,RatedVoltageKVLL,FullLoadPF,EfficiencyPercent,SynchronousSpeed,NumberOfPoles,ConnectionConfiguration,SubTransientResistance,SubTransientReactance,XdSaturated,ZeroSequenceResistance,ZeroSequenceReactance,NegativeSequenceResistance,NegativeSequenceReactance,GroundingResistance,GroundingReactance,ImpedanceUnit,Favorite,Comments
"DEFAULT",0,1.0000000000000000e+03,4.1600000000000001e+00,9.5000000000000000e+01,9.0000000000000000e+01,3.6000000000000000e+03,2,0,0.0000000000000000e+00,1.4999999999999999e-01,1.2000000000000000e+00,0.0000000000000000e+00,5.9999999999999998e-02,0.0000000000000000e+00,1.4999999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,1,0,
