EquipmentId,ComponentMask,R1,L1,C1,R2,L2,C2,R3,L3,C3,Favorite,Comments
"DEFAULT",0,4.2000000000000002e+00,2.0800000000000000e+02,1.5100000000000000e+00,1.6559999999999999e+00,2.4000000000000000e+01,1.2080000000000000e+01,2.1099999999999999e+00,2.0000000000000000e+01,1.0080000000000000e+01,0,
