EquipmentID,ComponentMask,RatedPower_kw,MaxPower_kw,RatedWindSpeed_ms,CutInWindSpeed_ms,CutOutWindSpeed_ms,NbOfRotorBlades,RotorRadius,RatedSpeed_rpm,MinSpeed_rpm,MaxSpeed_rpm,WindTurbineInertia_kgm2,SpringConstant_nmsrad,DampingConstant_nmsrad,GearBoxRatio,GeneratorType,GeneratorRatedCapacity_kva,GeneratorRatedVoltage_kv,GeneratorRatedPower_kw,GeneratorPowerFactor_percent,GeneratorEfficiency_percent,GeneratorRatedSpeed_rpm,Favorite,Comments
"DEFAULT",0,5.0000000000000000e+02,7.5000000000000000e+02,6.0000000000000000e+00,3.0000000000000000e+00,1.2000000000000000e+01,3,2.0000000000000000e+01,2.4000000000000000e+01,1.9199999999999999e+01,3.6000000000000000e+01,1.0000000000000000e+02,2.7000000000000000e+03,0.0000000000000000e+00,7.5000000000000000e+01,2,5.0000000000000000e+02,2.3999999999999999e-01,4.3650000000000000e+02,-9.0000000000000000e+01,9.7000000000000000e+01,1.8000000000000000e+03,0,
