EquipmentID,ComponentMask,Z1,Z0,X1_R1,X0_R0,RatedCapacity_kva,RatedVoltage_kv,ConnectionConfiguration,Favorite,Comments
"DEFAULT",0,6.0000000000000000e+00,6.0000000000000000e+00,3.0000000000000000e+01,3.0000000000000000e+01,1.0000000000000000e+03,7.2000000000000002e+00,0,0,
