NetworkId,ComponentMask,NetworkType,Description,Color,CreationTime,AutoGen,LastChange,LoadFactor,TravelingTime,Group1,Group2,Group3,Version
"650",4,0,,0,1140453526,0,1408569826,1.0000000000000000e+00,0.0000000000000000e+00,,,,5020
