EquipmentId,ComponentMask,R1,L1,C1,R2,L2,C2,R3,TunedFrequency1,TunedFrequency2,FirstTunedQ,FirstTunedQualityFactor,FirstTunedV,SecondTunedQ,SecondTunedQualityFactor,SecondTunedV,Favorite,Comments
"DEFAULT",0,4.2000000000000002e+00,2.0800000000000000e+02,1.5100000000000000e+00,1.6559999999999999e+00,2.4000000000000000e+01,1.2080000000000000e+01,2.1099999999999999e+00,3.0000000000000000e+00,3.0000000000000000e+00,1.0000000000000000e+03,1.0000000000000000e+01,1.3800000000000001e+01,1.0000000000000000e+03,1.0000000000000000e+01,1.3800000000000001e+01,0,
