# file...... Voltage_630.csv
# date...... Tue Aug 14 13:25:31 2012
# user...... dpinney
# host...... (null)
# target.... node 38
# trigger... (none)
# interval.. 60
# limit..... 20
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2386.87,-0.289746,-1201.19,-2079.96,-1193.28,+2067.21
2000-01-01 00:01:00 PST,+2371.86,-0.28522,-1201.19,-2079.96,-1185.78,+2054.2
2000-01-01 00:02:00 PST,+2356.81,-0.352979,-1201.22,-2079.92,-1178.2,+2041.21
2000-01-01 00:03:00 PST,+2341.76,-0.420788,-1201.24,-2079.88,-1170.68,+2028.21
2000-01-01 00:04:00 PST,+2326.74,-0.421916,-1201.25,-2079.86,-1163.17,+2015.2
2000-01-01 00:05:00 PST,+2311.73,-0.415654,-1201.25,-2079.87,-1155.67,+2002.2
2000-01-01 00:06:00 PST,+2296.73,-0.391449,-1201.26,-2079.85,-1148.18,+1989.19
2000-01-01 00:07:00 PST,+2281.69,-0.421763,-1201.32,-2079.75,-1140.61,+1976.19
2000-01-01 00:08:00 PST,+2266.66,-0.449025,-1201.33,-2079.73,-1133.1,+1963.19
2000-01-01 00:09:00 PST,+2266.66,-0.432382,-1201.32,-2079.74,-1125.61,+1950.18
2000-01-01 00:10:00 PST,+2266.67,-0.409867,-1201.3,-2079.76,-1118.11,+1937.18
2000-01-01 00:11:00 PST,+2266.68,-0.39301,-1201.3,-2079.76,-1110.62,+1924.17
2000-01-01 00:12:00 PST,+2266.68,-0.393078,-1201.29,-2079.77,-1103.12,+1911.17
2000-01-01 00:13:00 PST,+2266.68,-0.385591,-1201.29,-2079.77,-1095.62,+1898.16
2000-01-01 00:14:00 PST,+2266.68,-0.385284,-1201.28,-2079.78,-1088.11,+1885.16
2000-01-01 00:15:00 PST,+2266.66,-0.412241,-1201.29,-2079.76,-1080.6,+1872.16
2000-01-01 00:16:00 PST,+2266.63,-0.474911,-1201.33,-2079.7,-1080.55,+1872.16
2000-01-01 00:17:00 PST,+2266.64,-0.463717,-1201.33,-2079.7,-1080.55,+1872.16
2000-01-01 00:18:00 PST,+2266.6,-0.526323,-1201.33,-2079.69,-1080.53,+1872.16
2000-01-01 00:19:00 PST,+2266.6,-0.531806,-1201.33,-2079.69,-1080.53,+1872.16
