hourly,2018,TX_Panther_Junction_2_N,8760,8758,2,subhourly,2018,TX_Panther_Junction_2_N,105120,105096,24
hourly,2018,AK_Kenai_29_ENE,8760,8757,3,subhourly,2018,AK_Kenai_29_ENE,105120,105084,36
hourly,2018,AK_Red_Dog_Mine_3_SSW,8760,8757,3,subhourly,2018,AK_Red_Dog_Mine_3_SSW,105120,105084,36
hourly,2018,AK_Sand_Point_1_ENE,8760,8757,3,subhourly,2018,AK_Sand_Point_1_ENE,105120,105084,36
hourly,2018,AK_Utqiagvik_formerly_Barrow_4_ENE,8760,8757,3,subhourly,2018,AK_Utqiagvik_formerly_Barrow_4_ENE,105120,105084,36
hourly,2018,AZ_Williams_35_NNW,8760,8757,3,subhourly,2018,AZ_Williams_35_NNW,105120,105084,36
hourly,2018,CA_Stovepipe_Wells_1_SW,8760,8757,3,subhourly,2018,CA_Stovepipe_Wells_1_SW,105120,105084,36
hourly,2018,CO_Montrose_11_ENE,8760,8757,3,subhourly,2018,CO_Montrose_11_ENE,105120,105084,36
hourly,2018,ID_Arco_17_SW,8760,8757,3,subhourly,2018,ID_Arco_17_SW,105120,105084,36
hourly,2018,ID_Murphy_10_W,8760,8757,3,subhourly,2018,ID_Murphy_10_W,105120,105084,36
hourly,2018,ME_Limestone_4_NNW,8760,8757,3,subhourly,2018,ME_Limestone_4_NNW,105120,104640,480
hourly,2018,MI_Chatham_1_SE,8760,8757,3,subhourly,2018,MI_Chatham_1_SE,105120,105084,36
hourly,2018,MI_Gaylord_9_SSW,8760,8757,3,subhourly,2018,MI_Gaylord_9_SSW,105120,105084,36
hourly,2018,NM_Las_Cruces_20_N,8760,8757,3,subhourly,2018,NM_Las_Cruces_20_N,105120,105084,36
hourly,2018,NM_Los_Alamos_13_W,8760,8757,3,subhourly,2018,NM_Los_Alamos_13_W,105120,105084,36
hourly,2018,NM_Socorro_20_N,8760,8757,3,subhourly,2018,NM_Socorro_20_N,105120,105084,36
hourly,2018,NV_Baker_5_W,8760,8757,3,subhourly,2018,NV_Baker_5_W,105120,99660,5460
hourly,2018,NV_Mercury_3_SSW,8760,8757,3,subhourly,2018,NV_Mercury_3_SSW,105120,105084,36
hourly,2018,OK_Goodwell_2_SE,8760,8757,3,subhourly,2018,OK_Goodwell_2_SE,105120,105084,36
hourly,2018,OR_John_Day_35_WNW,8760,8757,3,subhourly,2018,OR_John_Day_35_WNW,105120,105084,36
hourly,2018,SD_Pierre_24_S,8760,8757,3,subhourly,2018,SD_Pierre_24_S,105120,105084,36
hourly,2018,UT_Torrey_7_E,8760,8757,3,subhourly,2018,UT_Torrey_7_E,105120,105084,36
hourly,2018,WY_Lander_11_SSE,8760,8757,3,subhourly,2018,WY_Lander_11_SSE,105120,105084,36
hourly,2018,AK_Toolik_Lake_5_ENE,8760,8756,4,subhourly,2018,AK_Toolik_Lake_5_ENE,105120,105072,48
hourly,2018,AZ_Elgin_5_S,8760,8756,4,subhourly,2018,AZ_Elgin_5_S,105120,105072,48
hourly,2018,AZ_Tucson_11_W,8760,8756,4,subhourly,2018,AZ_Tucson_11_W,105120,105084,36
hourly,2018,AZ_Yuma_27_ENE,8760,8756,4,subhourly,2018,AZ_Yuma_27_ENE,105120,105072,48
hourly,2018,CA_Santa_Barbara_11_W,8760,8756,4,subhourly,2018,CA_Santa_Barbara_11_W,105120,105084,36
hourly,2018,CO_Cortez_8_SE,8760,8756,4,subhourly,2018,CO_Cortez_8_SE,105120,105072,48
hourly,2018,CO_Dinosaur_2_E,8760,8756,4,subhourly,2018,CO_Dinosaur_2_E,105120,105072,48
hourly,2018,GA_Brunswick_23_S,8760,8756,4,subhourly,2018,GA_Brunswick_23_S,105120,105072,48
hourly,2018,KS_Manhattan_6_SSW,8760,8756,4,subhourly,2018,KS_Manhattan_6_SSW,105120,105072,48
hourly,2018,KS_Oakley_19_SSW,8760,8756,4,subhourly,2018,KS_Oakley_19_SSW,105120,105072,48
hourly,2018,MO_Chillicothe_22_ENE,8760,8756,4,subhourly,2018,MO_Chillicothe_22_ENE,105120,105072,48
hourly,2018,MT_Dillon_18_WSW,8760,8756,4,subhourly,2018,MT_Dillon_18_WSW,105120,105084,36
hourly,2018,MT_Lewistown_42_WSW,8760,8756,4,subhourly,2018,MT_Lewistown_42_WSW,105120,105072,48
hourly,2018,MT_St._Mary_1_SSW,8760,8756,4,subhourly,2018,MT_St._Mary_1_SSW,105120,105084,36
hourly,2018,ND_Jamestown_38_WSW,8760,8756,4,subhourly,2018,ND_Jamestown_38_WSW,105120,84060,21060
hourly,2018,ND_Medora_7_E,8760,8756,4,subhourly,2018,ND_Medora_7_E,105120,105084,36
hourly,2018,OK_Stillwater_5_WNW,8760,8756,4,subhourly,2018,OK_Stillwater_5_WNW,105120,105072,48
hourly,2018,ON_Egbert_1_W,8760,8756,4,subhourly,2018,ON_Egbert_1_W,105120,105084,36
hourly,2018,OR_Riley_10_WSW,8760,8756,4,subhourly,2018,OR_Riley_10_WSW,105120,105084,36
hourly,2018,SC_McClellanville_7_NE,8760,8756,4,subhourly,2018,SC_McClellanville_7_NE,105120,105072,48
hourly,2018,SD_Aberdeen_35_WNW,8760,8756,4,subhourly,2018,SD_Aberdeen_35_WNW,105120,105084,36
hourly,2018,SD_Sioux_Falls_14_NNE,8760,8756,4,subhourly,2018,SD_Sioux_Falls_14_NNE,105120,105084,36
hourly,2018,TX_Austin_33_NW,8760,8756,4,subhourly,2018,TX_Austin_33_NW,105120,105072,48
hourly,2018,TX_Monahans_6_ENE,8760,8756,4,subhourly,2018,TX_Monahans_6_ENE,105120,105084,36
hourly,2018,AK_Gustavus_2_NE,8760,8755,5,subhourly,2018,AK_Gustavus_2_NE,105120,105060,60
hourly,2018,AK_Port_Alsworth_1_SW,8760,8755,5,subhourly,2018,AK_Port_Alsworth_1_SW,105120,105060,60
hourly,2018,AK_Ruby_44_ESE,8760,8755,5,subhourly,2018,AK_Ruby_44_ESE,105120,75192,29928
hourly,2018,AK_Sitka_1_NE,8760,8755,5,subhourly,2018,AK_Sitka_1_NE,105120,105060,60
hourly,2018,CA_Bodega_6_WSW,8760,8755,5,subhourly,2018,CA_Bodega_6_WSW,105120,104844,276
hourly,2018,CO_Nunn_7_NNE,8760,8755,5,subhourly,2018,CO_Nunn_7_NNE,105120,105072,48
hourly,2018,IA_Des_Moines_17_E,8760,8755,5,subhourly,2018,IA_Des_Moines_17_E,105120,105060,60
hourly,2018,IL_Shabbona_5_NNE,8760,8755,5,subhourly,2018,IL_Shabbona_5_NNE,105120,105072,48
hourly,2018,ME_Old_Town_2_W,8760,8755,5,subhourly,2018,ME_Old_Town_2_W,105120,105060,60
hourly,2018,NH_Durham_2_N,8760,8755,5,subhourly,2018,NH_Durham_2_N,105120,105072,48
hourly,2018,OH_Wooster_3_SSE,8760,8755,5,subhourly,2018,OH_Wooster_3_SSE,105120,105060,60
hourly,2018,OK_Stillwater_2_W,8760,8755,5,subhourly,2018,OK_Stillwater_2_W,105120,105072,48
hourly,2018,TX_Edinburg_17_NNE,8760,8755,5,subhourly,2018,TX_Edinburg_17_NNE,105120,105084,36
hourly,2018,WA_Spokane_17_SSW,8760,8755,5,subhourly,2018,WA_Spokane_17_SSW,105120,105000,120
hourly,2018,WY_Moose_1_NNE,8760,8755,5,subhourly,2018,WY_Moose_1_NNE,105120,105072,48
hourly,2018,AK_Fairbanks_11_NE,8760,8754,6,subhourly,2018,AK_Fairbanks_11_NE,105120,105048,72
hourly,2018,AK_Selawik_28_E,8760,8754,6,subhourly,2018,AK_Selawik_28_E,105120,105048,72
hourly,2018,CO_Boulder_14_W,8760,8754,6,subhourly,2018,CO_Boulder_14_W,105120,105048,72
hourly,2018,IN_Bedford_5_WNW,8760,8754,6,subhourly,2018,IN_Bedford_5_WNW,105120,105060,60
hourly,2018,LA_Monroe_26_N,8760,8754,6,subhourly,2018,LA_Monroe_26_N,105120,105084,36
hourly,2018,MS_Holly_Springs_4_N,8760,8754,6,subhourly,2018,MS_Holly_Springs_4_N,105120,105072,48
hourly,2018,MT_Wolf_Point_34_NE,8760,8754,6,subhourly,2018,MT_Wolf_Point_34_NE,105120,105048,72
hourly,2018,NV_Denio_52_WSW,8760,8754,6,subhourly,2018,NV_Denio_52_WSW,105120,105072,48
hourly,2018,OR_Corvallis_10_SSW,8760,8754,6,subhourly,2018,OR_Corvallis_10_SSW,105120,105060,60
