# file...... SwingKids_overhead_line.csv
# date...... Fri Jul 25 17:51:46 2014
# user...... jxh10
# host...... (null)
# group..... class=overhead_line AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+194704,-299410
2014-07-30 01:00:00 PDT,+161086,+1098.51
2014-07-30 02:00:00 PDT,+170008,+1132.47
2014-07-30 03:00:00 PDT,+200374,+1218.72
2014-07-30 04:00:00 PDT,+449606,+4567.47
2014-07-30 05:00:00 PDT,+370337,+2513.67
2014-07-30 06:00:00 PDT,+582515,+4633.13
2014-07-30 07:00:00 PDT,+723624,+12500.7
2014-07-30 08:00:00 PDT,+379205,+3028.28
2014-07-30 09:00:00 PDT,+341516,+1728.45
2014-07-30 10:00:00 PDT,+272235,+1489.32
2014-07-30 11:00:00 PDT,+285008,+1485.63
2014-07-30 12:00:00 PDT,+271768,+1501.08
2014-07-30 13:00:00 PDT,+291881,+1421.28
2014-07-30 14:00:00 PDT,+324065,+1532.39
2014-07-30 15:00:00 PDT,+396206,+3037.25
2014-07-30 16:00:00 PDT,+385366,+4472.84
2014-07-30 17:00:00 PDT,+379132,+4778.41
2014-07-30 18:00:00 PDT,+391224,+7524.06
2014-07-30 19:00:00 PDT,+369320,+1760.09
2014-07-30 20:00:00 PDT,+349410,+2367.62
2014-07-30 21:00:00 PDT,+331047,+1572.74
2014-07-30 22:00:00 PDT,+328974,+2840.74
2014-07-30 23:00:00 PDT,+400045,+3293.59
2014-07-31 00:00:00 PDT,+242618,+2429.19
2014-07-31 01:00:00 PDT,+212601,+3406.4
2014-07-31 02:00:00 PDT,+180172,+2533.87
2014-07-31 03:00:00 PDT,+534522,+9771.54
2014-07-31 04:00:00 PDT,+840944,+23354.5
2014-07-31 05:00:00 PDT,+675808,+16814
2014-07-31 06:00:00 PDT,+633931,+11218.8
2014-07-31 07:00:00 PDT,+481064,+3322.58
2014-07-31 08:00:00 PDT,+387264,+4325.84
2014-07-31 09:00:00 PDT,+340609,+2760.24
2014-07-31 10:00:00 PDT,+283710,+1950.07
2014-07-31 11:00:00 PDT,+257228,+1363.66
2014-07-31 12:00:00 PDT,+218205,+1225.71
2014-07-31 13:00:00 PDT,+246278,+1732.37
2014-07-31 14:00:00 PDT,+308608,+6833.53
2014-07-31 15:00:00 PDT,+400480,+14393
2014-07-31 16:00:00 PDT,+437611,+25725.5
2014-07-31 17:00:00 PDT,+424199,+17463.9
2014-07-31 18:00:00 PDT,+342967,+2925.01
2014-07-31 19:00:00 PDT,+351750,+1671.27
2014-07-31 20:00:00 PDT,+354478,+2394.39
2014-07-31 21:00:00 PDT,+349456,+2278.13
2014-07-31 22:00:00 PDT,+331099,+1531.8
2014-07-31 23:00:00 PDT,+267793,+1623.53
2014-08-01 00:00:00 PDT,+214290,+1207.81
2014-08-01 01:00:00 PDT,+176576,+1123.39
2014-08-01 02:00:00 PDT,+194087,+1177.58
2014-08-01 03:00:00 PDT,+233133,+1310.44
2014-08-01 04:00:00 PDT,+274628,+1352.27
2014-08-01 05:00:00 PDT,+346087,+1531.25
2014-08-01 06:00:00 PDT,+467550,+3957.51
2014-08-01 07:00:00 PDT,+464779,+2296.04
2014-08-01 08:00:00 PDT,+428103,+4397.99
2014-08-01 09:00:00 PDT,+340295,+1589.29
2014-08-01 10:00:00 PDT,+314008,+7431.9
2014-08-01 11:00:00 PDT,+315746,+12640.2
2014-08-01 12:00:00 PDT,+317026,+21531.6
2014-08-01 13:00:00 PDT,+392669,+34204.6
2014-08-01 14:00:00 PDT,+430092,+34909.7
2014-08-01 15:00:00 PDT,+649084,+76802.9
2014-08-01 16:00:00 PDT,+679027,+81116.4
2014-08-01 17:00:00 PDT,+666294,+77418.7
2014-08-01 18:00:00 PDT,+454672,+27823
2014-08-01 19:00:00 PDT,+387900,+8723.11
2014-08-01 20:00:00 PDT,+374586,+9209.54
2014-08-01 21:00:00 PDT,+357835,+5754.21
2014-08-01 22:00:00 PDT,+327880,+1584.03
2014-08-01 23:00:00 PDT,+269430,+1681.41
2014-08-02 00:00:00 PDT,+210148,+1214.21
2014-08-02 01:00:00 PDT,+176558,+1137.04
2014-08-02 02:00:00 PDT,+186321,+1186.74
2014-08-02 03:00:00 PDT,+235291,+1298.64
2014-08-02 04:00:00 PDT,+269481,+1393.89
2014-08-02 05:00:00 PDT,+315720,+1473.67
2014-08-02 06:00:00 PDT,+387319,+1765.63
2014-08-02 07:00:00 PDT,+413376,+1938.29
2014-08-02 08:00:00 PDT,+387755,+1776.13
2014-08-02 09:00:00 PDT,+337585,+1558.04
2014-08-02 10:00:00 PDT,+292197,+1396.62
2014-08-02 11:00:00 PDT,+262959,+1919.26
2014-08-02 12:00:00 PDT,+277339,+11798.6
2014-08-02 13:00:00 PDT,+329192,+15875.3
2014-08-02 14:00:00 PDT,+407598,+26502.8
2014-08-02 15:00:00 PDT,+533061,+45493
2014-08-02 16:00:00 PDT,+487718,+37570.9
2014-08-02 17:00:00 PDT,+419971,+17449.7
2014-08-02 18:00:00 PDT,+357765,+9169.31
2014-08-02 19:00:00 PDT,+368394,+8581.87
2014-08-02 20:00:00 PDT,+331644,+2915.7
2014-08-02 21:00:00 PDT,+341557,+2259.66
2014-08-02 22:00:00 PDT,+296293,+1439.55
2014-08-02 23:00:00 PDT,+257365,+1306.25
2014-08-03 00:00:00 PDT,+217619,+1226.16
2014-08-03 01:00:00 PDT,+181173,+1157.07
2014-08-03 02:00:00 PDT,+184935,+1155.42
2014-08-03 03:00:00 PDT,+254011,+2594.49
