HH.VEH.ID,VEHTYPE,URBUR,ARRHOME,DUR.HOME,DEPHOME,HHVEHMILES,ARRWORK,DUR.WORK,DEPWORK
5.000179e+08,1,2,1615,1430,645,51,730,800,1530
5.000181e+08,1,2,1733,1242,615,52,717,9.220000e+02,1639
5.000182e+08,3,1,1950,2230,1820,28,420,1141,1601
5.000184e+08,4,1,1710,1320,630,11,640,1.020000e+03,1700
5.000185e+08,1,1,2120,1055,815,15,835,905,1740
5.000185e+08,1,1,1820,2325,1745,16,800,630,1430
5.000185e+08,1,1,1715,1530,845,10,855,805,1700
5.000186e+08,1,1,1740,1.340000e+03,720,26,800,900,1700
5.000188e+08,4,1,1515,1530,645,12,713,748,1501
5.000188e+08,1,1,2115,1000,715,30,800,900,1700
5.000189e+08,1,1,1706,1509,815,12,840,7.230000e+02,1603
5.000191e+08,4,1,1830,1400,830,14,900,915,1815
5.000192e+08,1,1,1615,1500,715,10,730,831,1601
5.000193e+08,3,1,1700,1215,515,56,630,900,1530
5.000194e+08,4,1,1839,1.301000e+03,740,22,805,1.015000e+03,1820
5.000196e+08,4,1,1930,1415,945,42,1025,605,1630
5.000196e+08,3,1,1835,1425,900,22,1200,615,1815
5.000197e+08,2,1,1840,1235,715,42,755,9.550000e+02,1750
5.000197e+08,1,1,1930,1100,630,50,730,1.010000e+03,1740
5.000197e+08,3,1,1800,1220,620,42,900,630,1530
5.000197e+08,1,1,1915,1215,730,18,800,1000,1800
5.000198e+08,3,1,1730,1415,745,14,801,8.600000e+02,1701
5.000198e+08,1,2,2145,845,630,36,715,845,1600
5.000198e+08,3,1,2105,930,635,45,715,830,1545
5.000200e+08,4,1,1822,1308,730,52,815,9.200000e+02,1735
5.000203e+08,1,1,2145,1145,930,25,1045,915,2000
5.000203e+08,1,1,1840,1035,515,14,545,845,1430
5.000204e+08,3,1,2006,1.024000e+03,630,14,655,9.050000e+02,1600
5.000204e+08,2,1,2250,1910,1800,68,1220,910,2130
5.000205e+08,1,1,2150,8.250000e+02,615,20,640,8.500000e+02,1530
5.000205e+08,4,1,1720,1.545000e+03,905,10,920,7.450000e+02,1705
5.000206e+08,1,1,2015,2300,1915,92,750,900,1650
5.000207e+08,4,1,1750,1315,705,19,732,9.480000e+02,1720
5.000208e+08,1,1,1630,1400,630,16,710,750,1500
5.000209e+08,4,1,2105,9.550000e+02,700,10,720,1.320000e+03,2040
5.000211e+08,1,1,1910,1320,830,20,850,955,1845
5.000211e+08,3,2,1845,1310,755,34,830,930,1800
5.000213e+08,4,1,2115,1030,745,22,1100,9.050000e+02,2005
5.000213e+08,1,2,1830,1430,900,30,930,830,1800
5.000214e+08,3,1,1400,1500,500,1.466667e+01,517,813,1330
5.009000e+08,1,1,1935,1.010000e+03,545,16,601,1319,1920
5.009002e+08,1,1,1605,1425,630,30,701,829,1530
5.009003e+08,4,1,1930,1145,715,19,810,751,1601
5.009003e+08,1,1,2130,900,630,21,650,8.400000e+02,1530
5.009005e+08,4,1,1535,1.655000e+03,830,18,625,8.500000e+02,1515
5.009005e+08,4,1,1801,1329,730,30,801,8.600000e+02,1701
5.009006e+08,1,2,1820,2241,1701,69,755,9.060000e+02,1701
5.009007e+08,1,1,2110,1.040000e+03,750,33,1255,620,1915
5.009007e+08,1,1,2101,1029,730,16,825,1136,2001
5.009010e+08,2,1,1600,1420,620,14,650,8.400000e+02,1530
6.153153e+08,4,2,1540,1435,615,16,630,850,1520
6.000000e+08,3,1,1922,938,500,16,515,1245,1800
6.000001e+08,4,1,2250,1140,1030,10,1042,1158,2240
6.000002e+08,4,2,301,1429,1730,12,1745,900,245
6.000004e+08,1,1,1815,1325,740,38,815,9.250000e+02,1740
6.000004e+08,1,1,2015,1130,745,10,800,900,1700
6.000004e+08,4,1,1730,1400,730,10,801,8.600000e+02,1701
6.000005e+08,1,1,2000,1100,700,20,1000,800,1800
6.000005e+08,3,1,1859,1216,715,20,752,1038,1830
6.000005e+08,1,1,1700,1410,710,12,740,8.500000e+02,1630
6.000006e+08,3,1,1755,1305,700,10,720,1015,1735
6.000007e+08,4,1,1945,945,530,26,600,845,1445
6.000007e+08,1,1,1715,1515,830,14,845,815,1700
6.000008e+08,1,2,1340,1.650000e+03,630,18,701,600,1301
6.000008e+08,1,2,1630,1431,701,26,725,8.360000e+02,1601
6.000009e+08,3,1,2230,1500,1330,24,1355,810,2205
6.000009e+08,4,1,1525,1505,630,16,700,800,1500
6.000009e+08,1,1,1930,1330,900,46,1000,800,1800
6.000009e+08,4,1,1315,1530,445,26,530,700,1230
6.000010e+08,3,1,1807,2138,1545,14,712,959,1711
6.000010e+08,1,1,1710,1.340000e+03,650,23,720,8.400000e+02,1600
6.000010e+08,1,2,1820,1.220000e+03,640,19,705,1055,1800
6.000011e+08,1,1,2320,1540,1500,20,1545,715,2300
6.000011e+08,3,1,1735,1315,650,26,740,9.100000e+02,1650
6.000012e+08,4,1,1720,1255,615,16,635,1025,1700
6.000012e+08,2,1,1440,1.635000e+03,715,40,801,600,1401
6.000014e+08,1,1,1845,1200,645,18,730,1030,1800
6.000014e+08,4,2,1745,1515,900,16,915,815,1730
6.000014e+08,1,2,1415,1400,415,48,500,830,1330
6.000014e+08,1,1,1800,1245,645,22,705,1025,1730
6.000015e+08,2,1,1645,1330,615,44,700,900,1600
6.000015e+08,3,1,1842,1118,600,16,615,810,1425
6.000015e+08,4,1,1545,1415,600,22,625,8.250000e+02,1450
6.000017e+08,3,1,2040,9.400000e+02,620,10,632,940,1612
6.000017e+08,1,1,2230,815,645,22,750,610,1400
6.000017e+08,4,1,1515,1530,645,10,701,800,1501
6.000018e+08,4,1,1625,1.436000e+03,701,14,715,8.550000e+02,1610
6.000018e+08,3,1,1940,1115,655,33,745,1000,1745
6.000019e+08,4,1,1740,1320,700,38,745,9.200000e+02,1705
6.000019e+08,1,1,1745,1100,445,50,530,1130,1700
6.000019e+08,4,1,1725,1350,715,21,815,8.500000e+02,1705
6.000021e+08,1,1,1301,1529,430,12,501,729,1230
6.000021e+08,2,1,1530,1530,700,26,800,701,1501
6.000021e+08,4,2,1535,1510,645,32,730,730,1500
6.000022e+08,3,1,2040,1120,800,23,845,655,1540
6.000022e+08,1,1,1750,1355,745,14,800,900,1700
6.000022e+08,4,1,1530,1300,430,34,500,1000,1500
6.000023e+08,4,1,1649,1311,600,22,620,1000,1620
6.000023e+08,3,1,1727,1333,700,2.611111e+01,800,800,1600
6.000023e+08,1,2,2115,1300,1015,30,1100,930,2030
6.000023e+08,1,1,1610,1.425000e+03,635,28,700,830,1530
6.000025e+08,4,1,1625,1505,730,14,755,8.050000e+02,1600
6.000025e+08,1,1,1525,1515,640,16,700,800,1500
6.000025e+08,1,1,2050,1025,715,1.522222e+01,735,8.550000e+02,1630
6.000025e+08,4,1,1635,1415,650,10,705,8.550000e+02,1600
6.000026e+08,1,1,1805,1310,715,26,755,9.250000e+02,1720
6.000026e+08,1,1,1800,1200,600,24,700,1030,1730
6.000027e+08,1,1,1730,1345,715,37,750,845,1635
6.000027e+08,1,1,1725,1405,730,14,745,9.250000e+02,1710
6.000028e+08,3,1,1630,1400,630,16,650,9.100000e+02,1600
6.000028e+08,4,1,1415,1645,700,12,715,645,1400
6.000028e+08,3,2,1820,1025,445,115,800,830,1630
6.000028e+08,1,1,2045,1345,1030,38,1200,6.350000e+02,1835
6.000029e+08,3,1,1835,1245,720,11,735,655,1430
6.000029e+08,1,1,1630,1500,730,21,800,800,1600
6.000029e+08,4,1,1830,1145,615,10,700,600,1300
6.000030e+08,1,1,1800,1330,730,44,845,645,1530
6.000030e+08,4,2,1610,1430,640,17,710,830,1540
6.000030e+08,2,1,2230,930,800,13,830,730,1600
6.000030e+08,2,1,2230,930,800,13,1630,630,2300
6.000030e+08,2,1,2230,930,800,13,1000,600,1600
6.000030e+08,1,1,1652,1333,625,46,716,819,1535
6.000030e+08,4,1,1725,1450,815,21,845,7.400000e+02,1625
6.000031e+08,1,1,1745,1416,801,27,930,7.400000e+02,1710
6.000032e+08,1,1,1750,1.500000e+03,850,22,915,815,1730
6.000032e+08,3,1,1430,1330,400,30,430,930,1400
6.000032e+08,2,1,1635,1.435000e+03,710,16,725,8.350000e+02,1600
6.000032e+08,1,1,1600,1400,600,11,645,825,1510
6.000032e+08,3,1,1755,1.306000e+03,701,28,730,1000,1730
6.000033e+08,1,1,1750,1310,700,20,740,8.500000e+02,1630
6.000033e+08,1,1,2320,1550,1510,46,1605,6.350000e+02,2240
6.000033e+08,4,1,2327,9.280000e+02,855,25,923,1311,2234
6.000033e+08,1,1,1600,1500,700,18,730,800,1530
6.000034e+08,1,1,1815,1445,900,46,945,745,1730
6.000035e+08,4,1,1610,1535,745,20,810,650,1500
6.000035e+08,4,1,1730,1400,730,19,800,830,1630
6.000035e+08,1,1,1610,1650,900,10,910,650,1600
6.000037e+08,4,1,1928,1102,630,33,730,800,1530
6.000037e+08,3,1,2030,1300,930,113,1640,8.350000e+02,115
6.000037e+08,1,1,1615,1330,545,50,645,825,1510
6.000038e+08,4,2,1450,1340,430,20,450,9.400000e+02,1430
6.000038e+08,4,1,1620,1440,700,18,720,8.400000e+02,1600
6.000039e+08,4,1,1730,1430,800,26,835,8.300000e+02,1705
6.000039e+08,1,1,1550,1335,525,28,600,915,1515
6.000039e+08,1,1,2015,1115,730,16,745,916,1701
6.000039e+08,1,2,1735,1400,735,38,820,824,1644
6.000039e+08,3,1,2202,1458,1300,17,1340,805,2145
6.000040e+08,2,1,1823,1238,701,10,713,9.520000e+02,1705
6.000040e+08,3,1,2030,1.250000e+03,920,18,1310,7.000000e+02,2010
6.000041e+08,2,1,1815,1130,545,14,610,1.140000e+03,1750
6.000043e+08,4,1,2135,9.550000e+02,730,20,755,9.350000e+02,1730
6.000043e+08,1,1,1900,1300,800,18,830,1000,1830
6.000043e+08,1,1,1710,1.151000e+03,501,12,515,830,1345
6.000044e+08,3,1,1730,1500,830,15,900,800,1700
6.000044e+08,4,1,1630,1350,620,28,700,830,1530
6.000045e+08,1,1,1745,1330,715,14,750,8.550000e+02,1645
6.000045e+08,1,1,1715,1325,640,53,733,852,1625
6.000046e+08,1,1,2155,1.345000e+03,1140,16,1200,9.400000e+02,2140
6.000046e+08,1,1,1714,1516,830,31,900,930,1830
6.000046e+08,1,1,1710,1350,700,28,735,725,1500
6.000048e+08,1,2,1845,1330,815,14,845,930,1815
6.000048e+08,2,2,1615,1445,700,28,730,800,1530
6.000049e+08,1,2,1700,1430,730,26,815,7.500000e+02,1605
6.000050e+08,2,1,2015,1125,740,38,820,6.350000e+02,1455
6.000050e+08,3,2,1600,1500,700,18,720,8.200000e+02,1540
6.000050e+08,4,2,1730,1245,615,20,640,1.020000e+03,1700
6.000050e+08,1,2,2330,1600,1530,20,1600,700,2300
6.000051e+08,4,2,1930,1130,700,13,725,8.350000e+02,1600
6.000052e+08,4,1,2025,9.050000e+02,530,10,540,1.020000e+03,1600
6.000053e+08,4,1,1915,1045,600,70,715,1045,1800
6.000054e+08,2,1,1920,1155,715,16,735,1130,1905
6.000054e+08,3,1,2126,1019,745,38,820,810,1630
6.000055e+08,1,1,2225,1450,1315,16,1340,825,2205
6.000055e+08,2,1,2020,1110,730,22,800,700,1500
6.000055e+08,3,2,1615,1350,605,2.044444e+01,625,9.200000e+02,1545
6.000056e+08,1,2,1610,1405,615,31,650,8.400000e+02,1530
6.000056e+08,4,2,1620,1.435000e+03,655,18,725,830,1555
6.000056e+08,4,1,1435,1.640000e+03,715,16,800,600,1400
6.000057e+08,3,2,2245,1315,1200,16,1615,615,2230
6.000058e+08,3,1,1618,1402,620,20,640,9.200000e+02,1600
6.000059e+08,1,1,2320,1.010000e+03,930,16,1000,700,1700
6.000059e+08,4,1,1345,1630,615,16,630,700,1330
6.000060e+08,1,1,1725,1250,615,30,645,845,1530
6.000061e+08,4,1,1515,1345,500,30,555,8.350000e+02,1430
6.000061e+08,1,1,1745,1400,745,16,800,930,1730
6.000062e+08,1,1,2134,1050,824,15,1343,7.370000e+02,2120
6.000062e+08,4,1,1700,1350,650,12,730,900,1630
6.000063e+08,1,1,1815,1325,740,16,815,9.250000e+02,1740
6.000064e+08,4,2,1450,1430,520,1.611111e+01,545,845,1430
6.000064e+08,4,1,1950,1211,801,14,1130,800,1930
6.000064e+08,3,1,1845,1245,730,52,815,945,1800
6.000064e+08,1,1,1731,1.309000e+03,640,11,651,1030,1721
6.000064e+08,3,1,1600,1630,830,28,900,630,1530
6.000065e+08,2,2,2230,1430,1300,12,1330,830,2200
6.000066e+08,1,1,2235,1055,930,20,955,620,1615
6.000066e+08,3,2,1830,1230,700,40,745,945,1730
6.000067e+08,3,1,1645,1445,730,10,745,845,1630
6.000068e+08,1,1,1628,1432,700,24,740,8.250000e+02,1605
6.000068e+08,4,1,1910,9.500000e+02,500,15,655,8.350000e+02,1530
6.000068e+08,2,1,1700,1415,715,32,745,830,1615
6.000069e+08,1,1,1335,1455,430,18,450,8.100000e+02,1300
6.000069e+08,1,1,1915,1245,800,10,815,1015,1830
6.000069e+08,1,1,1845,1215,700,50,745,1015,1800
6.000069e+08,4,1,1420,1425,445,12,505,8.550000e+02,1400
6.000070e+08,4,1,1600,1430,630,14,655,8.350000e+02,1530
6.000070e+08,3,1,1645,1315,600,18,700,915,1615
6.000072e+08,4,2,1730,1300,630,24,700,1000,1700
6.000072e+08,2,2,2005,1055,700,26,735,8.550000e+02,1630
6.000072e+08,1,1,1550,1410,600,16,615,910,1525
6.000073e+08,1,1,2000,1330,930,28,1015,915,1930
6.000073e+08,1,1,1115,1935,650,52,755,8.250000e+02,1620
6.000073e+08,3,1,1734,1056,430,18,450,1125,1615
6.000073e+08,4,1,1745,1245,630,16,650,1.010000e+03,1700
6.000074e+08,4,1,1830,1130,600,23,630,815,1445
6.000075e+08,1,2,1745,1615,1000,26,1025,655,1720
6.000075e+08,4,1,1820,1425,845,10,855,905,1800
6.000076e+08,1,2,1715,1315,630,67,745,815,1600
6.000076e+08,3,2,1645,1430,715,16,730,900,1630
6.000076e+08,4,2,1600,1300,500,30,530,1000,1530
6.000076e+08,1,1,1730,1400,730,26,800,900,1700
6.000076e+08,4,1,1915,1015,530,164,930,630,1600
6.000076e+08,3,1,1710,1.410000e+03,720,28,745,845,1630
6.000078e+08,3,1,1330,1640,610,26,635,600,1235
6.000078e+08,1,1,1815,1315,730,26,805,855,1700
6.000078e+08,1,1,1502,1428,530,12,551,8.550000e+02,1446
6.000079e+08,1,1,1545,1415,600,34,630,830,1500
6.000080e+08,1,2,1450,1340,430,44,515,745,1300
6.000081e+08,1,1,2200,1400,1200,20,1230,900,2130
6.000081e+08,1,1,1925,1.221000e+03,746,11,1251,6.190000e+02,1910
6.000081e+08,1,1,1730,1500,830,24,900,800,1700
6.000081e+08,1,1,2205,9.550000e+02,800,39,1206,9.040000e+02,2110
6.000082e+08,1,1,1230,2315,1145,77,1545,715,2300
6.000082e+08,4,1,1810,1235,645,10,700,1100,1800
6.000082e+08,1,1,1730,1.435000e+03,805,20,835,700,1535
6.000082e+08,4,1,1850,1340,830,28,955,735,1730
6.000082e+08,1,2,2120,1341,1101,14,1120,9.410000e+02,2101
6.000083e+08,2,1,1450,1.855000e+03,945,3.622222e+01,1520,725,2245
6.000084e+08,4,1,1845,1330,815,30,700,1100,1800
6.000084e+08,4,1,1845,1330,815,30,850,825,1715
6.000084e+08,4,1,1500,1545,645,40,730,630,1400
6.000084e+08,3,1,2005,1145,750,68,855,935,1830
6.000085e+08,1,1,1454,1436,530,16,545,853,1438
6.000085e+08,2,1,2123,903,626,54,713,1053,1806
6.000085e+08,1,1,2115,1430,1145,52,1250,740,2030
7.102111e+08,1,1,2230,1.050000e+03,920,12,935,1237,2212
7.104859e+08,1,1,1840,1235,715,1.277778e+01,815,945,1800
7.106787e+08,1,1,1650,1650,940,12,955,640,1635
7.107124e+08,1,1,1715,1310,625,34,725,9.200000e+02,1645
7.109084e+08,3,1,1940,1.360000e+03,940,20,1000,9.100000e+02,1910
7.109341e+08,1,1,1900,1030,530,10,545,1300,1845
7.118517e+08,4,2,1545,1305,450,31,617,851,1508
7.133502e+08,1,1,1930,1100,630,14,700,1200,1900
7.147247e+08,3,1,1905,1155,700,28,725,720,1445
7.000000e+08,3,1,1830,1230,700,60,800,930,1730
7.000000e+08,4,1,1720,1510,830,16,845,815,1700
7.000000e+08,1,1,1700,1200,500,52,600,1000,1600
7.000001e+08,1,1,1745,1215,600,16,645,1015,1700
7.000001e+08,1,1,1700,1330,630,10,650,9.400000e+02,1630
7.000002e+08,1,1,1737,1233,610,39,655,9.050000e+02,1600
7.000003e+08,1,1,2330,1230,1200,26,1415,845,2300
7.000003e+08,4,1,1845,1215,700,44,745,845,1630
7.000004e+08,2,1,1755,1215,610,54,700,900,1600
7.000005e+08,3,1,1930,1.020000e+03,550,16,615,1246,1901
7.000005e+08,1,1,2045,822,507,54,607,1103,1710
7.000007e+08,1,1,1830,1220,650,10,745,945,1730
7.000008e+08,1,1,1945,1115,700,52,850,640,1530
7.000009e+08,3,1,1830,1500,930,24,1000,800,1800
7.000009e+08,4,2,1840,1.040000e+03,520,26,615,945,1600
7.000009e+08,2,1,1745,1300,645,28,730,930,1700
7.000009e+08,3,1,1628,1.409000e+03,637,2.322222e+01,724,813,1537
7.000009e+08,1,1,1738,1324,702,26,738,827,1605
7.000010e+08,4,1,1915,1330,845,34,1001,844,1845
7.000010e+08,1,1,1740,1205,545,24,625,1.020000e+03,1645
7.000011e+08,1,1,1745,1430,815,34,850,720,1610
7.000011e+08,1,1,2102,9.330000e+02,635,87,750,8.550000e+02,1645
7.000011e+08,4,1,1605,1415,620,35,650,8.400000e+02,1530
7.000012e+08,2,1,1650,1455,745,18,835,755,1630
7.000012e+08,2,1,1700,1230,530,24,555,705,1300
7.000012e+08,1,1,1532,1428,600,30,631,8.280000e+02,1459
7.000012e+08,1,1,2130,930,700,21,735,9.550000e+02,1730
7.000014e+08,1,1,1605,1355,600,40,645,745,1430
7.000014e+08,4,1,1930,1115,645,47,545,816,1401
7.000015e+08,1,1,1930,1000,530,24,601,1300,1901
7.000015e+08,1,1,2105,9.350000e+02,640,32,715,1115,1830
7.000016e+08,1,1,1815,1215,630,14,645,900,1545
7.000016e+08,1,1,2145,945,730,24,800,1200,2000
7.000016e+08,1,1,1640,1300,540,16,556,1014,1610
7.000016e+08,3,1,1810,1230,640,18,710,1.020000e+03,1730
7.000016e+08,1,1,1828,1221,649,21,758,902,1700
7.000016e+08,1,1,2001,1400,1001,40,1101,7.600000e+02,1901
7.000017e+08,1,1,2150,1.015000e+03,805,10,825,8.000000e+02,1625
7.000018e+08,3,1,1800,1630,1030,2.211111e+01,1052,6.430000e+02,1735
7.000018e+08,1,1,1650,1340,630,46,720,845,1605
7.000018e+08,2,1,1610,1.355000e+03,605,24,645,845,1530
7.000018e+08,4,1,1907,1123,630,29,730,930,1700
7.000019e+08,1,1,1635,1325,600,35,715,845,1600
7.000019e+08,4,1,1828,1222,650,20,720,1041,1801
7.000019e+08,1,1,1600,1400,600,12,620,9.100000e+02,1530
7.000019e+08,1,1,1730,1400,730,16,800,900,1700
7.000022e+08,1,1,1600,1330,530,24,555,9.350000e+02,1530
7.000022e+08,1,1,2230,900,730,14,1320,840,2200
7.000022e+08,1,1,1705,1.405000e+03,710,1.288889e+01,735,655,1430
7.000022e+08,4,1,2010,1126,736,36,824,621,1445
7.000022e+08,1,1,1651,1.426000e+03,717,30,830,7.400000e+02,1610
7.000022e+08,1,1,2040,1030,710,23,730,900,1630
7.000022e+08,4,1,1959,1031,630,26,710,1105,1815
7.000022e+08,1,1,1825,1220,645,28,755,9.050000e+02,1700
7.000023e+08,1,1,1800,1200,600,24,700,1000,1700
7.000024e+08,1,1,1701,1344,645,14,715,915,1630
7.000024e+08,1,1,1745,1115,500,34,545,1115,1700
7.000024e+08,1,1,2000,1100,700,12,720,1.020000e+03,1740
7.000025e+08,1,1,1700,1515,815,11,945,645,1630
7.000025e+08,3,1,2200,1100,900,15,930,1200,2130
7.000025e+08,4,1,1545,1445,630,10,645,845,1530
7.000026e+08,4,1,1830,1100,530,10,555,1215,1810
7.000026e+08,1,1,1715,1245,600,22,620,945,1605
7.000026e+08,1,1,2035,1625,1300,14,1335,625,2000
7.000026e+08,1,1,1505,1350,455,10,510,9.400000e+02,1450
7.000026e+08,1,1,1600,1335,535,16,550,8.400000e+02,1430
7.000026e+08,1,1,1630,1200,430,44,530,830,1400
7.000026e+08,1,1,1601,1400,601,26,630,900,1530
7.000027e+08,1,2,1655,1320,615,12,630,1.005000e+03,1635
7.000028e+08,1,1,1615,2145,1400,16,1435,840,2315
7.000028e+08,1,1,1615,2145,1400,16,712,823,1535
7.000028e+08,1,1,1845,945,430,10,450,1325,1815
7.000029e+08,1,1,1757,1428,825,24,847,843,1730
7.000029e+08,1,1,1700,1400,700,20,720,9.100000e+02,1630
7.000029e+08,1,1,1700,1415,715,20,800,830,1630
7.000030e+08,1,1,2035,9.550000e+02,630,11,650,1040,1730
7.000031e+08,3,1,1815,1132,547,11,602,906,1508
7.000031e+08,3,1,1815,1200,615,38,730,845,1615
7.000031e+08,1,1,1810,1320,730,20,755,9.350000e+02,1730
7.000031e+08,4,1,1900,1015,515,1.466667e+01,535,1.010000e+03,1545
7.000031e+08,1,1,1947,1043,630,23,718,1047,1805
7.000031e+08,3,1,1800,1300,700,36,745,915,1700
7.000032e+08,1,1,1630,1310,540,16,605,9.550000e+02,1600
7.000034e+08,1,1,1750,1340,730,22,830,830,1700
7.000035e+08,3,1,1950,8.100000e+02,400,1.466667e+01,420,1240,1700
7.000035e+08,1,1,1710,1435,745,40,820,810,1630
7.000035e+08,3,1,1845,1316,801,38,840,921,1801
7.000036e+08,1,1,1655,1305,600,36,635,8.550000e+02,1530
7.000036e+08,1,1,2230,915,745,19,830,830,1700
7.000036e+08,1,1,1715,1315,630,11,645,930,1615
7.000037e+08,1,1,2118,1442,1200,14,1218,845,2103
7.000037e+08,1,1,1849,1201,650,21,855,9.300000e+02,1825
7.000038e+08,3,1,1805,1240,645,55,745,930,1715
7.000038e+08,3,1,1715,1300,615,20,645,945,1630
7.000038e+08,1,1,1630,1430,700,11,720,755,1515
7.000038e+08,1,1,2300,1530,1430,20,1500,730,2230
7.000038e+08,3,1,1900,1150,650,16,807,1023,1830
7.000038e+08,1,1,1720,1355,715,19,740,8.500000e+02,1630
7.000038e+08,1,1,1820,1210,630,14,650,1110,1800
7.000038e+08,1,1,1930,1245,815,24,845,1015,1900
7.000038e+08,4,1,1705,1243,548,38,635,9.550000e+02,1630
7.000039e+08,1,1,2015,1015,630,14,645,1315,2000
7.000039e+08,1,1,1739,1351,730,15,750,9.100000e+02,1700
7.000040e+08,2,1,1945,1000,545,27,645,1216,1901
7.000041e+08,2,1,1805,1215,620,57,721,8.490000e+02,1610
7.000041e+08,2,1,1950,1.010000e+03,600,10,630,830,1500
7.000041e+08,2,1,1950,1.010000e+03,600,10,640,635,1315
7.000042e+08,2,1,2230,856,726,10,743,1322,2105
7.000042e+08,1,1,1920,1130,650,35,805,1005,1810
7.000042e+08,1,1,1725,1350,715,16,745,915,1700
7.000043e+08,3,1,1818,1342,800,41,905,705,1610
7.000043e+08,2,1,2310,8.200000e+02,730,10,740,1520,2300
7.000043e+08,4,1,1950,1440,1030,1.411111e+01,1045,816,1901
7.000044e+08,1,1,1830,1320,750,10,815,9.350000e+02,1750
7.000044e+08,1,1,1635,1340,615,17,755,8.200000e+02,1615
7.000045e+08,2,1,1730,1345,715,21,750,8.130000e+02,1603
7.000045e+08,1,1,1645,1445,730,10,745,845,1630
7.000045e+08,1,1,1630,1300,530,46,700,803,1503
7.000046e+08,1,1,2100,800,500,28,555,8.350000e+02,1430
7.000046e+08,4,1,1630,1300,530,52,630,900,1530
7.000046e+08,4,1,2300,845,745,40,1400,800,2200
7.000048e+08,2,1,1820,1341,801,36,845,900,1745
7.000048e+08,1,1,1742,1303,645,30,711,919,1630
7.000048e+08,4,1,1715,1445,800,22,835,755,1630
7.000048e+08,1,1,1750,1155,545,14,710,1015,1725
7.000048e+08,1,1,1740,1120,500,26,525,1.005000e+03,1530
7.000048e+08,1,1,1920,1230,750,45,935,835,1810
7.000048e+08,1,1,1603,1258,501,14,515,1032,1547
7.000048e+08,2,1,2330,900,830,20,900,1400,2300
7.000050e+08,1,1,1600,1430,630,20,700,830,1530
7.000050e+08,1,1,1730,1130,500,12,525,1145,1710
7.000050e+08,1,1,1830,1130,600,44,700,930,1630
7.000051e+08,1,1,2240,1120,1000,16,1050,1110,2200
7.000051e+08,1,1,1730,1400,730,20,750,915,1705
7.000051e+08,4,1,1720,1.305000e+03,625,16,645,845,1530
7.000051e+08,1,1,2050,1012,702,24,736,1249,2025
7.000051e+08,3,1,1800,1155,555,30,635,1.035000e+03,1710
7.000051e+08,1,1,1910,1305,815,20,905,925,1830
7.000051e+08,1,1,1825,1.125000e+03,550,24,620,9.350000e+02,1555
7.000053e+08,4,1,1610,1320,530,20,555,9.400000e+02,1535
7.000053e+08,4,1,1935,1040,615,30,645,1215,1900
7.000055e+08,1,1,1650,1.305000e+03,555,30,625,9.350000e+02,1600
7.000056e+08,4,1,1726,1238,604,16,618,1.036000e+03,1654
7.000057e+08,3,1,1445,1545,630,16,701,700,1401
7.000057e+08,1,1,2026,1404,1030,12,1050,9.110000e+02,2001
7.000057e+08,1,1,2143,8.570000e+02,640,15,657,933,1630
7.000057e+08,1,1,2245,1045,930,36,1600,600,2200
7.000057e+08,1,1,1950,1.120000e+03,710,41,825,8.150000e+02,1640
7.000058e+08,1,1,1915,1315,830,13,900,930,1830
7.000059e+08,1,1,1755,1100,455,37,615,1050,1705
7.000059e+08,4,1,1730,1400,730,29,815,815,1630
7.000059e+08,4,1,1820,1215,635,14,650,9.200000e+02,1610
7.000060e+08,4,1,1730,1400,730,10,830,730,1600
7.000061e+08,2,1,2120,9.500000e+02,710,20,730,8.400000e+02,1610
7.000062e+08,4,1,1430,1510,540,10,555,8.050000e+02,1400
7.000063e+08,3,1,1840,1350,830,16,945,815,1800
7.000065e+08,4,1,1620,1610,830,13,845,715,1600
7.000065e+08,2,1,1908,1302,810,28,852,918,1810
7.000066e+08,2,1,1810,1120,530,14,701,900,1601
7.000066e+08,1,1,1635,1400,635,30,710,760,1510
7.000068e+08,1,1,1635,1525,800,10,835,740,1615
7.000068e+08,1,1,1405,1615,620,10,645,700,1345
7.000069e+08,1,1,1820,1155,615,23,635,9.400000e+02,1615
7.000070e+08,1,1,1705,1.305000e+03,610,12,650,9.250000e+02,1615
7.000070e+08,1,1,1615,1315,530,17,610,760,1410
7.000070e+08,1,1,1910,1350,900,10,920,925,1845
7.000071e+08,4,1,1737,1333,710,16,745,8.500000e+02,1635
7.000071e+08,3,1,1850,1025,515,28,630,945,1615
7.000071e+08,1,1,1855,1405,900,24,925,7.450000e+02,1710
7.000071e+08,3,1,1900,1415,915,29,940,855,1835
7.000071e+08,2,1,1846,1144,630,4.611111e+01,734,701,1435
7.000072e+08,1,1,1645,1315,600,20,645,845,1530
7.000072e+08,1,1,1815,1125,540,74,645,1025,1710
7.000072e+08,1,1,1620,1340,600,14,620,9.400000e+02,1600
7.000072e+08,1,1,1555,1340,535,20,615,845,1500
7.000074e+08,1,1,1800,1345,745,10,805,940,1745
7.000074e+08,3,1,2030,1100,730,24,800,1200,2000
7.000074e+08,1,1,2020,1210,830,32,915,945,1900
7.000074e+08,1,1,1728,1.045000e+03,413,12,427,603,1030
7.000075e+08,1,1,1712,1352,704,18,750,8.100000e+02,1600
7.000075e+08,4,1,1645,1225,510,36,545,1015,1600
7.000075e+08,2,1,1745,1315,700,31,745,915,1700
