HH.VEH.ID,VEHTYPE,URBUR,ARRHOME,DUR.HOME,DEPHOME,HHVEHMILES,ARRWORK,DUR.WORK,DEPWORK
1.329970e+07,4,1,1638,1255,533,18,721,837,1558
1.330157e+07,1,1,1850,1100,550,53,700,1030,1730
1.330243e+07,1,2,2100,1000,700,2.433333e+01,725,1.055000e+03,1820
1.330311e+07,1,1,1630,1445,715,1.650000e+01,732,828,1600
1.330571e+07,3,2,1955,2205,1800,19,805,6.050000e+02,1410
1.330821e+07,4,1,1800,1230,630,18,655,1015,1710
1.330845e+07,4,1,2150,1.960000e+03,1750,31,445,1305,1750
1.331048e+07,1,1,1715,1315,630,33,735,755,1530
1.331088e+07,1,1,1710,1.340000e+03,650,12,725,9.250000e+02,1650
1.331157e+07,2,2,1450,1.640000e+03,730,27,755,620,1415
1.331278e+07,2,1,1730,1410,740,40,820,825,1645
1.331347e+07,1,1,1800,1200,600,14,645,1045,1730
1.331438e+07,3,1,1830,1045,515,60,630,1030,1700
1.331457e+07,1,1,2306,1.619000e+03,1525,20,1545,700,2245
1.331552e+07,3,1,2013,2324,1937,39,915,610,1525
1.331579e+07,1,2,1842,1108,550,3.066667e+01,620,8.050000e+02,1425
1.331622e+07,2,1,1745,1345,730,91,720,640,1400
1.331634e+07,4,1,1715,1340,655,30,735,9.100000e+02,1645
1.331855e+07,1,1,1700,1115,415,38,500,1030,1530
1.331855e+07,1,1,2021,1109,730,45,820,840,1700
1.331896e+07,1,1,1805,1230,635,20,700,1030,1730
1.331896e+07,1,1,1800,1230,630,20,700,1030,1730
1.332068e+07,1,1,2305,1955,1900,18,852,808,1700
1.332404e+07,1,2,2015,2100,1715,197,635,900,1535
1.332487e+07,1,1,1745,1315,700,20,745,900,1645
1.332543e+07,2,2,2055,1.745000e+03,1440,2.288889e+01,1150,825,2015
1.332570e+07,1,1,1840,1230,710,20,735,1030,1805
1.332634e+07,1,1,2300,1430,1330,20,1400,830,2230
1.332644e+07,1,2,1530,1410,540,12,555,915,1510
1.332729e+07,1,2,1730,1100,430,136,645,745,1430
1.332976e+07,3,1,1815,1415,830,15,915,845,1800
1.333119e+07,1,1,2020,1310,930,18,950,955,1945
1.333189e+07,1,2,1810,1.310000e+03,720,70,830,830,1700
1.333433e+07,1,1,1730,1415,745,30,900,800,1700
1.333458e+07,1,1,1835,1240,715,20,738,1027,1805
1.333596e+07,4,1,2315,1515,1430,1.266667e+01,1445,815,2300
1.333604e+07,1,1,2010,1035,645,16,700,1045,1745
1.333713e+07,1,1,1807,1438,845,21,910,8.300000e+02,1740
1.333761e+07,4,1,1700,1445,745,26,830,730,1600
1.334044e+07,2,2,1725,1435,800,16,816,844,1700
1.334054e+07,1,1,1955,1.005000e+03,600,20,625,1305,1930
1.334066e+07,2,1,2010,1100,710,3.350000e+01,1330,830,2200
1.334183e+07,1,1,1820,1340,800,28,830,900,1730
1.334183e+07,4,1,1550,1440,630,10,645,845,1530
1.334195e+07,1,1,1821,1409,830,14,1135,625,1800
1.334243e+07,4,1,1605,1525,730,21,903,617,1520
1.334248e+07,4,1,1740,1350,730,16,750,9.100000e+02,1700
1.334467e+07,1,1,1545,1440,625,16,645,845,1530
1.334515e+07,2,1,1715,1355,710,39,745,845,1630
1.334523e+07,1,1,1830,1.455000e+03,925,1.050000e+01,1000,800,1800
1.334672e+07,3,1,1135,2326,1101,1.055000e+02,1850,8.400000e+02,330
1.334691e+07,3,1,1325,1505,430,20,450,8.100000e+02,1300
1.334691e+07,1,1,1605,1440,645,14,715,815,1530
1.334717e+07,1,1,2154,856,650,21,711,1.009000e+03,1720
1.334933e+07,2,1,1730,1420,750,16,815,845,1700
1.334965e+07,3,2,2128,8.360000e+02,604,16,618,8.130000e+02,1431
1.334986e+07,4,2,1715,1245,600,38,645,9.240000e+02,1609
1.335255e+07,2,1,1715,1350,705,42,744,846,1630
1.335421e+07,1,1,2140,8.200000e+02,600,51,650,8.400000e+02,1530
1.335492e+07,3,1,2315,1.140000e+03,1055,2.350000e+01,1125,1020,2145
1.335598e+07,1,2,2010,1035,645,14,710,1205,1915
1.335822e+07,1,1,1932,1208,740,12,805,855,1700
1.335892e+07,3,1,1640,1520,800,15,830,7.350000e+02,1605
1.336068e+07,3,1,1815,1330,745,24,820,910,1730
1.336068e+07,3,1,1550,1211,401,20,545,830,1415
1.336108e+07,1,2,1450,1.610000e+03,700,18,720,710,1430
1.336108e+07,4,2,2120,1.010000e+03,730,20,750,1310,2100
1.336199e+07,1,1,2305,1525,1430,10,1440,8.150000e+02,2255
1.336254e+07,1,1,1955,1205,800,12,825,1105,1930
1.336330e+07,4,1,1600,1430,630,20,730,740,1510
1.336447e+07,1,2,2145,915,700,15,745,9.200000e+02,1705
1.336513e+07,1,1,1846,1214,700,1.061111e+01,1110,620,1730
1.336641e+07,1,2,1700,1325,625,70,730,830,1600
1.336721e+07,1,1,1755,1405,800,16,821,909,1730
1.336811e+07,1,1,1910,1220,730,41,830,1000,1830
1.336908e+07,3,1,1740,1350,730,10,845,715,1600
1.337130e+07,1,2,2302,1928,1830,57,800,800,1600
1.337140e+07,3,1,1630,1210,440,47,835,655,1530
1.337140e+07,3,1,1615,1515,730,28,825,7.250000e+02,1550
1.337189e+07,4,1,1625,1435,700,14,725,8.350000e+02,1600
1.337325e+07,4,1,1755,1135,530,26,555,8.100000e+02,1405
1.337397e+07,2,1,1555,1435,630,26,705,8.250000e+02,1530
1.337397e+07,1,1,1728,1052,420,34,455,845,1340
1.337479e+07,4,1,1730,1430,800,20,830,830,1700
1.337898e+07,1,1,1720,1300,620,17,645,820,1505
1.337957e+07,1,1,1850,1340,830,20,857,748,1645
1.338061e+07,4,1,1900,930,430,16,455,1135,1630
1.338061e+07,3,1,1915,1100,615,28,645,915,1600
1.338176e+07,4,1,1440,1400,440,16,455,845,1340
1.338201e+07,4,2,1740,1.340000e+03,720,1.511111e+01,748,922,1710
1.338317e+07,1,1,1445,1545,630,26,721,639,1400
1.338620e+07,1,1,1755,1250,645,26,715,730,1445
1.338656e+07,1,1,1835,1440,915,12,930,845,1815
1.338660e+07,4,2,1930,1000,530,42,700,730,1430
1.338661e+07,1,1,2240,845,725,15,750,8.400000e+02,1630
1.338733e+07,2,2,1600,2335,1535,60,710,750,1500
1.338741e+07,4,1,1715,1215,530,54,630,930,1600
1.338990e+07,3,1,2156,849,645,39,722,1100,1822
1.339129e+07,3,1,1935,1055,630,28,655,8.390000e+02,1534
1.339262e+07,1,1,2035,1033,708,12,835,1055,1930
1.339337e+07,1,2,1630,1330,600,2.450000e+01,630,855,1525
1.339472e+07,1,1,2130,900,630,58,810,735,1545
1.339475e+07,3,1,1740,1.410000e+03,750,10,815,9.050000e+02,1720
1.339633e+07,1,1,1726,1.614000e+03,940,1.533333e+01,1000,630,1630
1.339643e+07,1,1,1730,1100,430,22,510,1135,1645
1.339681e+07,1,1,2020,2.120000e+03,1740,34,755,845,1640
1.339943e+07,1,1,1745,1.435000e+03,820,14,835,855,1730
1.340089e+07,2,2,2100,1000,700,30,820,940,1800
1.340189e+07,2,1,1840,1.152000e+03,632,28,702,648,1350
1.340385e+07,1,1,1430,1650,720,3.450000e+01,754,606,1400
1.340535e+07,1,1,1630,1530,800,24,830,730,1600
1.340598e+07,1,2,1655,1435,730,18,755,8.350000e+02,1630
1.340629e+07,1,1,2010,1.040000e+03,650,26,715,1045,1800
1.340710e+07,1,2,1430,1600,630,16,645,730,1415
1.340726e+07,4,1,1830,1345,815,20,930,730,1700
1.340830e+07,1,1,1200,1900,700,1.211111e+01,730,915,1645
1.340976e+07,3,1,1918,1327,845,10,905,920,1825
1.341091e+07,1,1,2215,930,745,1.677778e+01,1350,810,2200
1.341328e+07,4,2,1640,1450,730,10,740,8.500000e+02,1630
1.341561e+07,1,1,1655,1350,645,18,705,9.250000e+02,1630
1.341569e+07,1,2,1610,1405,615,17,640,9.100000e+02,1550
1.341636e+07,1,1,1700,1430,730,14,755,8.400000e+02,1635
1.341657e+07,1,1,1852,1038,530,35,800,1000,1800
1.341657e+07,1,1,1645,1.525000e+03,810,15,845,730,1615
1.341722e+07,1,1,1830,1225,655,22,755,9.250000e+02,1720
1.341722e+07,2,1,1905,1340,845,60,940,820,1800
1.341766e+07,1,1,1825,1235,700,16,725,1035,1800
1.341861e+07,4,1,1610,1300,510,18,530,900,1430
1.341923e+07,4,1,2000,930,530,8.961111e+01,830,830,1700
1.342071e+07,1,1,1915,1245,800,1.461111e+01,845,745,1630
1.342388e+07,4,2,1750,1.250000e+03,640,22,700,1030,1730
1.342622e+07,4,1,1600,1500,700,14,730,800,1530
1.342829e+07,3,1,1745,1515,900,10,912,818,1730
1.342915e+07,1,2,1610,1400,610,46,650,8.400000e+02,1530
1.342983e+07,1,1,1800,1120,520,35,550,1040,1630
1.343054e+07,1,1,2245,1530,1415,2.633333e+01,1545,615,2200
1.343105e+07,1,1,1725,1405,730,8.455556e+01,550,9.400000e+02,1530
1.343185e+07,3,1,1745,1400,745,34,815,845,1700
1.343185e+07,1,1,1830,1330,800,22,820,940,1800
1.343290e+07,1,1,1630,1315,545,12,615,945,1600
1.343319e+07,1,1,2100,2148,1848,12,805,1028,1833
1.343379e+07,4,2,1732,1358,730,49,815,815,1630
1.343470e+07,1,1,2005,1310,915,1.850000e+01,955,805,1800
1.343487e+07,1,1,2030,830,500,19,600,900,1500
1.343647e+07,2,1,1600,1530,730,16,750,740,1530
1.343779e+07,1,1,1745,1245,630,16,712,1008,1720
1.343849e+07,1,1,1645,1400,645,2.150000e+01,710,8.500000e+02,1600
1.344018e+07,4,1,2105,9.400000e+02,645,14,735,8.250000e+02,1600
1.345017e+07,4,2,1745,1250,635,26,725,9.350000e+02,1700
1.345023e+07,1,1,1830,1115,545,16,559,1217,1816
1.345033e+07,3,1,2135,9.400000e+02,715,34,745,845,1630
1.345186e+07,2,1,1920,1040,600,20,630,1230,1900
1.345187e+07,4,1,1942,1103,645,12,702,1228,1930
1.345291e+07,1,2,1530,1315,445,52,550,8.400000e+02,1430
1.345346e+07,3,2,1600,1420,620,22,640,8.500000e+02,1530
1.345346e+07,4,2,1630,1450,720,26,745,815,1600
1.345407e+07,1,2,1535,1405,540,33,625,8.400000e+02,1505
1.345482e+07,3,1,2100,1030,730,40,831,1.149000e+03,2020
1.345537e+07,1,1,2358,1117,1115,14,1146,1.049000e+03,2235
1.345577e+07,2,2,2000,1300,900,36,1000,800,1800
1.345727e+07,1,1,1700,1355,655,3.450000e+01,740,8.200000e+02,1600
1.345729e+07,1,1,1725,1405,730,20,750,625,1415
1.345860e+07,1,2,1715,1345,700,48,745,845,1630
1.345866e+07,1,1,2115,915,630,75,745,845,1630
1.345903e+07,1,1,1450,1.640000e+03,730,1.111111e+01,750,625,1415
1.346047e+07,1,1,2025,1127,752,3.450000e+01,832,1112,1944
1.346092e+07,1,1,1920,1310,830,10,1300,600,1900
1.346156e+07,1,1,1700,1435,735,20,800,830,1630
1.346340e+07,1,2,1605,1340,545,14,600,930,1530
1.346439e+07,1,1,1555,1455,650,10,700,845,1545
1.346442e+07,1,1,1750,1345,735,13,750,945,1735
1.346594e+07,1,1,1630,1345,615,32,655,9.050000e+02,1600
1.346647e+07,1,1,1637,1823,1100,6.644444e+01,1200,600,1800
1.346733e+07,1,1,2312,933,845,10,905,6.240000e+02,1529
1.346837e+07,1,1,1745,1415,800,48,845,815,1700
1.346855e+07,4,2,1700,1245,545,12,600,945,1545
1.347012e+07,4,1,1930,1015,545,24,615,1245,1900
1.347063e+07,1,1,1856,1204,700,13,715,1110,1825
1.347098e+07,4,1,1700,1420,720,21,750,8.400000e+02,1630
1.347098e+07,1,1,1625,1.440000e+03,705,16,730,8.350000e+02,1605
1.347172e+07,2,1,1650,1400,650,2.650000e+01,735,8.250000e+02,1600
1.347215e+07,2,1,1805,2055,1500,18,609,621,1230
1.347289e+07,1,1,1440,1430,510,46,550,8.100000e+02,1400
1.347354e+07,1,1,1810,1320,730,2.650000e+01,820,740,1600
1.347380e+07,1,2,2110,945,655,66,813,8.070000e+02,1620
1.347430e+07,1,1,2230,1730,1600,14,1615,600,2215
1.347511e+07,1,1,2330,1500,1430,40,440,620,1100
1.347989e+07,1,1,1800,1430,830,20,900,830,1730
1.348087e+07,1,1,1628,1425,653,10,937,6.030000e+02,1540
1.348320e+07,4,2,2215,9.250000e+02,740,1.416667e+01,900,8.400000e+02,1740
1.348320e+07,1,1,1850,1550,1040,20,1110,720,1830
1.348420e+07,1,2,2340,1435,1415,18,1440,835,2315
1.348460e+07,2,1,220,1520,1740,12,1755,8.050000e+02,200
1.348518e+07,1,1,1540,1510,650,10,700,830,1530
1.348671e+07,3,1,1615,1430,645,10,700,900,1600
1.349115e+07,1,1,1700,1400,700,20,730,900,1630
1.349130e+07,1,2,1400,1730,730,41,1635,9.250000e+02,200
1.349153e+07,3,1,1935,1.150000e+03,725,22,745,805,1550
1.349355e+07,3,1,2330,930,900,30,930,1330,2300
1.349602e+07,3,1,1530,1500,630,11,640,830,1510
1.349833e+07,4,1,1800,1230,630,12,645,1055,1740
1.349895e+07,1,2,1820,1540,1000,19,1150,610,1800
1.349986e+07,4,2,1930,1030,600,28,630,1230,1900
1.350139e+07,3,2,1730,1300,630,26,705,9.550000e+02,1700
1.350393e+07,3,1,2112,9.580000e+02,710,19,730,830,1600
1.350592e+07,3,2,202,1358,1600,30,1635,900,135
1.350629e+07,1,1,1820,1330,750,48,835,855,1730
1.350672e+07,4,2,1750,1340,730,22,750,9.400000e+02,1730
1.350684e+07,1,1,1730,1230,600,84,715,845,1600
1.350720e+07,1,1,1700,1400,700,10,725,9.050000e+02,1630
1.350788e+07,1,1,1700,1330,630,10,700,845,1545
1.350803e+07,1,2,1725,1.425000e+03,750,12,815,845,1700
1.350913e+07,1,2,2000,1030,630,10,700,1230,1930
1.351222e+07,1,1,1745,1345,730,18,755,9.200000e+02,1715
1.351338e+07,1,2,2219,1511,1330,12,1343,824,2207
1.351469e+07,1,1,1745,1400,745,14,800,930,1730
1.351546e+07,1,1,2026,1054,720,1.650000e+01,739,916,1655
1.351974e+07,4,2,1830,1230,700,21,730,1030,1800
1.352158e+07,1,1,1905,1310,815,2.644444e+01,845,8.350000e+02,1720
1.352200e+07,1,1,2045,845,530,28,650,1210,1900
1.352377e+07,4,2,1648,1352,640,16,655,9.350000e+02,1630
1.352425e+07,1,1,1930,1115,645,10,700,1215,1915
1.352880e+07,2,1,1840,1320,800,42,842,848,1730
1.352892e+07,1,1,1915,1230,745,28,830,1000,1830
1.352976e+07,2,2,1740,1302,642,23,715,945,1700
1.353024e+07,1,1,2135,1.005000e+03,740,23,801,844,1645
1.353170e+07,1,2,1840,1.255000e+03,735,40,815,945,1800
1.353234e+07,1,1,1925,1.055000e+03,620,26,710,1135,1845
1.353338e+07,1,1,1710,1415,725,16,750,8.400000e+02,1630
1.353390e+07,4,1,1935,9.550000e+02,530,20,554,806,1400
1.353393e+07,1,1,1820,1.430000e+03,850,24,935,7.150000e+02,1650
1.353402e+07,3,1,1935,1210,745,18,805,655,1500
1.353506e+07,1,1,1930,930,500,61,600,1230,1830
1.353620e+07,3,1,1730,1315,645,4.455556e+01,730,8.400000e+02,1610
1.353707e+07,1,2,1415,1515,530,10,545,815,1400
1.353714e+07,1,1,1750,1.405000e+03,755,16,809,901,1710
1.353888e+07,1,1,1525,1405,530,16,550,9.100000e+02,1500
1.353965e+07,4,1,1755,1.310000e+03,705,16,730,1000,1730
1.354034e+07,2,1,1805,1255,700,40,740,9.350000e+02,1715
1.354451e+07,1,1,1820,1330,750,19,845,900,1745
1.354483e+07,1,1,2020,1.120000e+03,740,22,903,927,1830
1.354496e+07,1,1,1830,1330,800,54,725,8.550000e+02,1620
1.354777e+07,1,2,1820,1125,545,90,730,930,1700
1.355023e+07,1,1,1830,1145,615,40,720,9.100000e+02,1630
1.355238e+07,1,1,1700,1455,755,12,815,830,1645
1.355255e+07,4,2,1213,2217,1030,44,410,620,1030
1.355322e+07,1,1,2130,1.005000e+03,735,37,910,905,1815
1.355387e+07,1,1,1815,1515,930,10,945,815,1800
1.355400e+07,4,2,1610,1350,600,42,640,8.500000e+02,1530
1.355439e+07,1,1,1530,1530,700,12,715,800,1515
1.355562e+07,4,1,2030,1130,800,24,830,1130,2000
1.355819e+07,1,1,1700,1420,720,12,740,8.500000e+02,1630
1.355954e+07,1,1,2000,1130,730,34,815,1115,1930
1.356008e+07,1,1,1605,1445,650,5.050000e+01,735,740,1515
1.356086e+07,1,1,1715,1430,745,14,805,855,1700
1.356170e+07,1,1,1730,1400,730,22,750,8.400000e+02,1630
1.356215e+07,1,1,1455,1445,540,11,555,8.350000e+02,1430
1.356223e+07,2,2,2230,1100,930,161,500,700,1200
1.356226e+07,3,1,1647,1258,545,24,607,8.430000e+02,1450
1.356410e+07,4,1,1941,949,530,10,600,900,1500
1.356439e+07,4,2,1845,1300,745,14,800,1030,1830
1.356587e+07,1,2,1550,1340,530,30,600,920,1520
1.356646e+07,3,1,2330,1330,1300,34,545,945,1530
1.356694e+07,1,1,1620,1510,730,13,800,800,1600
1.356694e+07,3,1,1530,1500,630,14,650,8.100000e+02,1500
1.356880e+07,2,1,1830,1400,830,30,900,900,1800
1.356971e+07,1,2,1635,1425,700,10,725,8.350000e+02,1600
1.357194e+07,3,2,1630,1.540000e+03,810,22,915,645,1600
1.357194e+07,3,2,1630,1645,915,34,1000,600,1600
1.357201e+07,1,1,1835,1240,715,38,750,8.400000e+02,1630
1.357215e+07,1,1,1757,1123,520,12,740,9.100000e+02,1650
1.357500e+07,1,2,1745,1350,735,1.350000e+01,750,930,1720
1.357592e+07,4,1,2110,1.955000e+03,1705,170,707,908,1615
1.357981e+07,1,1,1630,1400,630,16,645,915,1600
1.357981e+07,4,1,2318,1457,1415,18,1435,825,2300
1.406076e+07,4,1,1845,1345,830,26,900,915,1815
1.406076e+07,1,1,2215,915,730,28,800,9.050000e+02,1705
1.406177e+07,1,1,2041,849,530,17,605,1218,1823
1.406754e+07,1,1,1630,1430,700,14,725,8.350000e+02,1600
1.406768e+07,1,2,1700,1400,700,5.750000e+01,750,8.100000e+02,1600
1.406839e+07,3,1,1720,1410,730,10,745,915,1700
1.406859e+07,4,1,1345,1450,435,14,450,8.400000e+02,1330
1.407284e+07,4,1,1735,1300,635,28,705,9.250000e+02,1630
1.407447e+07,3,1,1922,1218,740,36,815,642,1457
1.407569e+07,1,1,1557,1448,645,16,702,839,1541
1.407698e+07,1,1,1700,1400,700,22,730,830,1600
1.408188e+07,1,2,1545,1530,715,16,800,730,1530
1.408393e+07,3,1,1545,1545,730,10,745,745,1530
1.408692e+07,3,2,1732,1440,812,11,847,813,1700
1.408692e+07,4,2,1750,1310,700,20,720,1.010000e+03,1730
1.408731e+07,1,1,1915,1145,700,26,725,1105,1830
1.409007e+07,3,2,1825,2335,1800,34,715,615,1330
1.409120e+07,1,1,1640,1220,500,37,800,750,1550
1.409663e+07,2,1,2025,2.210000e+03,1835,6.950000e+01,800,1300,2100
1.409845e+07,1,1,1815,1345,800,18,825,905,1730
1.410204e+07,3,2,1645,1515,800,37,850,710,1600
1.410361e+07,4,2,1740,1405,745,40,820,840,1700
1.410567e+07,4,1,2033,1.137000e+03,810,34,845,1115,2000
1.410983e+07,2,1,2105,9.500000e+02,655,10,720,740,1500
1.410983e+07,1,1,1405,2015,1020,29,1545,645,2230
1.411432e+07,1,1,1736,1.233000e+03,609,25,635,848,1523
1.411513e+07,4,2,1555,1425,620,22,640,8.500000e+02,1530
1.412264e+07,1,1,1817,1143,600,1.950000e+01,625,620,1245
1.412283e+07,1,1,2055,1.022000e+03,717,41,913,809,1722
1.412455e+07,1,1,1900,1430,930,2.750000e+01,1010,820,1830
1.412505e+07,1,1,2215,1215,1030,14,1545,615,2200
1.412792e+07,1,1,1715,1345,700,26,735,8.550000e+02,1630
1.412900e+07,1,1,1725,1350,715,32,800,8.400000e+02,1640
1.413403e+07,2,1,2015,1300,915,30,945,1000,1945
1.413660e+07,1,1,1755,1200,555,45,640,8.210000e+02,1501
1.413966e+07,4,1,1610,1445,655,10,707,818,1525
1.413990e+07,1,1,1645,1600,845,10,900,730,1630
1.414471e+07,4,1,1619,1556,815,32,857,617,1514
1.414802e+07,1,2,1715,1315,630,28,725,9.050000e+02,1630
1.415057e+07,1,1,1900,2050,1550,18,810,1030,1840
1.415355e+07,1,1,1815,1.005000e+03,420,16,445,910,1355
1.415545e+07,1,1,1830,1205,635,20,655,1.110000e+03,1805
1.415599e+07,2,1,1810,1350,800,1.111111e+01,810,750,1600
1.415739e+07,1,1,1625,1.255000e+03,520,58,635,8.550000e+02,1530
1.416123e+07,3,1,2330,830,800,14,1250,720,2010
1.417358e+07,3,1,1745,1545,930,20,950,725,1715
1.417451e+07,1,1,1615,1415,630,32,700,845,1545
1.418136e+07,1,1,1635,1555,830,2.316667e+01,900,630,1530
1.418292e+07,1,2,1805,2355,1800,1.450000e+01,714,830,1544
1.418367e+07,1,1,1700,1230,530,20,555,1035,1630
1.418806e+07,3,1,2045,1045,730,11,800,800,1600
1.418907e+07,4,2,1820,1240,700,20,720,1040,1800
1.418940e+07,1,1,2045,1045,730,136,1200,600,1800
1.419082e+07,1,1,1430,1415,445,40,600,730,1330
1.419401e+07,4,1,1515,1515,630,15,645,815,1500
1.420008e+07,1,1,1840,1300,740,34,818,9.470000e+02,1805
1.420420e+07,1,1,1735,1215,550,10,607,1057,1704
1.420510e+07,1,1,1900,1245,745,63,845,815,1700
1.420641e+07,4,1,1637,1.340000e+03,617,1.950000e+01,645,930,1615
1.420744e+07,4,2,2100,1100,800,10,815,1230,2045
1.420937e+07,1,1,1450,1440,530,5.544444e+01,645,700,1345
1.421394e+07,3,1,1650,1425,715,28,755,8.200000e+02,1615
1.422032e+07,3,1,325,1112,1437,17,1554,1114,308
1.422169e+07,2,1,1830,1400,830,31,1000,800,1800
1.422414e+07,1,1,2130,915,645,1.922222e+01,715,745,1500
1.422771e+07,4,2,1915,1045,600,36,700,1130,1830
1.423103e+07,1,2,1320,1.610000e+03,530,16,545,715,1300
1.423132e+07,4,1,1758,1217,615,11,629,1111,1740
1.423300e+07,4,1,1515,1445,600,1.544444e+01,630,820,1450
1.423870e+07,4,2,1845,1315,800,10,845,915,1800
1.423985e+07,4,1,1700,1430,730,30,800,830,1630
1.424040e+07,4,2,1935,2260,1835,28,415,849,1304
1.424294e+07,1,1,1600,1335,535,22,640,8.500000e+02,1530
1.424438e+07,4,1,1510,1250,400,60,455,9.050000e+02,1400
1.424504e+07,2,1,2320,1.245000e+03,1205,24,1226,949,2215
1.424852e+07,2,1,1530,1400,530,14,600,900,1500
1.424933e+07,1,2,155,950,1145,8.055556e+01,1400,915,2315
1.425964e+07,1,2,1915,1215,730,28,800,930,1730
1.426492e+07,4,2,1715,1345,700,16,803,827,1630
1.426785e+07,1,2,1530,1545,715,10,735,710,1445
1.427746e+07,1,1,1830,1155,625,26,700,805,1505
1.427883e+07,1,1,1450,1520,610,36,643,722,1405
1.428215e+07,3,1,2056,1119,815,3.566667e+01,950,7.450000e+02,1735
1.428299e+07,2,1,1915,1115,630,10,650,1210,1900
1.428367e+07,4,1,1910,2250,1800,49,822,728,1550
1.428564e+07,1,1,1900,1.010000e+03,510,20,540,1.248000e+03,1828
1.428620e+07,1,1,1930,1120,650,16,720,9.400000e+02,1700
1.429052e+07,1,1,1445,1445,530,12,545,845,1430
1.429109e+07,1,1,1445,1415,500,1.111111e+01,700,730,1430
1.429171e+07,1,1,2220,1040,900,20,1325,835,2200
1.429835e+07,3,2,1800,1300,700,26,750,9.100000e+02,1700
1.429961e+07,4,1,1425,1.605000e+03,630,16,650,710,1400
1.430072e+07,4,2,1825,1605,1030,28,1057,703,1800
1.430145e+07,1,1,1935,1140,715,36,750,8.400000e+02,1630
1.430218e+07,3,1,2010,1950,1600,20,741,757,1538
1.430442e+07,1,1,1845,1145,630,10,640,1150,1830
1.432469e+07,3,1,1833,1912,1345,29,855,635,1530
1.432599e+07,1,2,1915,1230,745,24,815,845,1700
1.432731e+07,3,2,1707,1413,720,2.711111e+01,748,8.240000e+02,1612
1.432878e+07,1,1,1455,1450,545,16,600,630,1230
1.433090e+07,1,1,1950,1140,730,43,815,625,1440
1.433304e+07,3,1,1750,1310,700,10,745,915,1700
1.433335e+07,1,1,1945,1145,730,35,815,8.350000e+02,1650
1.433472e+07,1,1,2055,9.050000e+02,600,119,945,745,1730
1.433535e+07,1,1,1650,1430,720,12,740,8.500000e+02,1630
1.433535e+07,4,1,1620,1.420000e+03,640,14,655,9.050000e+02,1600
1.433927e+07,1,1,2100,1025,725,35,1018,923,1941
1.433950e+07,1,1,1727,1429,756,10,805,9.080000e+02,1713
1.434529e+07,1,1,2315,1945,1900,40,816,7.280000e+02,1544
1.434604e+07,4,2,1610,1250,500,14,520,1030,1550
1.434798e+07,1,1,1714,1431,745,12,759,901,1700
1.435718e+07,2,1,1700,1445,745,24,815,815,1630
1.435770e+07,1,1,2031,1104,735,27,800,745,1545
1.435773e+07,3,2,2152,1108,900,1.150000e+01,922,1208,2130
1.435864e+07,4,1,1815,1135,550,22,610,1145,1755
1.436309e+07,2,2,1745,1355,740,20,800,915,1715
1.436341e+07,2,2,1645,1500,745,12,800,830,1630
1.436936e+07,1,1,1948,1403,951,1.122222e+01,1010,817,1827
1.437747e+07,2,2,1710,1450,800,10,810,850,1700
1.437769e+07,1,1,1925,1405,930,29,1015,845,1900
1.438056e+07,1,2,345,1100,1445,14,1500,1230,330
1.438240e+07,3,1,1805,1425,830,12,842,903,1745
1.438316e+07,1,1,1550,1455,645,15,658,837,1535
1.438438e+07,4,1,1530,1450,620,12,635,8.400000e+02,1515
1.438865e+07,1,1,1545,1445,630,12,645,845,1530
1.438913e+07,1,1,1730,1430,800,26,830,830,1700
1.439123e+07,1,1,1845,1115,600,46,653,1037,1730
1.439139e+07,1,1,1630,1520,750,7.800000e+01,1705,629,2334
1.439343e+07,1,2,1610,1.355000e+03,605,24,626,804,1430
1.439343e+07,3,2,1845,1200,645,14,700,1130,1830
1.439414e+07,1,1,2130,1200,930,20,950,655,1645
1.439569e+07,3,2,2110,2141,1851,38,730,1030,1800
1.439977e+07,3,1,1700,1340,640,10,658,932,1630
1.440016e+07,4,1,1445,1430,515,10,535,745,1320
1.440717e+07,2,2,1630,1530,800,24,830,730,1600
1.441018e+07,1,1,1725,1450,815,18,835,825,1700
1.441653e+07,1,1,1710,1400,710,1.811111e+01,730,900,1630
1.441702e+07,3,1,1635,1415,650,2.011111e+01,715,900,1615
1.441744e+07,3,1,1845,1.320000e+03,805,18,930,845,1815
1.441803e+07,1,1,1735,1410,745,18,815,8.350000e+02,1650
1.442017e+07,1,1,1643,1310,553,5.222222e+01,648,752,1440
1.442566e+07,3,1,1817,1143,600,3.666667e+01,645,845,1530
1.442885e+07,4,2,2130,1.035000e+03,805,28,915,630,1545
1.443021e+07,4,1,1620,1410,630,34,700,800,1500
1.443021e+07,1,1,2050,1110,800,30,830,830,1700
1.443328e+07,1,1,1625,1548,813,3.050000e+01,840,620,1500
1.443556e+07,1,1,1720,1.405000e+03,725,10,735,929,1704
1.443892e+07,1,1,1750,1455,845,12,920,8.600000e+02,1820
1.444143e+07,1,1,1800,1120,520,18,600,1130,1730
1.444517e+07,2,1,1720,1410,730,16,750,9.100000e+02,1700
1.444619e+07,1,1,2205,1235,1040,16,1055,1055,2150
1.444625e+07,1,1,1605,1610,815,30,846,6.200000e+02,1506
1.444988e+07,3,1,220,1510,1730,16,1810,7.500000e+02,200
1.445083e+07,1,1,1600,1330,530,12,630,900,1530
1.445760e+07,3,1,1735,1155,530,40,610,1050,1700
1.446364e+07,3,1,1800,1400,800,24,845,8.350000e+02,1720
