# file...... Regulator_REG27.csv
# date...... Wed Oct 12 09:32:39 2016
# user...... brendanlewis
# host...... (null)
# target.... regulator 2
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag,phases
2011-04-13 00:00:00 PDT,1,1,1,+2042.81,-205970,+1722.77,-205761,+1368.23,-206008,+5133.81,-617739,ABC
2011-04-13 01:00:00 PDT,2,2,2,+2068.28,-208537,+1744.3,-208325,+1385.28,-208575,+5197.85,-625437,ABC
2011-04-13 02:00:00 PDT,3,3,3,+2093.89,-211119,+1765.9,-210905,+1402.43,-211158,+5262.22,-633182,ABC
2011-04-13 03:00:00 PDT,4,4,4,+2119.66,-213718,+1787.63,-213501,+1419.69,-213757,+5326.99,-640975,ABC
2011-04-13 04:00:00 PDT,5,5,5,+2145.59,-216332,+1809.5,-216112,+1437.06,-216372,+5392.15,-648816,ABC
2011-04-13 05:00:00 PDT,6,6,6,+2171.68,-218962,+1831.5,-218740,+1454.53,-219002,+5457.71,-656704,ABC
2011-04-13 06:00:00 PDT,6,6,6,+2171.69,-218962,+1831.51,-218740,+1454.54,-219002,+5457.73,-656704,ABC
2011-04-13 07:00:00 PDT,6,6,6,+2171.69,-218962,+1831.51,-218740,+1454.54,-219002,+5457.73,-656704,ABC
2011-04-13 08:00:00 PDT,6,6,6,+2171.69,-218962,+1831.51,-218740,+1454.54,-219002,+5457.73,-656704,ABC
2011-04-13 09:00:00 PDT,6,6,6,+2171.69,-218962,+1831.51,-218740,+1454.54,-219002,+5457.73,-656704,ABC
2011-04-13 10:00:00 PDT,6,6,6,+938474,+119606,+956398,+81889,+932069,+99457.6,+2.82694e+06,+300953,ABC
2011-04-13 11:00:00 PDT,6,6,6,+911102,+107756,+927723,+71986.3,+904578,+88675.5,+2.7434e+06,+268418,ABC
2011-04-13 12:00:00 PDT,6,6,6,+879982,+94431.7,+895184,+60818.1,+873349,+76530.1,+2.64851e+06,+231780,ABC
2011-04-13 13:00:00 PDT,6,6,6,+862086,+86840.9,+876502,+54439.2,+855403,+69600.3,+2.59399e+06,+210880,ABC
2011-04-13 14:00:00 PDT,6,6,6,+875855,+92676.6,+890874,+59344.4,+869210,+74928.8,+2.63594e+06,+226950,ABC
2011-04-13 15:00:00 PDT,6,6,6,+859789,+85870.5,+874106,+53622.7,+853100,+68713.8,+2.587e+06,+208207,ABC
2011-04-13 16:00:00 PDT,6,6,6,+829880,+73310.5,+842933,+43037.7,+823129,+57228,+2.49594e+06,+173576,ABC
2011-04-13 17:00:00 PDT,6,6,6,+839093,+77163.9,+852529,+46289,+832358,+60754.4,+2.52398e+06,+184207,ABC
2011-04-13 18:00:00 PDT,6,6,6,+850137,+81801.2,+864039,+50197.1,+843425,+64995.1,+2.5576e+06,+196993,ABC
2011-04-13 19:00:00 PDT,6,6,6,+837251,+76392.5,+850610,+45638.3,+830513,+60048.5,+2.51837e+06,+182079,ABC
2011-04-13 20:00:00 PDT,6,6,6,+858411,+85288.4,+872668,+53133,+851719,+68182.2,+2.5828e+06,+206604,ABC
2011-04-13 21:00:00 PDT,6,6,6,+936196,+118615,+954009,+81062,+929781,+98556.8,+2.81999e+06,+298234,ABC
2011-04-13 22:00:00 PDT,6,6,6,+978926,+137343,+998867,+96661.8,+972737,+115564,+2.95053e+06,+349569,ABC
2011-04-13 23:00:00 PDT,6,6,6,+912929,+108543,+929636,+72645.1,+906413,+89392.5,+2.74898e+06,+270581,ABC
2011-04-14 00:00:00 PDT,6,6,6,+801724,+61618.7,+813643,+33152.4,+794936,+46515.9,+2.4103e+06,+141287,ABC
2011-04-14 01:00:00 PDT,6,6,6,+727939,+31582.3,+737129,+7604.65,+721156,+18900.6,+2.18622e+06,+58087.6,ABC
2011-04-14 02:00:00 PDT,6,6,6,+685453,+14680.3,+693231,-6874.96,+678736,+3297.24,+2.05742e+06,+11102.6,ABC
2011-04-14 03:00:00 PDT,6,6,6,+685921,+14864.9,+693714,-6716.42,+679203,+3467.91,+2.05884e+06,+11616.4,ABC
2011-04-14 04:00:00 PDT,6,6,6,+677964,+11730.5,+685505,-9410.21,+671263,+569.182,+2.03473e+06,+2889.46,ABC
2011-04-14 05:00:00 PDT,6,6,6,+684050,+14126.7,+691783,-7350.5,+677335,+2785.32,+2.05317e+06,+9561.48,ABC
2011-04-14 06:00:00 PDT,6,6,6,+731665,+33078.1,+740985,+8882.57,+724878,+20279.5,+2.19753e+06,+62240.2,ABC
2011-04-14 07:00:00 PDT,6,6,6,+828036,+72541,+841014,+42388,+821282,+56523.7,+2.49033e+06,+171453,ABC
2011-04-14 08:00:00 PDT,6,6,6,+973483,+134941,+993146,+94664.1,+967262,+113384,+2.93389e+06,+342989,ABC
2011-04-14 09:00:00 PDT,6,6,6,+1.00203e+06,+147593,+1.02317e+06,+105172,+995983,+124854,+3.02118e+06,+377618,ABC
2011-04-14 10:00:00 PDT,6,6,6,+1.01649e+06,+154055,+1.0384e+06,+110529,+1.01055e+06,+130704,+3.06544e+06,+395289,ABC
2011-04-14 11:00:00 PDT,6,6,6,+1.03904e+06,+164202,+1.06219e+06,+118925,+1.03327e+06,+139881,+3.1345e+06,+423008,ABC
2011-04-14 12:00:00 PDT,6,6,6,+1.04715e+06,+167869,+1.07075e+06,+121955,+1.04144e+06,+143195,+3.15933e+06,+433019,ABC
2011-04-14 13:00:00 PDT,6,6,6,+1.03679e+06,+163184,+1.05981e+06,+118084,+1.031e+06,+138961,+3.1276e+06,+420230,ABC
2011-04-14 14:00:00 PDT,6,6,6,+1.04985e+06,+169093,+1.0736e+06,+122967,+1.04416e+06,+144301,+3.16761e+06,+436360,ABC
2011-04-14 15:00:00 PDT,6,6,6,+1.04355e+06,+166238,+1.06694e+06,+120608,+1.03781e+06,+141721,+3.1483e+06,+428567,ABC
2011-04-14 16:00:00 PDT,6,6,6,+1.0449e+06,+166849,+1.06837e+06,+121113,+1.03917e+06,+142274,+3.15244e+06,+430236,ABC
2011-04-14 17:00:00 PDT,6,6,6,+1.03679e+06,+163184,+1.05981e+06,+118084,+1.031e+06,+138961,+3.1276e+06,+420230,ABC
2011-04-14 18:00:00 PDT,6,6,6,+1.1001e+06,+192096,+1.12676e+06,+141923,+1.09486e+06,+165051,+3.32173e+06,+499070,ABC
2011-04-14 19:00:00 PDT,6,6,6,+1.07725e+06,+181585,+1.10257e+06,+133271,+1.0718e+06,+155576,+3.25162e+06,+470433,ABC
2011-04-14 20:00:00 PDT,6,6,6,+1.08129e+06,+183436,+1.10684e+06,+134796,+1.07587e+06,+157245,+3.264e+06,+475477,ABC
2011-04-14 21:00:00 PDT,6,6,6,+1.08577e+06,+185494,+1.11159e+06,+136491,+1.0804e+06,+159101,+3.27775e+06,+481086,ABC
2011-04-14 22:00:00 PDT,6,6,6,+1.15007e+06,+215390,+1.17981e+06,+161039,+1.14536e+06,+186009,+3.47523e+06,+562438,ABC
2011-04-14 23:00:00 PDT,6,6,6,+1.1001e+06,+192096,+1.12676e+06,+141923,+1.09486e+06,+165051,+3.32173e+06,+499070,ABC
2011-04-15 00:00:00 PDT,6,6,6,+1.00248e+06,+147794,+1.02365e+06,+105340,+996438,+125036,+3.02256e+06,+378170,ABC
2011-04-15 01:00:00 PDT,6,6,6,+910645,+107559,+927245,+71821.7,+904119,+88496.4,+2.74201e+06,+267877,ABC
2011-04-15 02:00:00 PDT,6,6,6,+858411,+85288.5,+872668,+53133,+851719,+68182,+2.5828e+06,+206604,ABC
2011-04-15 03:00:00 PDT,6,6,6,+839553,+77356.9,+853009,+46451.7,+832820,+60930.8,+2.52538e+06,+184739,ABC
2011-04-15 04:00:00 PDT,6,6,6,+841855,+78321.9,+855407,+47265.4,+835126,+61813.6,+2.53239e+06,+187401,ABC
2011-04-15 05:00:00 PDT,6,6,6,+844156,+79287.5,+857805,+48079.4,+837432,+62696.7,+2.53939e+06,+190064,ABC
2011-04-15 06:00:00 PDT,6,6,6,+875396,+92481.7,+890395,+59180.7,+868750,+74751,+2.63454e+06,+226413,ABC
2011-04-15 07:00:00 PDT,6,6,6,+986180,+140552,+1.00649e+06,+99328.2,+980035,+118473,+2.97271e+06,+358354,ABC
2011-04-15 08:00:00 PDT,6,6,6,+1.08263e+06,+184053,+1.10826e+06,+135304,+1.07723e+06,+157802,+3.26813e+06,+477159,ABC
2011-04-15 09:00:00 PDT,6,6,6,+1.12824e+06,+205163,+1.15662e+06,+152656,+1.12329e+06,+176814,+3.40815e+06,+534634,ABC
2011-04-15 10:00:00 PDT,6,6,6,+1.1086e+06,+196027,+1.13577e+06,+145155,+1.10344e+06,+168592,+3.34781e+06,+509774,ABC
2011-04-15 11:00:00 PDT,6,6,6,+1.07636e+06,+181174,+1.10162e+06,+132933,+1.07089e+06,+155206,+3.24887e+06,+469313,ABC
2011-04-15 12:00:00 PDT,6,6,6,+1.07725e+06,+181585,+1.10257e+06,+133271,+1.0718e+06,+155576,+3.25162e+06,+470433,ABC
2011-04-15 13:00:00 PDT,6,6,6,+947125,+123376,+965471,+85034.4,+940762,+102885,+2.85336e+06,+311296,ABC
2011-04-15 14:00:00 PDT,6,6,6,+936196,+118615,+954009,+81062,+929781,+98556.8,+2.81999e+06,+298234,ABC
2011-04-15 15:00:00 PDT,6,6,6,+803572,+62382.5,+815565,+33799.2,+796787,+47216.4,+2.41592e+06,+143398,ABC
2011-04-15 16:00:00 PDT,6,6,6,+786920,+55522.5,+798263,+27985.3,+780122,+40922.4,+2.3653e+06,+124430,ABC
2011-04-15 17:00:00 PDT,6,6,6,+805421,+63146.7,+817486,+34446.1,+798637,+47917.1,+2.42154e+06,+145510,ABC
2011-04-15 18:00:00 PDT,6,6,6,+827575,+72348.6,+840534,+42225.7,+820820,+56347.7,+2.48893e+06,+170922,ABC
2011-04-15 19:00:00 PDT,6,6,6,+863005,+87229.2,+877460,+54765.8,+856324,+69955.2,+2.59679e+06,+211950,ABC
2011-04-15 20:00:00 PDT,6,6,6,+891893,+99512.9,+907631,+65081.4,+885299,+81164.8,+2.68482e+06,+245759,ABC
2011-04-15 21:00:00 PDT,6,6,6,+914300,+109134,+931070,+73139.2,+907789,+89930.4,+2.75316e+06,+272204,ABC
2011-04-15 22:00:00 PDT,6,6,6,+938930,+119804,+956875,+82054.4,+932527,+99638,+2.82833e+06,+301497,ABC
2011-04-15 23:00:00 PDT,6,6,6,+885023,+96579.5,+900451,+62620.8,+878406,+78489.4,+2.66388e+06,+237690,ABC
2011-04-16 00:00:00 PDT,6,6,6,+816043,+67548.9,+828533,+38170.2,+809271,+51951.6,+2.45385e+06,+157671,ABC
2011-04-16 01:00:00 PDT,6,6,6,+755385,+42653.4,+765549,+17047.7,+748584,+29095.8,+2.26952e+06,+88797,ABC
2011-04-16 02:00:00 PDT,6,6,6,+707420,+23383.4,+715914,+590.646,+700663,+11337.7,+2.124e+06,+35311.8,ABC
2011-04-16 03:00:00 PDT,6,6,6,+684518,+14311.2,+692266,-7192.03,+677802,+2955.98,+2.05459e+06,+10075.2,ABC
2011-04-16 04:00:00 PDT,6,6,6,+663906,+6217.4,+671012,-14155.1,+657239,-4533.83,+1.99216e+06,-12471.6,ABC
2011-04-16 05:00:00 PDT,6,6,6,+662500,+5667.35,+669562,-14629,+655835,-5043.21,+1.9879e+06,-14004.9,ABC
2011-04-16 06:00:00 PDT,6,6,6,+669063,+8236.13,+676327,-12416.6,+662383,-2664.69,+2.00777e+06,-6845.12,ABC
2011-04-16 07:00:00 PDT,6,6,6,+706953,+23197.6,+715431,+431.554,+700197,+11166.3,+2.12258e+06,+34795.4,ABC
2011-04-16 08:00:00 PDT,6,6,6,+760029,+44538.5,+770363,+18652.6,+753227,+30830,+2.28362e+06,+94021.1,ABC
2011-04-16 09:00:00 PDT,6,6,6,+831262,+73887.7,+844373,+43525.1,+824513,+57756.8,+2.50015e+06,+175170,ABC
2011-04-16 10:00:00 PDT,6,6,6,+884565,+96383.9,+899972,+62456.8,+877946,+78311.5,+2.66248e+06,+237152,ABC
2011-04-16 11:00:00 PDT,6,6,6,+912929,+108543,+929636,+72645,+906413,+89392.6,+2.74898e+06,+270581,ABC
2011-04-16 12:00:00 PDT,6,6,6,+890519,+98925.8,+906195,+64589.1,+883920,+80629.3,+2.68063e+06,+244144,ABC
2011-04-16 13:00:00 PDT,6,6,6,+906075,+105593,+922463,+70175.7,+899532,+86705.6,+2.72807e+06,+262474,ABC
2011-04-16 14:00:00 PDT,6,6,6,+901045,+103433,+917201,+68366.6,+894483,+84737.6,+2.71273e+06,+256537,ABC
2011-04-16 15:00:00 PDT,6,6,6,+900130,+103040,+916244,+68037.9,+893565,+84380,+2.70994e+06,+255458,ABC
2011-04-16 16:00:00 PDT,6,6,6,+851976,+82575.5,+865957,+50849.2,+845269,+65702.7,+2.5632e+06,+199127,ABC
2011-04-16 17:00:00 PDT,6,6,6,+870350,+90339.7,+885126,+57380.9,+863689,+72795.6,+2.61917e+06,+220516,ABC
2011-04-16 18:00:00 PDT,6,6,6,+897843,+102060,+913852,+67216.3,+891269,+83486.4,+2.70296e+06,+252762,ABC
