# file...... caliSubCheck.csv
# date...... Wed Oct 12 09:32:39 2016
# user...... brendanlewis
# host...... (null)
# target.... meter 0
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,measured_real_power,measured_reactive_power,measured_power
2011-04-20 00:00:00 PDT,+2.38359e+06,+131271,+2.3872e+06+3.15226d
2011-04-20 01:00:00 PDT,+2.14946e+06,+44616.1,+2.14993e+06+1.18911d
2011-04-20 02:00:00 PDT,+2.02906e+06,+838.356,+2.02906e+06+0.0236732d
2011-04-20 03:00:00 PDT,+2.00351e+06,-8380.19,+2.00353e+06-0.239652d
2011-04-20 04:00:00 PDT,+1.96659e+06,-21663.7,+1.96671e+06-0.631139d
2011-04-20 05:00:00 PDT,+1.97511e+06,-18601.8,+1.9752e+06-0.5396d
2011-04-20 06:00:00 PDT,+2.01203e+06,-5309.48,+2.01204e+06-0.151196d
2011-04-20 07:00:00 PDT,+2.24836e+06,+80971.2,+2.24981e+06+2.06253d
2011-04-20 08:00:00 PDT,+2.53799e+06,+189531,+2.54506e+06+4.27078d
2011-04-20 09:00:00 PDT,+2.5758e+06,+203932,+2.58386e+06+4.5268d
2011-04-20 10:00:00 PDT,+2.58979e+06,+209276,+2.59824e+06+4.61992d
2011-04-20 11:00:00 PDT,+2.5688e+06,+201263,+2.57667e+06+4.4799d
2011-04-20 12:00:00 PDT,+2.58979e+06,+209276,+2.59824e+06+4.61992d
2011-04-20 13:00:00 PDT,+2.51837e+06,+182079,+2.52495e+06+4.13531d
2011-04-20 14:00:00 PDT,+2.38922e+06,+133378,+2.39294e+06+3.19523d
2011-04-20 15:00:00 PDT,+2.44402e+06,+153967,+2.44886e+06+3.60472d
2011-04-20 16:00:00 PDT,+2.3864e+06,+132325,+2.39007e+06+3.17377d
2011-04-20 17:00:00 PDT,+2.41452e+06,+142870,+2.41874e+06+3.38632d
2011-04-20 18:00:00 PDT,+2.45665e+06,+158730,+2.46178e+06+3.69686d
2011-04-20 19:00:00 PDT,+2.437e+06,+151322,+2.44169e+06+3.55315d
2011-04-20 20:00:00 PDT,+2.48191e+06,+168269,+2.48761e+06+3.87861d
2011-04-20 21:00:00 PDT,+2.4749e+06,+165617,+2.48044e+06+3.82846d
2011-04-20 22:00:00 PDT,+2.5702e+06,+201796,+2.57811e+06+4.4893d
2011-04-20 23:00:00 PDT,+2.43559e+06,+150794,+2.44026e+06+3.54281d
2011-04-21 00:00:00 PDT,+2.22719e+06,+73157.8,+2.22839e+06+1.88136d
2011-04-21 01:00:00 PDT,+2.04324e+06,+5967.67,+2.04325e+06+0.167342d
2011-04-21 02:00:00 PDT,+1.99642e+06,-10937.7,+1.99645e+06-0.313902d
2011-04-21 03:00:00 PDT,+1.95096e+06,-27272.2,+1.95115e+06-0.800879d
2011-04-21 04:00:00 PDT,+1.96091e+06,-23704.1,+1.96105e+06-0.692576d
2011-04-21 05:00:00 PDT,+1.995e+06,-11449.1,+1.99503e+06-0.328813d
2011-04-21 06:00:00 PDT,+2.06451e+06,+13672.2,+2.06455e+06+0.379434d
2011-04-21 07:00:00 PDT,+2.27657e+06,+91408.4,+2.2784e+06+2.29929d
2011-04-21 08:00:00 PDT,+2.49314e+06,+172514,+2.4991e+06+3.95831d
2011-04-21 09:00:00 PDT,+2.5786e+06,+205001,+2.58674e+06+4.5455d
2011-04-21 10:00:00 PDT,+2.5436e+06,+191662,+2.55081e+06+4.30914d
2011-04-21 11:00:00 PDT,+2.46508e+06,+161907,+2.47039e+06+3.75782d
2011-04-21 12:00:00 PDT,+2.41733e+06,+143926,+2.42161e+06+3.40732d
2011-04-21 13:00:00 PDT,+2.35827e+06,+121801,+2.36141e+06+2.95662d
2011-04-21 14:00:00 PDT,+2.30899e+06,+103438,+2.3113e+06+2.56503d
2011-04-21 15:00:00 PDT,+2.27939e+06,+92453.4,+2.28126e+06+2.32268d
2011-04-21 16:00:00 PDT,+2.206e+06,+65357,+2.20697e+06+1.697d
2011-04-21 17:00:00 PDT,+2.15795e+06,+47721.6,+2.15848e+06+1.26685d
2011-04-21 18:00:00 PDT,+2.2286e+06,+73678.4,+2.22982e+06+1.89353d
2011-04-21 19:00:00 PDT,+2.30617e+06,+102391,+2.30844e+06+2.5422d
2011-04-21 20:00:00 PDT,+2.28221e+06,+93498.5,+2.28412e+06+2.34601d
2011-04-21 21:00:00 PDT,+2.40328e+06,+138649,+2.40727e+06+3.30184d
2011-04-21 22:00:00 PDT,+2.5436e+06,+191662,+2.55081e+06+4.30914d
2011-04-21 23:00:00 PDT,+2.43419e+06,+150265,+2.43882e+06+3.53245d
2011-04-22 00:00:00 PDT,+2.20742e+06,+65876.7,+2.2084e+06+1.70939d
2011-04-22 01:00:00 PDT,+2.00493e+06,-7868.58,+2.00495e+06-0.224862d
2011-04-22 02:00:00 PDT,+1.89691e+06,-46594.6,+1.89749e+06-1.4071d
2011-04-22 03:00:00 PDT,+1.83995e+06,-66845.5,+1.84116e+06-2.08065d
2011-04-22 04:00:00 PDT,+1.8428e+06,-65835.2,+1.84397e+06-2.04606d
2011-04-22 05:00:00 PDT,+1.8485e+06,-63813.8,+1.8496e+06-1.97718d
2011-04-22 06:00:00 PDT,+1.90118e+06,-45072.2,+1.90172e+06-1.35808d
2011-04-22 07:00:00 PDT,+2.10276e+06,+27572,+2.10294e+06+0.751236d
2011-04-22 08:00:00 PDT,+2.27516e+06,+90886,+2.27697e+06+2.28758d
2011-04-22 09:00:00 PDT,+2.40187e+06,+138122,+2.40584e+06+3.29123d
2011-04-22 10:00:00 PDT,+2.5492e+06,+193794,+2.55655e+06+4.34735d
2011-04-22 11:00:00 PDT,+2.62476e+06,+222660,+2.63418e+06+4.84883d
2011-04-22 12:00:00 PDT,+2.65271e+06,+233391,+2.66295e+06+5.02807d
2011-04-22 13:00:00 PDT,+2.67365e+06,+241454,+2.68453e+06+5.1603d
2011-04-22 14:00:00 PDT,+2.53939e+06,+190064,+2.5465e+06+4.28038d
2011-04-22 15:00:00 PDT,+2.5618e+06,+198594,+2.56949e+06+4.43277d
2011-04-22 16:00:00 PDT,+2.5632e+06,+199127,+2.57092e+06+4.44222d
2011-04-22 17:00:00 PDT,+2.5786e+06,+205001,+2.58674e+06+4.5455d
2011-04-22 18:00:00 PDT,+2.67086e+06,+240378,+2.68166e+06+5.14278d
2011-04-22 19:00:00 PDT,+2.7434e+06,+268418,+2.7565e+06+5.5881d
2011-04-22 20:00:00 PDT,+2.71831e+06,+258695,+2.73059e+06+5.43634d
2011-04-22 21:00:00 PDT,+2.64432e+06,+230169,+2.65432e+06+4.97465d
2011-04-22 22:00:00 PDT,+2.74201e+06,+267877,+2.75506e+06+5.57973d
2011-04-22 23:00:00 PDT,+2.60798e+06,+216231,+2.61693e+06+4.73964d
2011-04-23 00:00:00 PDT,+2.3864e+06,+132325,+2.39007e+06+3.17377d
2011-04-23 01:00:00 PDT,+2.16785e+06,+51347.1,+2.16846e+06+1.35684d
2011-04-23 02:00:00 PDT,+2.00351e+06,-8380.25,+2.00353e+06-0.239654d
2011-04-23 03:00:00 PDT,+1.94527e+06,-29310.1,+1.94549e+06-0.86323d
2011-04-23 04:00:00 PDT,+1.89691e+06,-46594.5,+1.89749e+06-1.40709d
2011-04-23 05:00:00 PDT,+1.8898e+06,-49130.9,+1.89044e+06-1.48924d
2011-04-23 06:00:00 PDT,+1.92821e+06,-35418,+1.92854e+06-1.05231d
2011-04-23 07:00:00 PDT,+1.99926e+06,-9914.91,+1.99928e+06-0.284145d
2011-04-23 08:00:00 PDT,+2.10559e+06,+28603.3,+2.10579e+06+0.778282d
2011-04-23 09:00:00 PDT,+2.2963e+06,+98727.6,+2.29843e+06+2.46187d
2011-04-23 10:00:00 PDT,+2.51417e+06,+180484,+2.52064e+06+4.10603d
2011-04-23 11:00:00 PDT,+2.5618e+06,+198594,+2.56949e+06+4.43277d
2011-04-23 12:00:00 PDT,+2.48472e+06,+169330,+2.49048e+06+3.89859d
2011-04-23 13:00:00 PDT,+2.50576e+06,+177295,+2.51202e+06+4.04721d
2011-04-23 14:00:00 PDT,+2.39343e+06,+134959,+2.39724e+06+3.22733d
2011-04-23 15:00:00 PDT,+2.30335e+06,+101344,+2.30558e+06+2.51931d
2011-04-23 16:00:00 PDT,+2.21307e+06,+67955.9,+2.21411e+06+1.75881d
2011-04-23 17:00:00 PDT,+2.21024e+06,+66916.2,+2.21125e+06+1.73413d
2011-04-23 18:00:00 PDT,+2.23848e+06,+77323.3,+2.23981e+06+1.97837d
2011-04-23 19:00:00 PDT,+2.35545e+06,+120750,+2.35855e+06+2.93465d
2011-04-23 20:00:00 PDT,+2.38781e+06,+132852,+2.3915e+06+3.1845d
2011-04-23 21:00:00 PDT,+2.45525e+06,+158200,+2.46034e+06+3.68667d
2011-04-23 22:00:00 PDT,+2.5576e+06,+196993,+2.56518e+06+4.40438d
2011-04-23 23:00:00 PDT,+2.41311e+06,+142342,+2.41731e+06+3.3758d
2011-04-24 00:00:00 PDT,+2.29349e+06,+97681.3,+2.29556e+06+2.4388d
2011-04-24 01:00:00 PDT,+2.06876e+06,+15214.6,+2.06882e+06+0.42137d
2011-04-24 02:00:00 PDT,+1.87556e+06,-54199.4,+1.87634e+06-1.65526d
2011-04-24 03:00:00 PDT,+1.82569e+06,-71894.1,+1.82711e+06-2.25509d
2011-04-24 04:00:00 PDT,+1.79717e+06,-81974.2,+1.79904e+06-2.61162d
2011-04-24 05:00:00 PDT,+1.79432e+06,-82981.1,+1.79623e+06-2.64785d
2011-04-24 06:00:00 PDT,+1.82142e+06,-73407.7,+1.82289e+06-2.30792d
2011-04-24 07:00:00 PDT,+1.96801e+06,-21153.6,+1.96813e+06-0.615833d
2011-04-24 08:00:00 PDT,+2.11692e+06,+32730.5,+2.11717e+06+0.885801d
2011-04-24 09:00:00 PDT,+2.3104e+06,+103962,+2.31273e+06+2.57643d
2011-04-24 10:00:00 PDT,+2.41452e+06,+142870,+2.41874e+06+3.38632d
2011-04-24 11:00:00 PDT,+2.4749e+06,+165617,+2.48044e+06+3.82846d
2011-04-24 12:00:00 PDT,+2.46788e+06,+162967,+2.47326e+06+3.77805d
2011-04-24 13:00:00 PDT,+2.3639e+06,+123904,+2.36714e+06+3.00043d
2011-04-24 14:00:00 PDT,+2.23707e+06,+76802.5,+2.23839e+06+1.96629d
2011-04-24 15:00:00 PDT,+2.04324e+06,+5967.66,+2.04325e+06+0.167342d
2011-04-24 16:00:00 PDT,+1.92537e+06,-36435.2,+1.92571e+06-1.08412d
2011-04-24 17:00:00 PDT,+1.88695e+06,-50145,+1.88762e+06-1.52226d
2011-04-24 18:00:00 PDT,+1.91826e+06,-38977.2,+1.91865e+06-1.16404d
2011-04-24 19:00:00 PDT,+1.95522e+06,-25743.5,+1.95539e+06-0.754343d
2011-04-24 20:00:00 PDT,+1.96659e+06,-21663.8,+1.96671e+06-0.631141d
2011-04-24 21:00:00 PDT,+2.03757e+06,+3915.27,+2.03757e+06+0.110096d
2011-04-24 22:00:00 PDT,+2.18622e+06,+58087.6,+2.187e+06+1.52198d
2011-04-24 23:00:00 PDT,+2.09851e+06,+26025.6,+2.09867e+06+0.710541d
2011-04-25 00:00:00 PDT,+1.92821e+06,-35418,+1.92854e+06-1.05231d
2011-04-25 01:00:00 PDT,+1.76577e+06,-93036.1,+1.76822e+06-3.01604d
2011-04-25 02:00:00 PDT,+1.71863e+06,-109577,+1.72212e+06-3.64814d
2011-04-25 03:00:00 PDT,+1.71577e+06,-110578,+1.71933e+06-3.68748d
2011-04-25 04:00:00 PDT,+1.73578e+06,-103569,+1.73887e+06-3.41464d
2011-04-25 05:00:00 PDT,+1.77434e+06,-90022,+1.77662e+06-2.90444d
2011-04-25 06:00:00 PDT,+1.84137e+06,-66340.4,+1.84257e+06-2.06334d
2011-04-25 07:00:00 PDT,+2.06734e+06,+14700.4,+2.0674e+06+0.40741d
2011-04-25 08:00:00 PDT,+2.22719e+06,+73157.9,+2.22839e+06+1.88136d
2011-04-25 09:00:00 PDT,+2.40328e+06,+138649,+2.40727e+06+3.30184d
2011-04-25 10:00:00 PDT,+2.43138e+06,+149208,+2.43595e+06+3.5117d
2011-04-25 11:00:00 PDT,+2.41873e+06,+144454,+2.42304e+06+3.41781d
2011-04-25 12:00:00 PDT,+2.33716e+06,+113923,+2.33993e+06+2.79064d
2011-04-25 13:00:00 PDT,+2.31744e+06,+106582,+2.31989e+06+2.63324d
2011-04-25 14:00:00 PDT,+2.21024e+06,+66916.2,+2.21125e+06+1.73413d
